2363
qstr_{reg61}.0{reg62} {reg61}.0{reg62}
qstr_{!}DEBUG_:_Siege_att {!}DEBUG_:_Siege_attackers_are_running_away
qstr_{!}DEBUG:_{s1}_no_lo {!}DEBUG:_{s1}_no_longer_leads_a_party.
qstr_{!}DEBUG:_{s1}_is_no {!}DEBUG:_{s1}_is_no_longer_a_prisoner.
qstr_{!}DEBUG:_{s1}_is_now {!}DEBUG:_{s1}_is_now_a_prisoner_of_player.
qstr_{!}DEBUG:_{s1}_is_now_ {!}DEBUG:_{s1}_is_now_a_prisoner_of_{s2}.
qstr_{s54}_is_a_claimant_ {s54}_is_a_claimant_to_the_throne_of_{s56}.
qstr_nowhere nowhere
qstr_{s57}_and_{s58} {s57}_and_{s58}
qstr_{!}{s57}_{s58} {!}{s57},_{s58}
qstr_{reg3?She:He} {reg3?She:He}
qstr_{!}^{s59} {!}^{s59}
qstr_The_town_of_{s50} The_town_of_{s50}
qstr_The_village_of_{s50} The_village_of_{s50}_near_{s52}
qstr_{!}{s50} {!}{s50}
qstr_{s51}_belongs_to_{s1 {s51}_belongs_to_{s1}_of_{s2}.^
qstr_{s7}_and_{s8} {s7}_and_{s8}
qstr_{!}{s7}_{s8} {!}{s7},_{s8}
qstr_{s2}It_has_no_villag {s2}It_has_no_villages.^
qstr_{s2}{reg0?Its_villag {s2}{reg0?Its_villages_are:Its_village_is}_{s8}.^
qstr_{s2}Its_prosperity_i {s2}Its_prosperity_is:_{s50}
qstr_noone noone
qstr_{s9}_and_{s10} {s9}_and_{s10}
qstr_{!}{s9}_{s10} {!}{s9},_{s10}
qstr_{!}DEBUG_:_{s21}.^CH {!}DEBUG_:_{s21}.^CHEAT_MODE_ASSESSMENT:_{s14}^
qstr_{s5}_has_been_defeat {s5}_has_been_defeated!
qstr_{!}DEBUG____Assigned {!}DEBUG_--_Assigned_lord_reputation_and_relations
qstr_{s7}_opened_the_gate {s7}_opened_the_gate
qstr_{s7}_closed_the_gate {s7}_closed_the_gate
qstr_You_are_hurt_close_t You_are_hurt,_close_to_dead._Blood_and_life_rushes_from_your_body._You_need_to_be_healed.
qstr_As_life_fades_you_re As_life_fades_you're_struck_with_the_fury_of_combat_and_refuse_to_die._Blood_rushes_to_your_mind:_it's_time_to_kill_before_death_takes_you.
qstr_You_re_so_tired_you_ You're_so_tired_you_can_barely_move_a_muscle.
qstr__ _
qstr_You_heal. You_heal.
qstr_{s0}_ {s0}_
qstr_+{reg1}_to_party_mor +{reg1}_to_party_morale
qstr__Increases_party_mor _Increases_party_morale_and_improves_leadership_and_tactics_skills.
qstr_Heavy_Armour:_High_P Heavy_Armour:_High_Penalties_in_certain_skills
qstr_Medium_Armour:_Penal Medium_Armour:_Penalties_in_certain_skills
qstr_Heavy_Equipment:_Pen Heavy_Equipment:_Penalties_in_certain_skills
qstr_Ritual_Equipment:_Ad Ritual_Equipment:_Advantages_in_certain_skills
qstr_The_sword_of_Rhydder The_sword_of_Rhydderch_Hael,_one_of_the_thirteen_treasures_of_Britain.
qstr_This_is_the_sword_wh This_is_the_sword_which_Unferth_gives_to_Beowulf_before_the_fight_with_Grendel's_mother.
qstr_Advantages_in_certai Advantages_in_certain_skills
qstr__Donkeys:_Improve_fo _Donkeys:_Improve_foraging_skill.
qstr_Requires_{reg1}_inte Requires_{reg1}_intelligence_to_read
qstr_Reading_Progress:_{r Reading_Progress:_{reg1}%
qstr_wound_treament wound_treament
qstr_trainer trainer
qstr_surgery surgery
qstr_persuasion persuasion
qstr_+1_to_{s1}_while_in_ +1_to_{s1}_while_in_inventory
qstr__^ _^
qstr__2_speed^_2_maneuver -2_speed^-2_maneuver
qstr__5_speed^_5_maneuver -5_speed^-5_maneuver
qstr_+3_armor^+4_charge^+ +3_armor^+4_charge^+10_hit_points
qstr__1_requirement_of_ri -1_requirement_of_riding
qstr_+1_requirement_of_ri +1_requirement_of_riding^+5_hit_points
qstr_+1_speed^+1_armor^+1 +1_speed^+1_armor^+1_charge
qstr_+2_requirement_of_ri +2_requirement_of_riding^+2_speed^+2_armor^+2_charge
qstr__56_hit_points^_4_re -56_hit_points^-4_resistance
qstr__26_hit_points^_2_re -26_hit_points^-2_resistance
qstr_+47_hit_points^+2_re +47_hit_points^+2_resistance
qstr_+83_hit_points^+4_re +83_hit_points^+4_resistance
qstr___ _-
qstr__+ _+
qstr_{reg1?{s1}{reg4}_to_ {reg1?{s1}{reg4}_to_head_armor^:}{reg2?{s1}{reg4}_to_body_armor^:}{reg3?{s1}{reg4}_to_leg_armor:}
qstr_{reg1?_5_swing_damag {reg1?-5_swing_damage^:}{reg2?-5_thrust_damage^:}
qstr_{reg1?_3_swing_damag {reg1?-3_swing_damage^:}{reg2?-3_thrust_damage^:}
qstr_{reg1?_3_swing_damage {reg1?-3_swing_damage^:}{reg2?-3_thrust_damage^:}-3_speed
qstr_{reg1?_1_swing_damag {reg1?-1_swing_damage^:}{reg2?-1_thrust_damage^:}
qstr_{reg1?+3_swing_damag {reg1?+3_swing_damage^:}{reg2?+3_thrust_damage^:}+3_speed
qstr_{reg1?+4_swing_damag {reg1?+4_swing_damage^:}{reg2?+4_thrust_damage^:}
qstr_{reg1?+5_swing_damag {reg1?+5_swing_damage^:}{reg2?+5_thrust_damage^:}+1_speed{reg3?^+4_requirement_of_strength:}
qstr_{reg1?+2_swing_damag {reg1?+2_swing_damage^:}{reg2?+2_thrust_damage^:}-2_speed{reg3?^+1_requirement_of_strength:}
qstr__5_damage -5_damage
qstr__3_damage^_3_speed -3_damage^-3_speed
qstr_+3_damage^_3_speed{r +3_damage^-3_speed{reg3?^+2_requirement_of_power_draw:}
qstr_+5_damage^+1_speed{r +5_damage^+1_speed{reg3?^+4_requirement_of_power_draw:}
qstr_+13%_max_ammo +13%_max_ammo
qstr_+2_damage^_2_speed{r +2_damage^-2_speed{reg3?^+1_requirement_of_power_throw:}
qstr_+3_damage^+3_speed +3_damage^+3_speed
qstr__3_damage -3_damage
qstr_Move_here Move_here
qstr_View_notes View_notes
qstr_Send_Spy Send_Spy
qstr_Retrieve_Spy Retrieve_Spy
qstr_Order_Sabotage Order_Sabotage
qstr_Add_custom_note Add_custom_note
qstr_Send_messenger Send_messenger
qstr_Accompany Accompany
qstr_Skirmish Skirmish
qstr_Manage_Supply_Wagon Manage_Supply_Wagon
qstr_Select_as_target Select_as_target
qstr_Blind_to_other_parti Blind_to_other_parties(Disabled)
qstr_Blind_to_other_partie Blind_to_other_parties(Enabled)
qstr_Force_all_lords_foll Force_all_lords_followed_to_blind_to_other_parties
qstr_Force_all_lords_follo Force_all_lords_followed_not_to_blind_to_other_parties
qstr_{!}_{s61} {!}_{s61}
qstr__{s61}_{s62}_ _{s61}({s62})
qstr_{!}DEBUG____ERROR:_M {!}DEBUG_--_ERROR:_More_than_15_trade_routes_are_given_for_{s1}.
qstr_{!}DEBUG____Caravan_ {!}DEBUG_--_Caravan_trades_in_{s4},_originally_from_{s5}
qstr_{!}New_tariffs_at_{s {!}New_tariffs_at_{s4}_=_{reg4},_total_=_{reg5}
qstr_{!}_DEBUG_loot_playe {!}_DEBUG_loot_player_items:_g_player_surrenders_=_{reg0},_merciful_=_{reg1}
qstr_{!}{s4}_is_sent_to_{ {!}{s4}_is_sent_to_{s5}_after_defeat
qstr_{!}DEBUGS_:_enemy_lo {!}DEBUGS_:_enemy_loses_:_{reg0}
qstr_{!}DEBUGS1_:_total_g {!}DEBUGS1_:_total_gain_:_{reg0}
qstr_{!}DEBUGS2_:_total_g {!}DEBUGS2_:_total_gain_:_{reg0}
qstr_{!}DEBUGS3_:_num_pla {!}DEBUGS3_:_num_player_party_shares:{reg0},_total_gain:{reg1}
qstr_killed_or_seriously_ killed_or_seriously_wounded
qstr_minor_wounded minor_wounded
qstr_{!}{reg3?{reg3}:}_{s {!}{reg3?{reg3}:}_{s1}_({s2})
qstr_{!}{s0}_{reg3?{reg3} {!}{s0},_{reg3?{reg3}:}_{s1}_({s2})
qstr_{!}{s0}^{reg3?{reg3} {!}{s0}^{reg3?{reg3}:}_{s1}_({s2})
qstr_{s0}^TOTAL:_{reg3}__ {s0}^TOTAL:_{reg3}_({s2})
qstr_^None ^None
qstr_nothing nothing
qstr_{reg0}_village{reg1? {reg0}_village{reg1?s:}
qstr_{reg0}_castle{reg1?s {reg0}_castle{reg1?s:}
qstr_{reg0}_castle{reg1?s: {reg0}_castle{reg1?s:}_and_{s0}
qstr_{reg0}_town{reg1?s:} {reg0}_town{reg1?s:}
qstr_{reg0}_town{reg1?s:}_ {reg0}_town{reg1?s:}_and_{s0}
qstr_{reg0}_town{reg1?s:}_{ {reg0}_town{reg1?s:},_{s0}
qstr_Your_opponents_are_r Your_opponents_are_ready_for_the_fight.
qstr_Try_to_destroy_as_ma Try_to_destroy_as_many_targets_as_you_can._You_have_two_and_a_half_minutes_to_clear_the_track.
qstr_Stay_behind_the_line Stay_behind_the_line_on_the_ground_and_shoot_the_targets._Try_not_to_waste_any_shots.
qstr_{!}DEBUG____Checking {!}DEBUG_--_Checking_for_denounce_lord,_eligible_in_{reg4}_days
qstr_{!}DEBUG____Rival_fo {!}DEBUG_--_Rival_found_in_{s4}
qstr_{!}DEBUG____{s4}_is_ {!}DEBUG_--_{s4}_is_not_close_friend_of_player
qstr_{!}DEBUG____{s4}_has {!}DEBUG_--_{s4}_has_{reg3}_rivals
qstr_{!}DEBUG____Checking_ {!}DEBUG_--_Checking_for_intrigue,_eligible_in_{reg4}_days
qstr_{!}DEBUG____Trying_f {!}DEBUG_--_Trying_for_intrigue_against_lord
qstr_{!}DEBUG____{s4}_has_ {!}DEBUG_--_{s4}_has_sufficiently_low_relation_with_liege
qstr_{!}DEBUG____{s4}_has_s {!}DEBUG_--_{s4}_has_sufficiently_low_relation_with_giver_troop
qstr_{!}DEBUG____{s4}_has_su {!}DEBUG_--_{s4}_has_sufficiently_low_relation_with_player
qstr_{!}DEBUG____Checking_f {!}DEBUG_--_Checking_for_resolve_dispute,_eligible_in_{reg4}_days
qstr_{!}DEBUG____Checking_fo {!}DEBUG_--_Checking_for_offer_gift,_eligible_in_{reg4}_days
qstr___AMBUSH_BONUS:_6_ _(AMBUSH_BONUS:_6)
qstr___AMBUSH_BONUS:_3_ _(AMBUSH_BONUS:_3)
qstr___AMBUSH_MALUS:_6_ _(AMBUSH_MALUS:_6)
qstr___AMBUSH_MALUS:_10_ _(AMBUSH_MALUS:_10)
qstr___SNEAKING_BONUS:_3_ _(SNEAKING_BONUS:_3)
qstr___SNEAKING_BONUS:_1_ _(SNEAKING_BONUS:_1)
qstr___SNEAKING_MALUS:_3_ _(SNEAKING_MALUS:_3)
qstr___SNEAKING_MALUS:_6_ _(SNEAKING_MALUS:_6)
qstr_Battle_Advantage_=_{ Battle_Advantage_=_{reg0}.{s1}
qstr_{s9}_wants_you_to_re {s9}_wants_you_to_resume_following_his_army_until_further_notice.
qstr_{!}DEBUG___{s4}_fact {!}DEBUG_-_{s4}_faction_changed_in_normal_faction_change
qstr_{!}DEBUG___{s4}_facti {!}DEBUG_-_{s4}_faction_changed_by_guardian_moving
qstr_{!}DEBUG____{s4}_awa {!}DEBUG_--_{s4}_awarded_to_{s5}
qstr_pt_in_{s11} pt_in_{s11}
qstr__Being_Raided_ (Being_Raided)
qstr__Looted_ (Looted)
qstr__Under_Siege_ (Under_Siege)
qstr_The_village_of_{s1}_ The_village_of_{s1}_has_been_looted_by_{s2}.
qstr_{s3}_is_no_longer_un {s3}_is_no_longer_under_siege.
qstr_{!}DEBUG_:_There_are {!}DEBUG_:_There_are_already_enemies_({s6})_inside_{s7}.
qstr_{!}DEBUG____Calculat {!}DEBUG_--_Calculating_sortie_for_{s4}_strength_of_{reg3}_vs_{reg4}_enemies
qstr_Small_bands_of_enemi Small_bands_of_enemies_spotted_near_{s1}.
qstr_Enemy_patrols_spotte Enemy_patrols_spotted_near_{s1}.
qstr_Medium_sized_group_o Medium-sized_group_of_enemies_spotted_near_{s1}.
qstr_Significant_group_of Significant_group_of_enemies_spotted_near_{s1}.
qstr_Army_of_enemies_spot Army_of_enemies_spotted_near_{s1}.
qstr_Large_army_of_enemie Large_army_of_enemies_spotted_near_{s1}.
qstr_Great_host_of_enemie Great_host_of_enemies_spotted_near_{s1}.
qstr_{!}DEBUG_:_{s7}_is_h {!}DEBUG_:_{s7}_is_helping_his_commander_by_fighting_with_{s6}.
qstr__{s10}_of_{s13}_recr _{s10}_of_{s13}_recruits_{s11}_{s12}_in_{s14}
qstr__Your_duel_with_{s1} _Your_duel_with_{s1}_was_canceled_due_to_unforseen_circumstances.
qstr_debug:__party_is_hir debug:__party_is_hired_to_engage_army.
qstr_{s1}_has_been_besieg {s1}_has_been_besieged_by_{s2}_of_{s3}.
qstr__{s1}__{s11}:_{s14} ({s1})_{s11}:_{s14}
qstr_{s14}__{s21}_ {s14}_({s21})
qstr_{!}DEBUG____{s4}_dro {!}DEBUG_--_{s4}_drops_{s5}_as_issue_as_it_has_changed_hands
qstr_{!}DEBUG____Issue_re {!}DEBUG_--_Issue_resolution_for_{s4}:_{reg4}_votes_for_a_quorum_of_{reg5},_{reg7}_hours_on_agenda
qstr_{!}DEBUG____Faction_ {!}DEBUG_--_Faction_resolves_political_issue
qstr_{s5}_has_the_greates {s5}_has_the_greatest_support_among_the_lords_of_the_{s4}_to_be_the_next_marshall,_but_{s0}_overrules_their_choice.
qstr_{s5}_has_the_greatest {s5}_has_the_greatest_support_among_the_lords_of_the_{s4}_to_receive_{s1},_but_{s0}_overrules_their_choice.
qstr_{!}DEBUG____{s4}_drop {!}DEBUG_--_{s4}_drops_{s5}_as_winner,_for_having_changed_sides
qstr_{s1}_is_the_new_mars {s1}_is_the_new_marshal_of_{s2}.
qstr_You_gained_{reg12}_r You_gained_{reg12}_renown.
qstr_You_lose_{reg12}_ren You_lose_{reg12}_renown.
qstr_Your_relation_with_{ Your_relation_with_{s1}_has_improved.
qstr_Your_relation_with_{s Your_relation_with_{s1}_has_deteriorated.
qstr_Your_relations_with_ Your_relations_with_all_other_factions_change.
qstr_You_gain_Reputation. You_gain_Reputation.
qstr_You_lose_Reputation. You_lose_Reputation.
qstr_Now_player_reputatio Now_player_reputation_is_{reg1}
qstr_{s1}_has_declared_wa {s1}_has_declared_war_against_{s2}.
qstr_{s15}_complies_with_ {s15}_complies_with_its_defensive_pact_with_{s17}_by_attacking_{s16}.
qstr_{s15}_complies_with_i {s15}_complies_with_its_alliance_with_{s17}_by_attacking_{s16}.
qstr_{!}DEbug___{s5}_cara {!}DEbug_-_{s5}_caravan_attacked
qstr_{s1}_and_{s2}_have_m {s1}_and_{s2}_have_made_peace_with_each_other.
qstr_{!}DEBUG____Player_s {!}DEBUG_--_Player's_kingdom_has_had_{reg3}_days_of_peace
qstr_{s2}_{reg3?was:is_cu {s2}_{reg3?was:is_currently}_at_{s3}.
qstr_{s2}_{reg3?was:is}_t {s2}_{reg3?was:is}_travelling_to_{s3}_and_{reg4?she:he}_{reg3?was:should_be}_close_to_{s4}{reg3?:_at_the_moment}.
qstr_{s2}_{reg3?was:is}_i {s2}_{reg3?was:is}_in_the_field_and_{reg4?she:he}_{reg3?was:should_be}_close_to_{s3}{reg3?:_at_the_moment}.
qstr_{s2}_{reg3?was:is}_b {s2}_{reg3?was:is}_being_held_captive_at_{s3}.
qstr_{s2}_{reg3?was:has_b {s2}_{reg3?was:has_been}_taken_captive_by_{reg4?her:his}_enemies.
qstr_{reg3?{s2}_s_locatio {reg3?{s2}'s_location_was_unknown:I_don't_know_where_{s2}_is}.
qstr_{s6}_has_joined_your {s6}_has_joined_your_party.
qstr_{!}DEBUG____{s4}_is_p {!}DEBUG_--_{s4}_is_present_at_the_center_and_is_attending_the_feast
qstr_{!}DEBUG____{s4}_is_pr {!}DEBUG_--_{s4}_is_present_at_the_center_and_is_awaiting_the_player_in_private
qstr_{!}DEBUG____{s4}_is_pre {!}DEBUG_--_{s4}_is_present_at_the_center_and_is_allowed_to_meet_the_player
qstr_{!}DEBUG____{s4}is_p {!}DEBUG_--_{s4}is_present_at_the_center_and_is_not_allowed_to_meet_the_player
qstr_You_now_owe_{reg2}_s You_now_owe_{reg2}_scillingas_to_{s1}.
qstr_{!}DEBUG___Main_part {!}DEBUG_-_Main_party_raw_strength_{reg1},_terrain_code_{reg2},_modified_strength_{reg0}
qstr_{!}_DEBUG___Enemy_pa {!}_DEBUG_-_Enemy_party_raw_strength_{reg1},_terrain_code_{reg2},_modified_strength_{reg0}
qstr_Renown_value_for_thi Renown_value_for_this_battle_is_{reg8}.
qstr_You_have_run_into_a_ You_have_run_into_a_trap!
qstr_You_are_attacked_by_ You_are_attacked_by_a_group_of_bandits!
qstr_Holding Holding
qstr_Following Following
qstr_Charging Charging
qstr_Advancing Advancing
qstr_Falling_Back Falling_Back
qstr_Standing_Closer Standing_Closer
qstr_Spreading_Out Spreading_Out
qstr_Standing Standing
qstr_Free Free
qstr_Any_Weapon Any_Weapon
qstr_Blunt_Weapons Blunt_Weapons
qstr_{!}{reg10} {!}{reg10}
qstr_{!}{reg11} {!}{reg11}
qstr_{!}{reg12} {!}{reg12}
qstr_{!}DEBUG_:_{s1}_is_t {!}DEBUG_:_{s1}_is_trading_with_villagers
qstr_{!}DEBUG____Trade_fr {!}DEBUG_--_Trade_from_{s3}_to_{s4}:_rolled_random_impact_of_{reg4}
qstr_{!}DEBUG____Trade_of {!}DEBUG_--_Trade_of_{s5}_from_{s3}_to_{s4}_brings_price_from_{reg4}_to_{reg5}
qstr_{!}DEBUG___{s4}_factio {!}DEBUG_-_{s4}_faction_changed_by_marriage,_case_1
qstr_{!}DEBUG___{s4}_faction {!}DEBUG_-_{s4}_faction_changed_by_marriage,_case_3
qstr_Your_soldiers_patroll Your_soldiers_patrolling_{s6}_disbanded_because_you_left_the_faction!
qstr_{s1}_Rebels {s1}_Rebels
qstr_{!}DEBUG___{s4}_faction_ {!}DEBUG_-_{s4}_faction_changed_by_marriage,_case_2
qstr_Given_by:_{s62} Given_by:_{s62}
qstr_Given_on:_{s60} Given_on:_{s60}
qstr_You_have_{reg0}_days You_have_{reg0}_days_to_finish_this_quest.
qstr_This_quest_has_been_ This_quest_has_been_concluded._Talk_to_{s59}_to_finish_it.
qstr_This_quest_has_been_s This_quest_has_been_successfully_completed._Talk_to_{s59}_to_claim_your_reward.
qstr_This_quest_has_faile This_quest_has_failed._Talk_to_{s59}_to_explain_the_situation.
qstr_At_the_time_quest_wa At_the_time_quest_was_given:^{s1}
qstr_{!}{s4}_is_in_{s5} {!}{s4}_is_in_{s5}
qstr_{!}DEBUG___{s1}_is_i {!}DEBUG_--{s1}_is_infested_by_bandits.
qstr_{s5}_has_a_strength_ {s5}_has_a_strength_of_{reg1}_men_in_total.
qstr_The_last_time_you_sa The_last_time_you_saw_{reg1?her:him},_{s1}
qstr_The_last_time_you_he The_last_time_you_heard_about_{reg1?her:him},_{s1}
qstr_{s6}_{s7} {s6}_{s7},
qstr_The_following_lords_ The_following_lords_are_held_prisoner_here:_{s6}
qstr_There_are_no_lords_h There_are_no_lords_held_prisoner_here.
qstr_Current_garrison_con Current_garrison_consists_of_{reg5}_men.^Has_food_stock_for_{reg6}_days.
qstr_Very_Poor Very_Poor
qstr_Poor Poor
qstr_Average Average
qstr_Rich Rich
qstr_Very_Rich Very_Rich
qstr_{!}DEBUG_:_Doing_spa {!}DEBUG_:_Doing_spawn_bandit_script
qstr_Manor Manor
qstr_A_manor_lets_you_res A_manor_lets_you_rest_at_the_village_and_pay_your_troops_half_wages_while_you_rest.
qstr_Mill Mill
qstr_A_mill_increases_vil A_mill_increases_village_prosperity_by_5%.
qstr_Watch_Tower Watch_Tower
qstr_A_watch_tower_lets_t A_watch_tower_lets_the_villagers_raise_alarm_earlier._The_time_it_takes_for_enemies_to_loot_the_village_increases_by_25%.
qstr_School School
qstr_A_school_increases_t A_school_increases_the_loyality_of_the_villagers_to_you_by_+1_every_month.
qstr_Messenger_Post Messenger_Post
qstr_A_messenger_post_let A_messenger_post_lets_the_inhabitants_send_you_a_message_whenever_enemies_are_nearby,_even_if_you_are_far_away_from_here.
qstr_Prison_Tower Prison_Tower
qstr_A_prison_tower_reduc A_prison_tower_reduces_the_chance_of_captives_held_here_running_away_successfully.
qstr_Celtic_Christian_Mon Celtic_Christian_Monastery
qstr_Build_it_and_put_it_ Build_it_and_put_it_to_work_for_the_glory_of_the_Christian_God._(Converts_and_keeps_the_populace_devout)
qstr_Forest_of_the_Old_Ce Forest_of_the_Old_Celtic_Gods
qstr_Build_it_in_memory_o Build_it_in_memory_of_your_ancestors_and_the_glory_of_the_Old_Celtic_Gods._(Converts_and_keeps_the_populace_devout)
qstr_Temple_of_god_Woden Temple_of_god_Woden
qstr_Build_it_to_spread_t Build_it_to_spread_the_streng_of_Woden._(Converts_and_keeps_the_populace_devout)
qstr_Christian_Monastery Christian_Monastery
qstr_Christian_Church Christian_Church
qstr_Build_it_for_the_glo Build_it_for_the_glory_of_the_Christian_God._(Converts_and_keeps_the_populace_devout)
qstr_Celtic_Christian_Chu Celtic_Christian_Church
qstr_Temple_of_the_Old_Ce Temple_of_the_Old_Celtic_Gods
qstr_Build_it_and_put_it_t Build_it_and_put_it_to_work_in_memory_of_your_ancestors_and_the_glory_of_The_Old_Celtic_Gods._(Converts_and_keeps_the_populace_devout)
qstr_Shrine_of_Germanic_G Shrine_of_Germanic_Gods.
qstr_Build_it_to_practice Build_it_to_practice_spreading_the_power_of_Woden,_Wecta,_Baeldaeg,_Casere_and_Wihtlaeg._(Converts_and_keeps_the_populace_devout)
qstr_Blacksmith Blacksmith
qstr_Build_it_to_facilita Build_it_to_facilitate_the_manufacture_of_tools_and_weapons._(Add_treasure)
qstr_Merchant_Guild_House Merchant_Guild_House
qstr_Build_it_to_please_t Build_it_to_please_the_merchant_community_and_engage_in_trade_enterprises._(Add_Prosperity)
qstr_Library Library
qstr_Erect_it_to_increase Erect_it_to_increase_and_spread_knowledge_in_your_name._(Add_Renown)
qstr_Prosperity_of_{s2}_h Prosperity_of_{s2}_has_changed_from_{s3}_to_{s4}.
qstr_{!}DEBUG:_Total_pros {!}DEBUG:_Total_prosperity_actual_losses:_{reg11}
qstr_{!}DEBUG:_Total_prosp {!}DEBUG:_Total_prosperity_actual_gains:_{reg12}
qstr_{!}DEBUG:_Prosperity {!}DEBUG:_Prosperity_changes_from_random_bandits:_{reg4}
qstr_{!}DEBUG:_Prosperity_ {!}DEBUG:_Prosperity_changes_from_caravan_trades:_{reg5}
qstr_{!}DEBUG:_Prosperity_c {!}DEBUG:_Prosperity_changes_from_farmer_trades:_{reg9}
qstr_{!}DEBUG:_Prosperity_ch {!}DEBUG:_Prosperity_changes_from_looted_villages:_{reg7}
qstr_{!}DEBUG:_Prosperity_cha {!}DEBUG:_Prosperity_changes_from_sieges:_{reg8}
qstr_{!}DEBUG:_Theoretica {!}DEBUG:_Theoretical_prosperity_changes_from_convergence:_{reg10}
qstr_{s4}_looks_upset. {s4}_looks_upset.
qstr_your_party your_party
qstr_{reg0?One_of_your_pr {reg0?One_of_your_prisoners,_:}{s1}_of_{s3}_has_escaped_from_captivity!
qstr_You_brought_{reg3}_h You_brought_{reg3}_heads_of_cattle_to_{s1}.
qstr_{!}Village_now_has_{ {!}Village_now_has_{reg4}
qstr_I_heard_that_there_w I_heard_that_there_will_be_a_tournament_in_{s62}_soon.
qstr_I_heard_that_one_can I_heard_that_one_can_buy_{s62}_very_cheap_at_{s63}.
qstr_I_heard_that_they_pa I_heard_that_they_pay_a_very_high_price_for_{s62}_at_{s63}.
qstr_I_heard_Brytenwalda_ I_heard_Brytenwalda_Oswald,_son_of_Aethelfrith_of_Bernacia,_came_to_rule_after_spending_a_period_in_exile_with_Dal_Riata.
qstr_A_few_years_ago_King A_few_years_ago,_King_Cadwallon_of_Gwynedd_and_King_Penda_of_Mierce_invaded_Nordhymbralond_and_penetrated_deep_into_the_heart_of_the_old_kingdom_of_Deira._Here_King_Eadwine_has_amassed_his_warriors,_and_he_rides_south_to_meet_them_in_battle._The_two_armies_meet_at_Haedfeldland_and_engage_one_another_in_the_bloodiest_and_most_brutal_battle_of_the_century.
qstr_I_have_heard_the_Pop I_have_heard_the_Pope_of_Rome_sent_missionaries_to_convert_the_Germanic_Saxons!!.
qstr_Penda_son_of_Pybba_i Penda,_son_of_Pybba,_is_king_of_the_Angles,_and_he_is_said_to_be_a_descendant_of_Icel,_with_a_lineage_purportedly_extending_back_to_Woden.
qstr_Cadwallon_ap_Cadfan_ Cadwallon_ap_Cadfan_was_the_Great_King_of_Gwynedd_until_his_death_in_battle._The_son_and_successor_of_Cadfan_ap_Iago,_he_is_best_remembered_as_the_King_of_the_Britons_who_invaded_and_conquered_Bernacia_and_Deira,_defeating_and_killing_its_king,_Eadwine,_prior_to_his_own_death_in_battle_against_Oswald_of_Bernacia,_who_is_Brytenwalda_actually.
qstr_I_hate_bandits_someb I_hate_bandits,_somebody_should_kill_them_all.
qstr_I_would_like_to_know I_would_like_to_know_about_the_Roman_times.
qstr_Many_of_the_nobles_o Many_of_the_nobles_of_Britannia_are_very_impressed_by_young_princess_Hild._She_is_so_beautiful._Too_bad_she_has_religious_leanings!
qstr_A_traveller_told_me_ A_traveller_told_me_the_Franks_are_recruiting_men_for_attacking_the_Visigoths.
qstr_The_Frisians_have_br The_Frisians_have_brought_all_kinds_of_strange_people_with_them._It's_like_the_whole_world_has_come_to_Britannia.
qstr_Conquest_of_Hwicce_K Conquest_of_Hwicce_Kingdom_has_been_the_dream_of_many_Gewissae_kings_ever_since_they_lost_it_to_the_warriors_of_Mierce.
