stringsfile version 1
3761
str_no_string {!}NO_STRING!
str_village_prosperity_100 ^The_village_of_{s60},_surrounded_by_vast,_fertile_fields,_looks_immensely_rich.
str_town_alt_prosperity_0 The_few_wares_sold_in_the_market_are_expensive_to_the_malnourished_common_man_and_his_weakened_livestock._Among_ramshackle_houses,_children_in_rags_are_playing_with_sticks_and_pebbles.
str_town_alt_prosperity_20 Arguments_over_high_prices_are_heard_in_the_marketplace,_where_traders_are_running_out_of_wares._In_the_streets,_children_are_begging_any_passer-by_for_a_little_bread_or_anything_of_worth.
str_town_alt_prosperity_40 Wares_in_the_market_are_of_decent_quality,_and_traders_sometime_bring_luxury_items_for_the_few_wealthy_townspeople._Some_houses_could_use_repair,_while_others_are_in_good_shape.
str_town_alt_prosperity_60 The_market_is_humming_with_activity_as_traders_from_far_and_wide_come_to_do_business_and_leave,_while_some_migrants_stay_to_seek_their_luck.
str_town_alt_prosperity_80 The_thatch_and_shingles_of_roofs_are_well_maintained_throughout_the_town,_and_the_people_are_dressed_in_quality_clothing._Every_day_flocks_of_people_arrive_to_find_work_and_wealth_in_the_blooming_trading_hub.
str_village_alt_prosperity_0 Able-bodied_people_are_scarce,_and_fields_are_overgrown_with_weeds._Many_have_fled_the_settlement,_and_draft_animals_are_eaten_or_dying_at_the_outskirts_of_town,_attracting_wild_animals.
str_village_alt_prosperity_20 A_few_farmers_and_animals_work_in_the_fields,_but_many_have_emigrated_in_search_of_a_better_life._Farms_are_worn_down,_and_weeds_have_taken_over_some_of_the_fields.
str_village_alt_prosperity_40 Fairly_healthy_villagers_and_animals_move_about_the_fields_and_pastures._However,_some_houses_are_in_ill_repair,_and_several_fields_are_left_unsown.
str_village_alt_prosperity_60 The_fields_and_orchards_are_humming_with_activity,_with_filled_sacks_of_grain_and_drying_meat_testifying_to_the_productivity_of_the_village's_cropland_and_pastureland.
str_village_alt_prosperity_80 Fields_and_orchards_are_filled_with_able-bodied,_well-fed_villagers_expanding_the_fields_to_feed_the_many_farm_animals._All_the_while,_laborers_are_flocking_to_work_and_join_the_prosperity.
str_oasis_village_alt_prosperity_0 Fruit_groves_lie_virtually_abandoned,_and_the_few_malnourished_villagers_that_still_remain_seem_worried._The_draft_animals_have_long_since_starved_or_been_eaten.
str_oasis_village_alt_prosperity_20 Few_villagers_can_be_seen_tending_to_the_fruit_groves,_and_in_some_places,_the_forest_is_engulfing_them._Shrubs_and_weeds_invade_all_the_orchards._The_cattle_have_turned_wild,_and_a_few_of_their_carcasses_lie_on_the_outskirts,_their_bones_gnawed_by_wolves.
str_oasis_village_alt_prosperity_40 Men_and_women_work_in_the_orchards_and_cut_back_the_heather_that_invades_the_pasture_areas._The_herds_look_healthy,_but_many_of_the_farms_could_use_some_maintenance.
str_oasis_village_alt_prosperity_60 In_the_groves_and_orchards_roam_the_busy_farmers,_who_happily_greet_each_other_while_trimming_trees,_shearing_sheep_and_milking_the_cows._The_echo_of_the_carpenter’s_building_new_livestock_fences_evokes_the_prosperity_of_the_site.
str_oasis_village_alt_prosperity_80 The_fruit_groves_are_humming_with_activity,_as_farmers_load_up_baskets_of_apples_and_sacks_of_wheat_for_sale_to_the_market._Men_and_women_are_hard_at_work_clearing_the_forest_and_plowing_new_fields_to_create_new_farmland.
str_acres_grain acres_of_grain_fields
str_acres_orchard acres_of_fruit_groves
str_acres_oasis acres_of_orchards
str_looms looms
str_boats boats
str_head_cattle head_of_cattle
str_head_sheep head_of_sheep
str_mills mills
str_kilns kilns
str_pans pans
str_deposits deposits
str_hives hives
str_breweries breweries
str_presses presses
str_smithies smithies
str_caravans overland_caravans
str_traps traps
str_gardens small_gardens
str_tanneries tanning_vats
str_master_miller Foreman_miller
str_master_brewer Foreman_brewer
str_master_presser Foreman_presser
str_master_smith Foreman_smith
str_master_tanner Foreman_tanner
str_master_weaver Foreman_weaver
str_master_dyer Foreman_dyer
str_war_report_minus_4 we_are_about_to_lose_the_war
str_war_report_minus_3 the_situation_looks_bleak
str_war_report_minus_2 things_aren't_going_too_well_for_us
str_war_report_minus_1 we_can_still_win_the_war_if_we_rally
str_war_report_0 we_are_evenly_matched_with_the_enemy
str_war_report_plus_1 we_have_a_fair_chance_of_winning_the_war
str_war_report_plus_2 things_are_going_quite_well
str_war_report_plus_3 we_should_have_no_difficulty_defeating_them
str_war_report_plus_4 we_are_about_to_win_the_war
str_persuasion_summary_very_bad You_try_your_best_to_persuade_{s50},_but_none_of_your_arguments_seems_to_come_out_right._Every_time_you_start_to_make_sense,_you_seem_to_say_something_entirely_wrong_that_puts_you_off_track._By_the_time_you_finish_speaking,_you've_failed_to_form_a_single_coherent_point_in_your_own_favour,_and_you_realise_that_all_you've_done_was_dig_yourself_deeper_into_a_hole._Unsurprisingly,_{s50}_does_not_look_impressed.
str_persuasion_summary_bad You_try_to_persuade_{s50},_but_{reg51?she:he}_outmanoeuvres_you_from_the_very_start._Even_your_best_arguments_sound_hollow_to_your_own_ears._{s50},_likewise,_has_not_formed_a_very_high_opinion_of_what_you_had_to_say.
str_persuasion_summary_average {s50}_turns_out_to_be_a_skilled_speaker_with_a_keen_mind,_and_you_can't_seem_to_bring_forth_anything_concrete_that_{reg51?she:he}_cannot_counter_with_a_rational_point._In_the_end,_neither_of_you_manage_to_gain_any_ground_in_this_discussion.
str_persuasion_summary_good Through_quick_thinking_and_smooth_argumentation,_you_manage_to_state_your_case_well,_forcing_{s50}_to_concede_on_several_points._However,_{reg51?she:he}_still_expresses_doubts_about_your_request.
str_persuasion_summary_very_good You_deliver_an_impassioned_speech_that_echoes_through_all_listening_ears_like_poetry._The_world_itself_seems_to_quiet_down_in_order_to_hear_you_better._The_inspiring_words_have_moved_{s50}_deeply,_and_{reg51?she:he}_looks_much_more_well_disposed_towards_helping_you.
str_secret_sign_1 The_armoire_dances_at_midnight...
str_secret_sign_2 I_am_selling_these_fine_tapestries_from_Constantinople._Would_you_like_to_buy_some?
str_secret_sign_3 The_friend_of_a_friend_sent_me...
str_secret_sign_4 The_wind_blows_hard_from_the_east_and_the_river_runs_red...
str_countersign_1 But_does_he_dance_for_the_dresser_or_the_candlestick?
str_countersign_2 Yes_I_would,_do_you_have_any_in_blue?
str_countersign_3 But,_my_friend,_your_friend's_friend_will_never_have_a_friend_like_me.
str_countersign_4 Have_you_been_sick?
str_name_1 Aelle
str_name_2 Alduini
str_name_3 Berdun
str_name_4 Caedmon
str_name_5 Cearl
str_name_6 Coenred
str_name_7 Eadbald
str_name_8 Arthfael
str_name_9 Eafa
str_name_10 Earpwald
str_name_11 Hengist
str_name_12 Horsa
str_name_13 Osred
str_name_14 Thrydwulf
str_name_15 Wictred
str_name_16 Wuffa
str_name_17 Cyny
str_name_18 Cunedog
str_name_19 Idnerth
str_name_20 Dyfrig
str_name_21 Treni
str_name_22 Cadfan
str_name_23 Cadwgon
str_name_24 Rhiwallon
str_name_25 Hywel
str_surname_1 {s50}_of_Lundenwic
str_surname_2 {s50}_of_Dorce_Ceaster
str_surname_3 {s50}_of_Bebbanburh
str_surname_4 {s50}_of_Caer_Wenddoleu
str_surname_5 {s50}_of_Emain_Macha
str_surname_6 {s50}_of_Cirren_Ceaster
str_surname_7 {s50}_of_Din_Draithou
str_surname_8 {s50}_of_Licidfelth
str_surname_9 {s50}_of_Caer_Lloyw
str_surname_10 {s50}_of_Colne_Ceaster
str_surname_11 {s50}_of_Din_Erth
str_surname_12 {s50}_of_Norwic
str_surname_13 {s50}_of_Caer_Riderch
str_surname_14 {s50}_of_Duin_Ollaigh
str_surname_15 {s50}_of_Denisesburna
str_surname_16 {s50}_of_Dun_Buicead
str_surname_17 {s50}_of_Swanawic
str_surname_18 {s50}_of_Wodetun
str_surname_19 {s50}_of_Badun
str_surname_20 {s50}_of_Leim_an_Eich
str_surname_21 {s50}_the_Long
str_surname_22 {s50}_the_Gaunt
str_surname_23 {s50}_Silky-Beard
str_surname_24 {s50}_the_Sparrow
str_surname_25 {s50}_the_Pauper
str_surname_26 {s50}_the_Scarred
str_surname_27 {s50}_the_Fair
str_surname_28 {s50}_the_Grim
str_surname_29 {s50}_the_Red
str_surname_30 {s50}_the_Black
str_surname_31 {s50}_the_Tall
str_surname_32 {s50}_Star-Eyed
str_surname_33 {s50}_the_Fearless
str_surname_34 {s50}_the_Valorous
str_surname_35 {s50}_the_Cunning
str_surname_36 {s50}_the_Coward
str_surname_37 {s50}_the_Bright
str_surname_38 {s50}_the_Quick
str_surname_39 {s50}_the_Minstrel
str_surname_40 {s50}_the_Bold
str_surname_41 {s50}_Hot-Head
str_surnames_end surnames_end
str_number_of_troops_killed_reg1 Number_of_troops_killed:_{reg1}
str_number_of_troops_wounded_reg1 Number_of_troops_wounded:_{reg1}
str_number_of_own_troops_killed_reg1 Number_of_friendly_troops_killed:_{reg1}
str_number_of_own_troops_wounded_reg1 Number_of_friendly_troops_wounded:_{reg1}
str_retreat Retreat!
str_siege_continues Fighting_Continues...
str_casualty_display Your_casualties:_{s10}^Enemy_casualties:_{s11}{s12}
str_casualty_display_hp ^You_were_wounded_for_{reg1}_hit_points.
str_quest_log_updated Quest_log_has_been_updated...
str_banner_selection_text You_have_been_awarded_the_right_to_carry_a_banner._Your_banner_will_signify_your_status_and_bring_you_honour._Which_banner_do_you_want_to_choose?
str_retirement_text_1 Only_too_late_do_you_realise_that_your_money_won't_last._It_doesn't_take_you_long_to_fritter_away_what_little_you_bothered_to_save,_and_you_fare_poorly_in_several_desperate_attempts_to_start_adventuring_again._You_end_up_a_beggar_in_{s9},_living_on_alms_and_the_charity_of_the_church.
str_retirement_text_2 Only_too_late_do_you_realise_that_your_money_won't_last._It_doesn't_take_you_long_to_fritter_away_what_little_you_bothered_to_save._Once_every_pening_has_evaporated_in_your_hands_you_are_forced_to_start_a_life_of_crime_in_the_back_streets_of_{s9},_using_your_skills_to_eke_out_a_living_robbing_coppers_from_women_and_poor_townsmen.
str_retirement_text_3 Only_too_late_do_you_realise_that_your_money_won't_last._It_doesn't_take_you_long_to_fritter_away_what_little_you_bothered_to_save,_and_you_end_up_a_penniless_drifter,_going_from_tavern_to_tavern_blagging_drinks_from_indulgent_patrons_by_regaling_them_with_war_stories_that_no_one_ever_believes.
str_retirement_text_4 The_silver_you've_saved_doesn't_last_long,_but_you_manage_to_put_together_enough_to_buy_some_land_near_the_village_of_{s7}._There_you_become_a_free_farmer,_and_you_soon_begin_to_attract_potential_{reg59?husbands:wives}._In_time,_the_villagers_come_to_treat_you_as_their_local_hero._You_always_receive_a_place_of_honour_at_feasts,_and_your_exploits_are_told_and_retold_in_the_pubs_and_taverns_so_that_the_children_may_keep_a_memory_of_you_forever_and_ever.
str_retirement_text_5 The_silver_you've_saved_doesn't_last_long,_but_it's_enough_to_buy_a_small_tavern_in_{s9}._Although_the_locals_are_wary_of_you_at_first,_they_soon_accept_you_into_their_midst._In_time,_your_growing_tavern_becomes_a_popular_feast_hall_and_meeting_place._People_come_for_miles_to_eat_or_stay_there_due_to_your_sheer_renown_and_the_epic_stories_you_tell_of_your_adventuring_days.
str_retirement_text_6 You've_saved_wisely_throughout_your_career,_and_now_your_silver_and_your_intelligence_allows_you_to_make_some_excellent_investments_to_cement_your_future._After_buying_several_shops_and_warehouses_in_{s9},_your_shrewdness_turns_you_into_one_of_the_most_prominent_merchants_in_town,_and_you_soon_become_a_wealthy_{reg59?woman:man}_known_as_much_for_your_trading_empire_as_your_exploits_in_battle.
str_retirement_text_7 As_a_landed_noble,_however_minor,_your_future_is_all_but_assured._You_settle_in_your_holdfast_at_{s7},_administrating_the_village_and_fields,_adjudicating_the_local_courts_and_fulfilling_your_obligations_to_your_liege_lord._Occasionally_your_liege_calls_you_to_muster_and_command_in_his_campaigns,_but_these_stints_are_brief,_and_you_never_truly_return_to_the_adventuring_of_your_younger_days._You_have_already_made_your_fortune._With_your_own_hall_and_holdings,_you've_few_wants_that_your_personal_wealth_and_the_income_of_your_lands_cannot_afford_you.
str_retirement_text_8 There_is_no_question_that_you've_done_very_well_for_yourself._Your_extensive_holdings_and_adventuring_wealth_are_enough_to_guarantee_you_a_rich_and_easy_life_for_the_rest_of_your_days._Retiring_to_your_noble_seat_in_{s8},_you_exchange_adventure_for_politics,_and_you_soon_establish_yourself_as_a_considerable_power_in_your_liege_lord's_kingdom._With_intrigue_to_busy_yourself_with,_your_own_forests_to_hunt,_a_hall_to_feast_in_and_a_hundred_fine_war_stories_to_tell,_you_have_little_trouble_making_the_best_of_the_years_that_follow.
str_retirement_text_9 As_a_reward_for_your_competent_and_loyal_service,_your_liege_lord_decrees_that_you_be_given_a_hereditary_title,_joining_the_major_nobility_of_the_realm._Soon_you_complete_your_investiture_as_lord_of_{s7},_and_you_become_one_of_your_liege's_close_advisors_and_adjutants._Your_renown_garners_you_much_subtle_pull_and_influence_as_well_as_overt_political_power._Now_you_spend_your_days_playing_the_games_of_power,_administering_your_great_fiefs,_and_recounting_the_old_times_of_adventure_and_glory.
str_retirement_text_10 Though_you_started_from_humble_beginnings,_your_liege_lord_holds_you_in_high_esteem,_and_a_ripple_of_shock_passes_through_the_realm_when_he_names_you_to_the_hereditary_title_of_{reg59?ducessa:dux}_of_{s9}._Vast_fiefs_and_fortunes_are_now_yours_to_rule._You_quickly_become_your_liege's_most_trusted_advisor,_almost_his_equal._You_are_charged_with_much_of_the_running_of_his_realm,_and_you_sit_upon_a_throne_in_your_own_splendourous_palace_as_one_of_the_most_powerful_figures_in_Britannia_and_Hibernia.
str_loot_village attack_innocent_people
str_steal_from_villagers steal_from_poor_people
str_rob_caravan rob_a_merchant_caravan
str_sell_slavery sell_people_into_slavery
str_men_hungry run_out_of_food
str_men_unpaid not_be_able_to_pay_the_men
str_excessive_casualties turn_every_battle_into_a_bloodbath_for_our_side
str_surrender surrender_to_the_enemy
str_flee_battle run_from_battle
str_pay_bandits pay_off_common_bandits
str_fail_quest fail_a_quest_that_we_undertook_on_word_of_honour
str_treason_one honour
str_missed_npc fail.
str_squander_money squander_money_given_to_us_in_trust
str_murder_merchant involve_ourselves_in_cold-blooded_murder
str_round_up_serfs round_up_serfs_on_behalf_of_some_noble
str_battle_fate_1 We_were_separated_in_the_heat_of_battle
str_battle_fate_2 I_was_wounded_and_left_for_dead
str_battle_fate_3 I_was_knocked_senseless_by_the_enemy
str_battle_fate_4 I_was_taken_and_held_for_ransom
str_battle_fate_5 I_got_captured,_but_later_managed_to_escape
str_npc_morale_report I'm_{s6}_your_choice_of_companions,_{s7}_your_style_of_leadership,_and_{s8}_the_general_state_of_affairs.
str_happy happy_with
str_content content_with
str_concerned concerned_about
str_not_happy not_at_all_happy_with
str_miserable downright_appalled_at
str_morale_reg1 _Morale:_{reg1}
str_bar_enthusiastic ___________________Enthusiastic
str_bar_content ______________Content
str_bar_weary __________Weary
str_bar_disgruntled _____Disgruntled
str_bar_miserable __Miserable
str_here_plus_space here_
str_npc1_intro Salve,_Warlord._My_name_is_Caio._My_father_sent_me.
str_npc2_intro Heill!_My_name_is_Egil.
str_npc3_intro {reg59?Who_sent_you?_I'll_never_go_back!:Do_not_come_close_to_me._I_am_tired_of_being_abused_by_every_person_that_crosses_my_path!}
str_npc4_intro Yes?
str_npc5_intro Hello,_traveler._Would_you_join_me_for_a_drink?
str_npc6_intro I_have_things_to_tell_you._Listen_carefully.
str_npc7_intro Yes?_Keep_your_distance,_by_the_way.
str_npc8_intro What_do_you_want?
str_npc9_intro You_there,_good_{reg59?woman:man}._Be_so_kind_as_to_fetch_me_another_drink,_eh?
str_npc10_intro God_thee_mid_sie,_{reg59?madame:sir}!_Here's_to_the_doom_and_downfall_of_all_Welsh!
str_npc11_intro Heill,_{reg59?my_pretty:handsome}._I've_been_watching_you_a_while.
str_npc12_intro Heill,_{reg59?madame:sir}._Nice_to_meet_you.
str_npc13_intro Yes?_What_do_you_need?
str_npc14_intro Hail,_traveller._I_am_Ailchu,_a_Gael_warrior._No_doubt_you've_heard_of_me.
str_npc15_intro Yeia_sou!_Yeia_sou!_To_your_health,_{reg59?madame:sir}._My_name_is_Agathinos._Are_you_by_any_chance_heading_out_of_this_place_any_time_soon?
str_npc16_intro Ah..._you..._I...
str_npc1_intro_response_1 Yes,_I_know._Tell_me_about_yourself.
str_npc2_intro_response_1 Speak,_Egil.
str_npc3_intro_response_1 Calm_down._I_intend_you_no_harm._Why_are_you_so_afraid?
str_npc4_intro_response_1 You're_not_very_talkative,_are_you?
str_npc5_intro_response_1 Certainly._With_whom_do_I_have_the_pleasure_of_drinking?
str_npc6_intro_response_1 Continue,_friend.
str_npc7_intro_response_1 My_apologies._I_was_merely_going_to_say_that_you_look_a_bit_down_on_your_luck.
str_npc8_intro_response_1 Merely_to_pass_the_time_of_day,_foreigner,_if_you're_not_otherwise_engaged.
str_npc9_intro_response_1 You_must_have_me_confused_with_another_person,_sir.
str_npc10_intro_response_1 Why_do_you_say_that,_man?
str_npc11_intro_response_1 Who_are_you,_and_why_are_you_watching_me?
str_npc12_intro_response_1 So_nice_to_meet_you.
str_npc13_intro_response_1 To_pass_the_time_of_day_with_a_fellow_traveler,_if_you_permit.
str_npc14_intro_response_1 Um..._I_don't_think_so.
str_npc15_intro_response_1 I_am._What_concern_is_it_of_yours,_may_I_ask?
str_npc16_intro_response_1 Are_you_tongue-tied?
str_npc1_intro_response_2 Yes,_I_know_that_he_wants_you_to_join_me,_but_I_do_not_need_you._Farewell.
str_npc2_intro_response_2 I_have_better_things_to_do.
str_npc3_intro_response_2 Run_along_now,_girl._I_have_real_work_to_do_--_not_whatever_it_is_you_fear_I'll_do.
str_npc4_intro_response_2 No.
str_npc5_intro_response_2 I_have_no_time_for_that.
str_npc6_intro_response_2 I_have_better_things_to_do.
str_npc7_intro_response_2 Right._I'll_not_bother_you,_then.
str_npc8_intro_response_2 Nothing_at_all,_from_one_so_clearly_disinclined_to_pleasantries._Good_day_to_you.
