str_yes|是 
str_surname_20|林 安 艾 克 的 {s50}
str_surname_21|高 個 的 {s50}
str_surname_22|瘦 弱 的 {s50}
str_surname_23|滑 胡 子 {s50}
str_surname_24|精 瘦 的 {s50}
str_surname_25|貧 窮 的 {s50}
str_surname_26|丑 陋 的 {s50}
str_surname_27|誠 實 的 {s50}
str_surname_28|可 怕 的 {s50}
str_surname_29|激 進 的 {s50}
str_surname_30|陰 險 的 {s50}
str_surname_31|矮 個 的 {s50}
str_surname_32|單 純 的 {s50}
str_surname_33|無 畏 的 {s50}
str_surname_34|勇 敢 的 {s50}
str_surname_35|小 心 的 {s50}
str_surname_36|膽 小 的 {s50}
str_surname_37|發 亮 的 {s50}
str_surname_38|性 急 的 {s50}
str_surname_39|機 智 的 {s50}
str_surname_40|冒 失 的 {s50}
str_surname_41|沖 動 的 {s50}
str_surnames_end|surnames end
str_number_of_troops_killed_reg1|殺 敵 數 ： {reg1}
str_number_of_troops_wounded_reg1|傷 敵 數 ： {reg1}
str_number_of_own_troops_killed_reg1|我 方 陣 亡 ： {reg1}
str_number_of_own_troops_wounded_reg1|我 方 受 傷 ： {reg1}
str_retreat|撤 退 ！ 
str_siege_continues|繼 續 戰 斗 ……
str_casualty_display|我 方 傷 亡 ： {s10}^ 敵 方 傷 亡 ： {s11}^{s12}
str_casualty_display_hp|你 受 到 {reg1}點 傷 害 。 
str_quest_log_updated|任 務 日 志 更 新 ……
str_banner_selection_text|你 被 授 予 攜 帶 旗 幟 的 權 利 。 旗 幟 是 身 份 與 榮 耀 的 象 征 。 你 想 選 擇 哪 種 旗 幟 ？ 
str_retirement_text_1|當 你 意 識 到 你 將 入 不 敷 出 的 時 候 已 經 晚 了 。 即 使 精 打 細 算 你 也 很 快 花 光 了 身 上 所 有 的 錢 ， 而 你 在 窘 困 中 進 行 了 幾 次 令 人 絕 望 的 努 力 企 圖 重 新 開 始 自 己 的 冒 險 。 最 後 你 在 {s9}城 裡 當 了 個 乞 丐 ， 靠 接 濟 和 教 堂 的 施 捨 過 活 。 
str_retirement_text_2|當 你 意 識 到 你 將 入 不 敷 出 的 時 候 已 經 晚 了 。 即 使 精 打 細 算 你 也 很 快 花 光 了 身 上 所 有 的 錢 。 當 你 的 錢 很 快 地 在 你 的 手 中 消 失 你 被 迫 開 始 了 在 {s9}城 的 後 街 小 巷 裡 的 犯 罪 生 涯 ， 用 你 的 那 點 能 耐 靠 打 劫 婦 女 以 及 貧 窮 的 市 民 勉 強 維 持 生 活 。 
str_retirement_text_3|當 你 意 識 到 你 將 入 不 敷 出 的 時 候 已 經 晚 了 。 即 使 精 打 細 算 你 也 很 快 花 光 了 身 上 所 有 的 錢 ， 最 後 作 為 一 個 身 無 分 文 的 流 浪 者 ， 從 一 個 酒 館 漂 流 到 另 一 個 酒 館 ， 靠 講 些 沒 人 相 信 的 戰 爭 故 事 來 討 口 酒 喝 。 
str_retirement_text_4|你 存 下 來 的 錢 並 不 能 維 持 多 久 ， 但 是 你 想 辦 法 湊 了 足 夠 的 錢 在 {s7}村 莊 的 附 近 買 了 一 小 片 地 。 當 上 了 自 由 農 。 很 快 你 就 吸 引 了 未 來 的 {reg59?丈 夫 :妻 子 } 。 現 在 你 就 成 了 當 地 的 英 雄 。 你 時 常 在 宴 會 上 得 到 人 們 的 尊 重 ， 而 你 的 冒 險 經 歷 在 酒 館 和 客 棧 一 遍 又 一 遍 地 被 人 們 口 口 相 傳 ， 所 以 孩 子 們 將 永 遠 記 得 你 的 事 跡 。 
str_retirement_text_5|你 存 下 來 的 錢 並 不 能 維 持 多 久 ， 不 過 還 是 夠 用 來 在 {s9}城 買 個 小 酒 館 。 盡 管 當 地 人 一 開 始 對 你 有 所 提 防 ， 他 們 很 快 就 接 受 容 納 了 你 。 現 在 你 讓 酒 館 成 了 一 個 受 歡 迎 的 宴 會 和 見 面 場 所 。 人 們 從 數 英 裡 以 外 趕 來 吃 飯 和 留 宿 ， 因 為 他 們 都 被 你 絕 對 的 聲 望 和 你 所 說 的 那 些 冒 險 歲 月 裡 眼 花 繚 亂 的 故 事 迷 住 了 。 
str_retirement_text_6|你 在 你 的 冒 險 生 涯 中 精 明 地 存 下 錢 來 ， 而 現 在 你 的 銀 子 和 你 的 聰 明 才 智 讓 你 進 行 了 一 些 極 好 的 投 資 來 鞏 固 你 的 未 來 。 收 購 了 {s9}城 的 幾 個 鋪 子 和 倉 庫 之 後 ， 你 的 機 智 讓 你 成 為 城 裡 最 為 卓 越 的 商 人 之 一 ， 並 且 你 很 快 成 為 一 個 富 有 的 人 ， 你 的 貿 易 帝 國 就 像 你 的 戰 爭 事 跡 一 樣 聞 名 。 
str_retirement_text_7|作 為 一 個 有 封 地 的 貴 族 ， 不 管 封 地 有 多 小 ， 你 的 未 來 也 差 不 多 可 以 確 定 了 。 你 遷 入 了 你 的 領 地 {s7} ， 主 宰 著 村 莊 和 農 田 ， 支 配 著 地 方 法 院 並 且 向 你 的 君 主 履 行 著 你 的 義 務 。 有 時 候 你 的 君 主 召 集 你 並 且 在 他 的 戰 役 中 聽 命 ， 但 是 這 些 日 常 工 作 還 是 簡 單 的 ， 而 你 再 也 沒 有 真 正 回 到 你 年 輕 時 候 的 冒 險 經 歷 。 你 已 經 置 下 大 筆 財 富 。 因 為 擁 有 自 己 的 領 主 大 廳 和 領 地 ， 除 了 你 健 康 的 體 魄 和 自 己 的 領 地 所 能 給 予 給 你 的 以 外 ， 你 也 沒 有 別 的 奢 求 了 。 
str_retirement_text_8|毫 無 疑 問 ， 你 為 你 自 己 做 的 非 常 好 。 你 廣 闊 的 領 地 和 積 累 的 財 富 足 夠 保 證 你 在 余 下 的 日 子 裡 過 著 富 足 而 省 心 的 生 活 。 退 休 在 你 的 封 地 {s8} ， 你 改 變 你 的 冒 險 生 涯 而 轉 向 政 治 ， 很 快 你 就 在 你 君 主 的 王 國 裡 面 建 立 了 自 己 相 當 可 觀 的 權 威 。 隨 著 自 己 的 興 趣 愛 好 忙 碌 ， 在 自 己 的 林 地 裡 打 獵 ， 在 領 主 大 廳 裡 大 擺 宴 席 ， 以 及 吹 噓 著 上 百 個 耐 聽 的 戰 爭 事 跡 ， 你 無 憂 無 慮 地 讓 剩 余 的 每 一 年 都 過 的 有 滋 有 味 。 
str_retirement_text_9|作 為 你 得 力 和 忠 心 服 務 的 回 報 ， 你 的 君 主 宣 布 你 被 授 予 一 個 世 襲 的 頭 銜 ， 加 入 了 士 族 最 顯 赫 的 貴 族 圈 。 很 快 你 完 成 了 作 為 {s7}男 爵 的 授 勳 儀 式 ， 並 且 你 成 為 了 你 君 主 的 近 臣 和 副 手 之 一 。 你 蘊 藏 的 聲 望 給 予 了 你 很 多 無 形 的 影 響 力 進 而 成 為 你 公 開 的 政 治 能 力 。 現 在 你 在 權 力 游 戲 之 中 消 磨 時 光 ， 管 理 著 你 巨 大 的 封 地 ， 並 且 敘 述 著 當 年 的 冒 險 與 光 榮 。 
str_retirement_text_10|盡 管 你 出 身 卑 微 ， 你 的 君 主 卻 對 你 尊 重 有 加 ， 當 他 賜 予 你 {s9}城 的 {reg59?女 伯 爵 :伯 爵 } 世 襲 頭 銜 的 時 候 在 當 地 士 族 中 引 起 了 軒 然 大 波 。 巨 大 的 封 地 和 財 富 現 在 供 你 支 配 。 你 很 快 成 為 了 你 的 君 主 最 信 任 的 謀 臣 ， 幾 乎 和 他 平 起 平 坐 並 且 處 理 他 領 土 的 大 部 分 事 務 ， 而 且 作 為 不 列 顛 及 愛 爾 蘭 大 陸 最 有 權 勢 的 角 色 你 在 你 那 光 彩 奪 目 的 宮 殿 裡 安 放 了 一 個 與 之 相 配 的 王 座 。 
str_loot_village|攻 擊 無 辜 的 人 們 
str_steal_from_villagers|從 貧 民 那 偷 竊 財 物 。 
str_rob_caravan|搶 奪 商 隊 
str_sell_slavery|買 賣 人 口 
str_men_hungry|部 隊 缺 少 食 物 
str_men_unpaid|不 夠 支 付 薪 水 給 部 隊 
str_excessive_casualties|讓 每 場 戰 斗 在 我 方 來 說 只 是 用 敵 人 鮮 血 洗 澡 
str_surrender|投 降 
str_flee_battle|逃 跑 
str_pay_bandits|繳 過 路 費 
str_fail_quest|一 個 以 榮 譽 擔 保 的 任 務 失 敗 了 
str_treason_one|榮 譽 
str_missed_npc|失 敗 
str_squander_money|托 管 的 錢 被 浪 費 了 
str_murder_merchant|我 們 將 自 己 陷 於 冷 血 的 謀 殺 
str_round_up_serfs|代 表 貴 族 圍 捕 奴 隸 
str_battle_fate_1|戰 斗 最 激 烈 的 時 刻 我 們 分 散 了 
str_battle_fate_2|我 受 了 重 傷 ， 躺 著 等 死 
str_battle_fate_3|我 被 擊 昏 了 
str_battle_fate_4|我 被 俘 虜 並 懸 出 贖 金 
str_battle_fate_5|我 被 俘 虜 ， 不 久 找 了 個 機 會 逃 跑 了 
str_npc_morale_report|我 {s6} 你 選 擇 的 同 伴 ， {s7} 你 的 領 導 風 格 ， 和 {s8} 整 體 情 況 。 
str_happy|喜 歡 
str_content|滿 足 於 
str_concerned|關 心 
str_not_happy|一 點 都 不 喜 歡 
str_miserable|特 別 害 怕 
str_morale_reg1|士 氣 ： {reg1}
str_bar_enthusiastic|熱 情 
str_bar_content|滿 足 
str_bar_weary|厭 倦 
str_bar_disgruntled|不 滿 
str_bar_miserable|害 怕 
str_here_plus_space|這 裡 
str_npc1_intro|日 安 ， 閣 下 。 我 叫 卡 約 ， 我 父 親 送 我 出 外 。 
str_npc2_intro|嗨 ！ 我 的 名 字 是 埃 吉 爾 。 
str_npc3_intro|{reg59?誰 派 你 來 的 ？ 我 不 會 再 回 去 的 ！ :不 要 跟 著 我 ， 我 受 夠 了 在 我 過 去 的 日 子 一 直 壓 搾 我 的 人 。}
str_npc4_intro|是 的 ？ 
str_npc5_intro|你 好 ， 朋 友 。 願 意 跟 我 喝 杯 酒 嗎 ？ 
str_npc6_intro|我 有 些 事 情 要 和 你 說 ， 認 真 聽 好 。 
str_npc7_intro|嗯 ， 怎 麼 了 ？ 順 便 說 下 ， 離 我 遠 點 。 
str_npc8_intro|你 想 要 什 麼 ？ 
str_npc9_intro|你 在 這 兒 ， 好 心 的 {reg59?小 姐 :先 生 } 。 能 好 心 的 請 我 喝 杯 酒 麼 ？ 
str_npc10_intro|願 神 給 予 您 仁 慈 ， {reg59?夫 人 :先 生 } ！ 我 是 厄 運 纏 身 的 威 爾 士 人 。 
str_npc11_intro|嗨 ， {reg59?美 女 :帥 哥 } 。 我 已 經 看 你 好 一 會 了 。 
str_npc12_intro|嗨 ， {reg59?女 士 :先 生 } 。 很 高 興 認 識 你 。 
str_npc13_intro|是 的 ， 你 想 要 什 麼 ？ 
str_npc14_intro|你 好 ， 旅 行 者 。 我 是 艾 爾 楚 ， 一 個 戈 伊 德 爾 族 戰 士 。 毫 無 疑 問 你 肯 定 聽 過 我 。 
str_npc15_intro|（ 歡 呼 聲） ！ 嗨 ， {reg59?夫 人 :先 生 } 。 我 是 阿 格 霍 斯 。 你 碰 巧 很 快 離 開 這 個 地 方 嗎 ？ 
str_npc16_intro|嗯 … 你 … 我 … 
str_npc1_intro_response_1|是 的 ， 我 知 道 ， 你 說 吧 。 
str_npc2_intro_response_1|說 吧 ， 埃 吉 爾 。 
str_npc3_intro_response_1|冷 靜 下 來 ， 我 不 會 傷 害 你 ， 為 什 麼 你 這 麼 害 怕 。 
str_npc4_intro_response_1|你 不 是 很 健 談 ， 是 麼 ？ 
str_npc5_intro_response_1|這 是 當 然 。 跟 誰 一 起 喝 酒 更 有 感 覺 ？ 
str_npc6_intro_response_1|繼 續 ， 朋 友 ？ 
str_npc7_intro_response_1|我 很 抱 歉 ， 我 只 是 想 說 你 只 是 運 氣 差 了 點 。 
str_npc8_intro_response_1|僅 僅 一 會 的 時 間 ， 外 國 人 ， 如 果 你 不 急 的 話 。 
str_npc9_intro_response_1|你 讓 我 不 得 不 拒 絕 另 一 個 人 。 
str_npc10_intro_response_1|你 為 什 麼 這 麼 說 ， 嗯 ？ 
str_npc11_intro_response_1|你 是 誰 ， 為 啥 盯 著 我 ？ 
str_npc12_intro_response_1|很 高 興 認 識 你 ！ 
str_npc13_intro_response_1|如 果 你 願 意 ， 我 樂 意 再 多 個 旅 伴 。 
str_npc14_intro_response_1|嗯 。 。 。 我 不 這 樣 認 為 。 
str_npc15_intro_response_1|我 是 ， 你 在 擔 憂 什 麼 ， 不 介 意 告 訴 我 吧 ？ 
str_npc16_intro_response_1|你 是 結 巴 麼 ？ 
str_npc1_intro_response_2|是 的 ， 我 知 道 他 想 要 你 和 我 一 起 ， 但 我 不 需 要 你 。 再 見 。 
str_npc2_intro_response_2|我 有 更 重 要 的 事 情 要 做 。 
str_npc3_intro_response_2|走 開 ， 小 姑 娘 ， 我 還 有 活 要 干 ， 我 不 想 做 一 些 讓 你 害 怕 的 事 情 。 
str_npc4_intro_response_2|不 。 
str_npc5_intro_response_2|我 沒 時 間 干 那 個 。 
str_npc6_intro_response_2|我 還 有 更 好 的 事 情 去 干 。 
str_npc7_intro_response_2|好 吧 ， 我 再 也 不 會 麻 煩 你 了 。 
str_npc8_intro_response_2|沒 事 ， 我 只 是 沒 心 情 開 玩 笑 。 祝 你 好 運 ！ 
str_npc9_intro_response_2|你 自 己 喝 去 吧 。 
str_npc10_intro_response_2|真 是 一 堆 傲 慢 的 話 ， 我 不 想 聽 ， 還 是 祝 你 好 運 吧 。 
str_npc11_intro_response_2|不 ， 我 沒 時 間 聽 你 廢 話 。 
str_npc12_intro_response_2|對 不 起 ， 我 還 有 些 要 緊 事 得 先 處 理 。 
str_npc13_intro_response_2|沒 什 麼 ， 我 道 歉 。 
str_npc14_intro_response_2|不 ， 我 不 想 說 我 願 意 認 識 你 。 
str_npc15_intro_response_2|如 果 你 少 管 閒 事 ， 我 會 感 激 不 盡 的 ， 先 生 。 
str_npc16_intro_response_2|我 要 走 了 ， 等 你 學 會 說 話 的 時 候 ， 我 們 再 談 吧 。 
str_npc1_backstory_a|閣 下 ， 我 是 老 羅 馬 人 的 兒 子 ， 你 知 道 我 的 家 族 在 這 裡 是 個 傳 奇 。 我 們 保 留 了 我 們 祖 先 的 傳 統 — — 守 衛 哈 德 良 長 城 。 
str_npc2_backstory_a|只 要 一 會 ， {reg59?夫 人 :先 生 } 。 請 聽 我 的 故 事 。 我 對 你 很 重 要 。 
str_npc3_backstory_a|我 … 對 不 起 。 但 是 ， 求 你 了 ， 原 諒 我 ， 自 從 我 成 為 肯 尼 莫 的 雅 爾 家 族 中 的 女 僕 ， 我 一 直 生 活 在 地 獄 中 。 
str_npc4_backstory_a|我 是 一 個 行 動 派 的 人 。 如 果 你 想 要 一 個 多 話 的 男 人 ， 去 找 一 個 牧 師 。 
str_npc5_backstory_a|我 是 來 自 博 斯 維 的 摩 根 。 我 現 在 被 從 家 鄉 流 放 出 來 了 … 
str_npc6_backstory_a|{reg59?女 士 :先 生 } ， 我 本 該 死 的 ， 但 是 現 在 我 還 活 著 ， 那 些 本 應 活 著 的 人 卻 死 了 。 回 想 起 那 艘 把 我 帶 到 北 方 的 船 ， 沃 登 裡 克 號 ， 那 是 我 的 家 ， 我 的 家 人 也 在 船 上 。 所 以 當 維 京 人 攻 來 時 ， 我 拿 起 了 我 的 劍 ， 我 的 盾 ， 誓 死 保 衛 我 的 家 人 。 ^^坎 塔 布 裡 亞 人 都 是 基 督 徒 ， 但 是 我 們 中 的 一 些 人 仍 然 記 得 那 些 古 老 的 眾 神 。 特 別 是 艾 露 丁 ， 在 戰 斗 中 指 引 我 們 ， 而 每 當 我 揮 起 手 中 劍 時 ， 我 也 會 吶 喊 他 的 名 字 。 
str_npc7_backstory_a|我 幸 運 ？ 你 可 以 那 樣 說 。 
str_npc8_backstory_a|啊 。 好 的 ， 如 果 你 一 定 要 知 道 ， 我 會 告 訴 你 的 。 周 圍 沒 有 多 少 人 會 聽 雷 因 哈 德 的 。
str_npc9_backstory_a|致 上 我 最 卑 微 的 歉 意 。 有 時 要 在 這 昏 暗 又 充 滿 煙 塵 的 地 方 認 出 一 個 人 還 真 不 容 易 。 我 到 現 在 都 不 能 相 信 自 己 竟 然 在 這 樣 一 個 地 方 安 家 落 戶 。 
str_npc10_backstory_a|這 是 個 很 長 的 故 事 ， 但 是 你 能 喝 一 杯 的 話 ， 我 將 很 願 意 談 談 它 。 
str_npc11_backstory_a|冷 靜 ， {reg59?我 的 美 人 :帥 哥 } 。 心 懷 感 激 是 明 智 的 ， 請 允 許 我 自 我 介 紹 。 我 的 名 字 是 蘇 維 格· 奧 拉 夫 杜 緹 。 我 不 只 是 一 個 女 人 ， 我 也 是 一 個 吟 游 詩 人 。 
str_npc12_backstory_a|既 然 我 們 的 道 路 交 叉 在 一 起 了 ， 我 想 現 在 是 時 候 正 式 的 自 我 介 紹 了 。 我 是 來 自 奧 丁 斯 弗 的 阿 斯 比 恩 ， 我 是 一 個 大 夫 ， 一 個 在 法 蘭 克 浪 費 了 些 許 時 日 的 單 純 醫 生 ， 幾 個 月 前 才 回 到 丹 麥 。 
str_npc13_backstory_a|很 好 ， 我 不 介 意 ， 我 叫 海 爾 吉 ， 丹 麥 人 和 奴 隸 的 殺 手 。 
str_npc14_backstory_a|你 不 知 道 ？ 那 麼 或 許 你 聽 說 過 我 的 戰 馬 ， 像 一 束 月 光 一 樣 橫 穿 原 野 ？ 或 者 我 的 劍 ， 染 過 高 貴 的 海 伯 利 亞 王 子 之 血 的 寶 劍 ？ 
str_npc15_backstory_a|讓 我 介 紹 下 自 己 。 我 是 一 個 工 程 師 ， 專 門 研 究 防 御 工 事 的 精 髓 。 如 果 你 需 要 推 倒 一 堵 城 牆 ， 你 會 需 要 我 。 如 果 你 需 要 原 地 重 建 一 堵 城 牆 ， 你 也 會 需 要 我 — — 但 是 那 會 花 費 多 一 點 點 時 間 和 錢 。 
str_npc16_backstory_a|對 不 起 ， {reg59?女 士 :先 生 }… 我 是 神 的 僕 人 ， 基 督 的 牧 師 。 你 是 {playername}… 
str_npc1_backstory_b|我 本 人 是 一 個 很 厲 害 的 追 蹤 者 。 實 際 上 ， 我 是 這 裡 最 好 的 追 蹤 者 ， 當 我 們 離 開 洞 穴 時 ， 我 的 特 長 總 能 保 護 我 的 家 人 。 讓 我 加 入 你 們 吧 ， 我 父 親 非 常 感 激 你 。 
str_npc2_backstory_b|我 是 霍 裡 克 國 王 的 兒 子 ， 但 不 是 合 法 的 的 兒 子 。 國 王 喜 歡 漂 亮 的 女 人 ， 而 且 ， 好 吧 ， 他 在 他 妻 子 的 侍 女 中 遇 到 了 我 的 母 親 。 我 想 ， 這 才 有 了 我 吧 。 我 在 裡 伯 度 過 了 幸 福 的 童 年 ， 但 是 不 久 後 ， 國 王 把 我 送 去 和 他 的 一 個 侍 衛 一 起 住 。 這 人 強 硬 又 暴 力 。 他 堅 持 教 我 如 何 使 用 矛 ， 劍 和 盾 。 他 不 允 許 我 喝 蜂 蜜 酒 ， 也 不 許 我 常 和 女 孩 們 在 一 起 。 你 能 相 信 有 誰 會 遭 受 如 此 痛 苦 嗎 ？ 
str_npc3_backstory_b|我 曾 住 在 道 琴 嘉 這 個 小 村 子 裡 。 我 那 時 很 幸 福 。 我 的 父 親 索 裡 克 ， 在 我 母 親 死 後 非 常 關 心 我 。 但 是 ， 有 一 天 ， 肯 尼 莫 的 雅 爾 來 到 了 我 們 的 村 子 ， 看 到 了 我 。 他 ， 該 死 的 他 ， 強 迫 我 父 親 把 我 送 到 他 家 ， 給 他 妻 子 做 女 僕 。 他 承 諾 會 尊 重 我 ， 但 是 他 撒 謊 了 。 我 不 想 說 起 這 些 … 好 吧 ， 自 從 那 之 後 ， 我 變 成 了 一 個 真 正 的 奴 隸 。 我 不 得 不 把 身 子 給 了 他 和 他 的 手 下 。 
str_npc4_backstory_b|重 點 是 ， 你 應 該 知 道 我 的 名 字 是 達 裡 安 塔 的 的 唐 察 德 ， 我 是 一 個 蘇 格 蘭 人 。 
str_npc5_backstory_b|人 們 都 記 得 ， 很 久 以 來 我 的 家 族 跟 附 近 的 另 一 個 家 族 是 世 仇 。 雙 方 都 有 許 多 人 在 戰 斗 中 死 去 ， 包 括 我 的 兩 個 兄 弟 。 科 努 比 亞 的 國 王 命 令 我 們 停 止 爭 端 。 但 是 我 知 道 我 的 權 利 ， 而 且 我 兄 弟 們 的 血 債 迫 切 需 要 報 復 。 我 在 群 山 中 的 一 條 小 路 上 伏 殺 了 一 個 敵 人 ， 當 晚 我 就 從 家 裡 逃 走 了 ， 走 之 前 甚 至 沒 跟 我 父 親 告 一 聲 別 。 後 來 別 人 告 訴 我 ， 國 王 驅 逐 了 我 ， 並 剝 奪 了 我 的 貴 族 權 利 。 我 現 在 是 一 個 在 世 間 游 蕩 的 罪 人 ， 永 遠 從 我 的 家 鄉 和 親 戚 中 被 驅 逐 了 。 
str_npc6_backstory_b|我 不 是 個 傻 瓜 ， 我 知 道 我 們 輸 掉 了 戰 斗 ， 我 們 寡 不 敵 眾 ， 他 們 裝 備 精 良 ， 但 是 我 請 求 艾 露 丁 讓 我 在 去 天 堂 前 盡 可 能 的 多 殺 些 敵 人 。 而 且 或 許 我 的 犧 牲 能 使 得 其 他 人 逃 走 或 者 讓 維 京 人 害 怕 。 但 是 這 些 維 京 人 久 經 沙 場 ， 毫 不 動 搖 。 當 他 們 六 個 人 圍 攻 我 時 ， 他 們 的 其 他 同 伴 們 攻 陷 了 沃 登 裡 克 號 ， 並 殺 死 了 每 一 個 阻 擋 他 們 的 人 … 
str_npc7_backstory_b|我 衰 透 了 ， 一 個 愚 蠢 的 皮 克 特 軍 閥 命 令 我 在 晚 上 偵 查 一 個 樹 林 。 我 衰 到 敵 人 正 好 設 了 埋 伏 ， 兵 力 遠 大 於 我 們 那 幾 個 爛 人 。 衰 到 正 好 只 有 我 一 個 在 死 人 堆 裡 跑 了 ， 衰 到 軍 事 法 庭 認 為 我 犯 了 叛 國 罪 ， 害 得 我 在 當 晚 逃 出 營 地 。 衰 到 讓 我 不 得 不 在 這 兒 跟 你 說 這 些 。 
str_npc8_backstory_b|在 這 兒 沒 有 幾 個 人 願 意 聽 老 雷 因 哈 德 的 話 。 我 來 自 杜 裡 斯 特 ， 雖 然 生 活 不 是 那 麼 如 意 ， 但 是 我 仍 然 感 到 幸 福 直 到 兩 年 前 我 的 妻 子 和 兩 個 孩 子 死 於 一 場 不 知 名 的 瘟 疫。你 知 道 麼 ， 我 擁 有 一 塊 地 ， 但 是 我 把 它 賣 了 ， 因 為 它 時 時 刻 刻 讓 我 想 起 他 們 ， 現 在 我 是 個 醉 鬼 和 蠢 蛋 ， 沒 有 人 願 意 接 近 我 … 嗯 ， 直 到 你 徑 直 向 我 走 來 。
