
str_no_string|NO STRING!
str_bar_weary|권태
str_bar_disgruntled|불만
str_bar_miserable|비참
str_here_plus_space|여기 
str_npc1_intro|안녕하세요 여행자여. 추적자들 때문에 시장에 들어가지 못했군요, 그렇죠??
str_npc2_intro|안녕하세요. 저와 함께 한잔 하시겠어요? 저는 제 마지막 5 디나르를 써버렸고 이제 혼자서는 마시고 싶지는 않네요.
str_npc3_intro|좋은 시간되세요!
str_npc4_intro|반갑습니다. 나는 오랫동안 권력있는 집안에 있던 롤프입니다.
str_npc5_intro|반갑소, 여행자여. 나와 함께 한잔 하시겠소?
str_npc6_intro|저는 잃어버렸어요...잃어버렸어요...
str_npc7_intro|예? 적당히 떨어져 있으세요, 아무튼.
str_npc8_intro|원하는게 뭐죠?
str_npc9_intro|이봐요, 착해보이는 {남자/여자}군요, 제게 술한잔 사시겠어요?
str_npc10_intro|반가워요, {형제여/자매여}! 여기의 모든 지체 높으신 군주들이 모두 파멸하고 몰락해 가고 있어요!
str_npc11_intro|안녕하세요, {젊은이/아가씨}. 제가 술을 한잔 사지요.
str_npc12_intro|반가워요, 여행자여. 아마 당신이 날 도울 수 있을 것 같군요.
str_npc13_intro|반가워요, 여행자여. 전 니자르라고 해요. 내 이야기 좀 들어주세요.
str_npc14_intro|예? 무엇을 원하시죠?
str_npc15_intro|어서! 말해봐요, 친구, 아무 때나 마을 밖으로 나갈 수 있나요?
str_npc16_intro|안녕하세요. 당신이 군대를 이끌고 도시에 왔다는 것을 모르고 있었네요. 혹시 도움이 될 사람을 찾고 있나요?
str_npc1_intro_response_1|아마도요. 급한 일이라는게 뭐죠?
str_npc2_intro_response_1|당신의 마지막 5 디나르? 당신에게 무슨 일이 있었습니까?
str_npc3_intro_response_1|안녕하세요. 좋은 집에서 자랐을 것 같은 젊은 처녀께서 이런곳엔 무슨 일이죠?
str_npc4_intro_response_1|흠... 롤프 집안에 대해선 들어본 봐가 없군요.
str_npc5_intro_response_1|그럼요. 같이 마셔도 될까요?
str_npc6_intro_response_1|왜 그렇게 안색이 안 좋은가요, 친구!?
str_npc7_intro_response_1|진심으로 사과합니다. 저는 단지 당신이 운이 좋지 않아 보인다고 말하려던 거였어요.
str_npc8_intro_response_1|그저 인사를 하려던 거였어요, 부인, 만약 다른 약속이 없으시다면..
str_npc9_intro_response_1|저를 여기 단골로 잘못보신 것 같네요.
str_npc10_intro_response_1|왜 그렇게 이야기 하시죠?
str_npc11_intro_response_1|무슨 날 이에요?
str_npc12_intro_response_1|왜 그러죠?
str_npc13_intro_response_1|음... 전 그렇게 생각하지 않는데요.
str_npc14_intro_response_1|그저 인사를 하려던 거였어요, 괜찮으시다면.
str_npc15_intro_response_1|그래요. 걱정거리가 뭐죠? 제가 알아도 되나요?
str_npc16_intro_response_1|그래요. 당신의 이야기가 뭐죠?
str_npc1_intro_response_2|물러서세요, 그리고 내 지갑에서 손 떼세요.
str_npc2_intro_response_2|다른 할 일이 있어요.
str_npc3_intro_response_2|이제 그만 가시죠. 해야 할 일이 있어요.
str_npc4_intro_response_2|예? 고맙지만 사양하겠어요.
str_npc5_intro_response_2|제가 바빠서 시간이 없네요.
str_npc6_intro_response_2|그럼요. 그러면, 행운을 빌어요.
str_npc7_intro_response_2|맞아요. 귀찮게 안할께요.
str_npc8_intro_response_2|아무것도 아닙니다. 농담할 상황이 아닌 것 같군요. 좋은 하루되세요.
str_npc9_intro_response_2|직접 가져오세요!
str_npc10_intro_response_2|반란에 대한 거군요, 더 이상 듣지 않겠어요. 좋은 하루되세요.
str_npc11_intro_response_2|제 생각은 달라요, 부인.
str_npc12_intro_response_2|미안해요, 지금 다른 해야할 일이 있어요.
str_npc13_intro_response_2|아니요, 당신과 그리 이야기하고 싶지 않군요.
str_npc14_intro_response_2|아무것도 아니에요. 미안합니다.
str_npc15_intro_response_2|제 일에 참견하지 말아주셨으면 좋겠군요.
str_npc16_intro_response_2|참견말고 당신일이나 잘 하세요, 아가씨.
str_npc1_backstory_a|그러면, {나으리/부인}, 긴 얘기가 될 겁니다...
str_npc2_backstory_a|그건 처참한 이야기입니다.
str_npc3_backstory_a|좋은 질문이에요, 얘기해 드리죠!
str_npc4_backstory_a|정말요? 아마 당신의 무지함은 용서받을 수 있을거에요. 우리 조상들의 땅은 산넘어 아주 먼 곳에 있지요.
str_npc5_backstory_a|난 바헤슈터라고 하오. 아자베이의 아들이며, 배드잔의 손자이지. 만약 당신이 미개인이 아니라면 내 혈통에 대해 알고 싶을 거야. 난 판태쉬 계곡에서 유바인가에서 듀람일족의 사미르족으로 고지대의 옅은 밤색 말 케르지트지. 그리고 내가 왜 집에서 멀리 떨어져 있는지 알 수 있을 것이오.
str_npc6_backstory_a|저는 큰 죄를 지었어요, {나으리/부인}, 만약 당신이 듣고 싶다면 전 당신에게 고백하고 싶어요.
str_npc7_backstory_a|내 운? 그렇게 말할 수도 있겠지.
str_npc8_backstory_a|그렇게 알아야 겠다면, 가르쳐 드리지요.
str_npc9_backstory_a|제 진중한 사과입니다. 가끔씩 안개와 어둠 한가운데 있다는 사실을 깨닫기 힘들죠. 왜 이런곳에 제 보금자리를 만들어야 겠다고 했는지 모르겠어요.
str_npc10_backstory_a|긴 이야기에요. 그렇지만 술을 한잔 더 한다면 기꺼이 이야기 해드리지요.
str_npc11_backstory_a|왜요, 전 제 마차와 항아리들을 팔려고 했어요, {젊은이/아가씨}. 이번만은 돈이 좀 생겨서 돈 될만한 것을 좀 해보려구요.
str_npc12_backstory_a|이야기 해 드릴께요.. 그렇지만 이건 아주 잘못된 일이란걸 알아둬요. 미리 경고 했어요, 당신은 급하게 행동하면 안되고 나한테까지 잘못된일을 하게된면 그건 스스로에게 독이 되는 행동이라는걸 명심하세요.
str_npc13_backstory_a|그런적이 없다구요? 그러면 아마 달빛처럼 칼라디아 평원을 가로지르는 내 말에 대해 듣게 될거에요. 아니면 이땅의 높은 출신 왕자의 피의 주인인 제 칼에 대해서도요.
str_npc14_backstory_a|좋아요. 신경쓰지 않아요. 내 이름은 레잘리트요.
str_npc15_backstory_a|저는 기술자에요, 축성에 특별한 기술이 있죠. 만약 성벽을 무너뜨리것에 충분한 시간만 주신다면 제가 모든 일을 해드릴 수 있죠. 물론 무너진 성벽을 보수하는 일도 제가 할 수 있어요, 하지만 시간이 오래 걸리고 돈을 더 지불하셔야 될겁니다. 돈은 깎지 않는 게 좋을 거에요, 여기 사람이 가끔 찾아올만한 건물을 원하지 않으신다면요.
str_npc16_backstory_a|글쎄요, {나으리/부인}, 제 기억이 가물가물할 정도로 아주 오래전에 제겐 몇가지 약점이 있었죠, 그리고 지금 보시는대로 그것이 저를 곤란한 상황에 빠뜨렸네요.
str_npc1_backstory_b|{s20}의 여관 밖에 묶여져 있던 말을 {s19}로 오해 했어요. 그 말은 몇 일전 저를 내동댕이치고 도망쳤던 놈과 꼭 닮았더군요. 그래서 가까이서 보려구 묶인 말의 줄을 풀었죠. 다들 알다시피, 말은 상인의 소유였죠. 뭐가 그리 다급했는지 그 늙은 상인은 이게 가벼운 오해에서 시작된 것임에도 오해를 풀지 못하고 경비를 찾아 달려나가더군요.
str_npc2_backstory_b|얼마 전에, 물건을 실은 상단과 함께 제로이아를 떠났었죠. 사고스에서 그것들을 모두 팔아 많은 돈을 벌 수 있을 줄 알았죠. 하지만, 당신도 알듯이.... 우리는 케르지트의 강도들에게 공격을 받았고, 그 강도들이 물건과 말들 대부분을 빼앗아 가버렸죠. 그리고 이틀 후에, 우리 상단 호위병들이 그 나머지를 가지고 도망가 버렸죠.
str_npc3_backstory_b|{s19}{s20}에서 유명한 상인인 우리 아버지는 제가 그의 직업파트너인 누군가와 결혼을 해야 한다고 하셨죠. 전 제 일생동안을 아버지에게 순종적인 딸이었지만, 그건 너무 바보같고 멍청한 일이었어요. 그래서 저는 도망쳤죠!
str_npc4_backstory_b|우리 가문은 다른 남자들처럼, 이 이국땅에서 전쟁의 전문가로 이름을 날리고 집에 돌아가 재산을 상속받아야 해요. 불행하게도, 이곳의 사람들은 전사에 대해 잘못 알고 있는것 같아요, 저를 그저 도적질이나 약탈질을 시키기위해 고용을 하더군요, 그리고는 제 이름에 현상금을 걸더군요.. 저같이 신사적인 모험가에게는 아주 큰 모욕이었습니다. 물론 당신도 여기에 충분히 공감하실 겁니다.
str_npc5_backstory_b|아무도 기억할 수 없을 만큼 오래 전에, 우리 마을사람들은 옆 마을에 정착해 있던 후미얀족과 다툼이 많았었네. 많은 남자들이 이 다툼에서 전사했지, 내 두 형제들을 포함해서.. 칸은 우리들에게 칼라디아의 전쟁을 위해 다툼을 그만두라고 명령했어. 하지만 나는 형제들에 대한 분노가 피의 복수를 부른 다른 것을 알고있었지. 나는 산들을 옮겨 다니며 후미얀족을 급습하고 살해했네. 그리고 그날 밤 마을에 돌아왔을 때 아버지가 이미 돌아가셨더군. 나는 칼라디아에서 칸의 남자들이 이 일을 모두 잊어서 내 집으로 돌아 갈 수 있을 때까지 1년이고 2년이고 기다릴거야. 물론 후미얀족들은 잊지 않겠지. 그건 피의 복수에 대한 댓가겠지.
str_npc6_backstory_b|{s20}에서 {s19}영주에게 속해있던 기병대의 대장이었을때 전 형제와 같이 근무 했었죠. 그렇지만 우리는 같은 여인을 사랑했었죠, 나쁜년.. 그년은 우리의 질투심을 가지고 놀았죠! 제 동생과 저는 다퉜었고. 전 그때 술에 너무 취해 있었어요. 그가 그의 주먹으로 나를 때렸고, 전 제 칼로 그를 그어버렸죠... 제 형제를 말이에요! 제 칼은 제 형제의 피로 물들었죠!
str_npc7_backstory_b|참 불행한 일이죠, 힘없는 아버지에게 태어나고, 그 아버진 저를 때리고 아무것도 않하는 게으른 술주정뱅이에게 시집을 보내셨죠. 불행한 일었죠, 그 남편에서 도망쳤을 때 전 도적떼들에게 붙잡혔죠. 불행한 일이었지만, 그중 제게 친절한 사람이 한 명 있었고, 제게 사냥하는 법과 싸우는 법을 가르쳐 줬죠, 그렇지만, 다른 사람들이 그걸 질투했고, 그를 죽이고선 저를 다시 도망치도록 쫓아냈죠.
str_npc8_backstory_b|전 북부지역의 오래된 가문의 가족이며, 호족의 딸이자 누군가의 아내죠. 저는 제 남편의 파트너로 전쟁에서 평화를 위해 싸웠죠. 어느 날 남편은 아이도 없이 전염병으로 죽었고 제 남편은 재산을 상속할 다른 후계자가 없기에 제게 모든 재산을 상속한다고 결정했죠. 가증스러운 제 도련님은 여자가 재산을 상속받는건 가문의 관습에 맞지 않다고 나섰죠. 어이없는 일이었지만, 그는 돈으로 제 남편의 신의없는 신하들의 충성을 사기에 충분했고, 그 신하들은 제 의자에 그를 앉혔죠. 그래서 저는 도망쳤어요. 다시는 그런 일을 당하고 싶지 않고, 또 다시는 그런 일을 하고 싶지 않아요.
str_npc9_backstory_b|저는 아버지의 장남이었고, 그의 후계자였죠. 그렇지만 제 어머니가 돌아가시고 아버지는 재혼을 하셨어요. 그의 새 부인은 자신의 아들이 후계자가 되야 된다고 생각했지만 아버지 앞에서 제게 대항할 수가 없었죠, 그러다가 몇 일전에 제 사냥개에게 먹이를 주었는데, 그 개가 쓰러져 버렸죠. 전 제 계모를 지목했지만 아버지는 이미 그녀의 계략에 빠져서 제 말을 믿지 않으셨고, 저를 그의 눈앞에서 사라지라고 명령하셨어요.
str_npc10_backstory_b|저는 {s20}의 {s19}수비대의 병사였죠. 20년간 도시를 수비했고, 격렬한 싸움에서 많이 다치기도 했죠, 그런 코흘리개를 임명하기 전까지는요, 솜털 뽀송뽀송한 도련님이 그의 엄마의 치맛바람에 의해 우리 수비대의 대장으로 임명됐죠. 그는 나에게 헐거워진 쇠뇌을 가지고 비가 오는 상태에서 탑 꼭대기에서 수비를 보라고 지시했죠, 당신도 알듯이, 줄이 느슨해지면 사용할 수 없는 거죠... 그렇지만 코흘리개 왕자님은 망가진 쇠뇌는 제 근무태만이라고 말하며, 말 채찍으로 저를 때렸죠. 그리곤 또 어떤 걸로 저를 때리더군요. 그래서 전 초소를 나올수 밖에 없었죠.
str_npc11_backstory_b|30년간 이땅의 군대들을 따라다녔어요. 음식물과 음료를 팔고, 그들이 하는 주사위 게임을 지켜보고, 그들에게 여자를 접선해줬죠. 그렇지만 결국에 저에겐 돈이 전혀 남아 있지 않았네요.
str_npc12_backstory_b|저는 일반적인 철학자로 교육받았지만, 멍청한 저의 대학 동료들은 질투로 인해 저를 떠돌이 외과의사로 살아간다고 비난했죠. 그러다 저는 이 마을의 상인에게서 발코니에 떨어져 혼수상태인 그의 아들을 치료하기 위해 고용됐었어요. 전 그 아이의 두개골이 부어오르는 것을 줄이기 위해 성공적으로 두개골을 잘라 냈지만, 그의 가족들은 그 이후에 찾아올 열병에 대한 치료를 거부했었죠. 그저 버드나무 액을 발라주면 됐는데... 그 후, 결국 그 소년은 죽었지요. 그 아버지는 제게 노력에 대한 보상을 하기는 커녕 절 야매로 고소하려 했죠... 나는 철학자야! 인간들은 참 어리석어!
str_npc13_backstory_b|전 프로 전사랍니다. 저의 용맹에 대한, 쌀쌀맞은 처녀도 황홀해질 시를 들어 봤겠죠. 아니면 저도 인정할 만큼 침실에서의 훌륭한 저의 기술에 대해서든지.. 전 칼라디아에 대해 진심으로 애착을 가지고 있고, 지난 몇 년 동안 온 도시와 성과 마을들을 돌아다니며 제 능력들을 사용했죠.
str_npc14_backstory_b|저는 누구나 들어봤을 제로이아 가문의 둘째 아들입니다. 그러나 아쉽게도 제 소유의 상속물은 하나도 갖지 못했죠. 전투에서 훈련을 하는 사람으로, 이곳 칼라디아에서 제 운명을 찾기 위해 왔죠. 불행하게도 여기의 영주인 {s20}은 오합지졸인 군대를 바꾸기 위해 다른 훈련방법이 필요하다는 것을 모르더군요. 그에겐 그들을 매질하고 나중에 내버리는 것이 현명한 줄 알더군요. 그래서 그에게 이야기 해봤지만 그는 이야기를 들으려 하지 않더군요, 그리고 다른 곳에서 제 일을 찾기위해 돌아다니고 있죠.
