qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
qstr_As_life_fades_you_re|생에대한 의지와 적에 대한 분노로 죽음을 거부한 당신. 몸에 혈기가 돌기 시작합니다. '이제 죽일 시간이다'.
qstr_You_re_so_tired_you_|지쳐서 뛰기 힘듭니다.
qstr__| 
qstr_You_heal.|You heal.
qstr_{s0}_|{s0} 
qstr_+{reg1}_to_party_mor|부대 사기 +{reg1}
qstr__Increases_party_mor| 사기증대 , 전략과 통솔 증가.
qstr_Heavy_Armour:_High_P|매우 무거운 갑옷: 높은 패널티 (가슴보호구만 해당)
qstr_Medium_Armour:_Penal|조금 무거운 갑옷: 약한 패널티 (가슴보호구만 해당)
qstr_Heavy_Equipment:_Pen|조금 무거운 장비: 약한 패널티 (머리 다리 방패만 해당)
qstr_Ritual_Equipment:_Ad|축복받은 갑옷: 특정 스킬에 어드벤티지
qstr_The_sword_of_Rhydder|전설로 전해지는 보물 중 하나.
qstr_This_is_the_sword_wh|이 검은 아서왕의 설화와 함께 전해지는 전설적인 보물로 관통pierce속성을 지니고 있습니다.
qstr_Advantages_in_certai|특정 스킬에 어드벤티지
qstr__Donkeys:_Improve_fo| 당나귀: 수렵스킬 강화.
qstr_Requires_{reg1}_inte|책을 읽는데 {reg1}의 지력이 필요합니다.
qstr_Reading_Progress:_{r|읽기 진도: {reg1}%
qstr_wound_treament|상처치료
qstr_trainer|훈련
qstr_surgery|수술
qstr_persuasion|설득
qstr_+1_to_{s1}_while_in_|가방에 있을 때 {s1}을 +1의 효과
qstr__^| ^
qstr__2_speed^_2_maneuver|-2 speed^-2 maneuver
qstr__5_speed^_5_maneuver|-5 speed^-5 maneuver
qstr_+3_armor^+4_charge^+|+3 armor^+4 charge^+10 hit points
qstr__1_requirement_of_ri|-1 requirement of riding
qstr_+1_requirement_of_ri|+1 requirement of riding^+5 hit points
qstr_+1_speed^+1_armor^+1|+1 speed^+1 armor^+1 charge
qstr_+2_requirement_of_ri|+2 requirement of riding^+2 speed^+2 armor^+2 charge
qstr__56_hit_points^_4_re|-56 hit points^-4 resistance
qstr__26_hit_points^_2_re|-26 hit points^-2 resistance
qstr_+47_hit_points^+2_re|+47 hit points^+2 resistance
qstr_+83_hit_points^+4_re|+83 hit points^+4 resistance
qstr___| -
qstr__+| +
qstr_{reg1?{s1}{reg4}_to_|{reg1?{s1}{reg4} to head armor^:}{reg2?{s1}{reg4} to body armor^:}{reg3?{s1}{reg4} to leg armor:}
qstr_{reg1?_5_swing_damag|{reg1?-5 swing damage^:}{reg2?-5 thrust damage^:}
qstr_{reg1?_3_swing_damag|{reg1?-3 swing damage^:}{reg2?-3 thrust damage^:}
qstr_{reg1?_3_swing_damage|{reg1?-3 swing damage^:}{reg2?-3 thrust damage^:}-3 speed
qstr_{reg1?_1_swing_damag|{reg1?-1 swing damage^:}{reg2?-1 thrust damage^:}
qstr_{reg1?+3_swing_damag|{reg1?+3 swing damage^:}{reg2?+3 thrust damage^:}+3 speed
qstr_{reg1?+4_swing_damag|{reg1?+4 swing damage^:}{reg2?+4 thrust damage^:}
qstr_{reg1?+5_swing_damag|{reg1?+5 swing damage^:}{reg2?+5 thrust damage^:}+1 speed{reg3?^+4 requirement of strength:}
qstr_{reg1?+2_swing_damag|{reg1?+2 swing damage^:}{reg2?+2 thrust damage^:}-2 speed{reg3?^+1 requirement of strength:}
qstr__5_damage|-5 damage
qstr__3_damage^_3_speed|-3 damage^-3 speed
qstr_+3_damage^_3_speed{r|+3 damage^-3 speed{reg3?^+2 requirement of power draw:}
qstr_+5_damage^+1_speed{r|+5 damage^+1 speed{reg3?^+4 requirement of power draw:}
qstr_+13%_max_ammo|+13% max ammo
qstr_+2_damage^_2_speed{r|+2 damage^-2 speed{reg3?^+1 requirement of power throw:}
qstr_+3_damage^+3_speed|+3 damage^+3 speed
qstr__3_damage|-3 damage
qstr_Move_here|이곳으로 이동
qstr_View_notes|노트 보기
qstr_Send_Spy|스파이 보내기
qstr_Retrieve_Spy|스파이 복귀
qstr_Order_Sabotage|사보타지 지시
qstr_Add_custom_note|Add custom note
qstr_Send_messenger|전령 보내기
qstr_Accompany|동행
qstr_Skirmish|접전
qstr_Manage_Supply_Wagon|보급 마차 설정
qstr_Select_as_target|목표 선택
qstr_Blind_to_other_parti|다른 부대 블라인드(꺼짐)
qstr_Blind_to_other_partie|다른 부대 블라인드(켜짐)
qstr_Force_all_lords_foll|강제로 모든 군주들이 다른 부대를 블라인드 처리하게함
qstr_Force_all_lords_follo|강제로 모든 군주들이 다른 부대를 블라인드 처리하지 않게 함
qstr__{s61}_{s62}_| {s61}({s62})
qstr_killed_or_seriously_|사망 혹은 심각한 부상
qstr_minor_wounded|경미한 부상
qstr_{s0}^TOTAL:_{reg3}__|{s0}^TOTAL: {reg3} ({s2})
qstr_^None|^없음
qstr_nothing|없음
qstr_{reg0}_village{reg1?|{reg0} 마을{reg1?들:}
qstr_{reg0}_castle{reg1?s|{reg0} 성{reg1?들:}
qstr_{reg0}_castle{reg1?s:|{reg0} 성{reg1?들:} 그리고 {s0}
qstr_{reg0}_town{reg1?s:}|{reg0} 도시{reg1?들:}
qstr_{reg0}_town{reg1?s:}_|{reg0} 도시{reg1?들:} 그리고 {s0}
qstr_{reg0}_town{reg1?s:}_{|{reg0} 도시{reg1?들:}, {s0}
qstr_Your_opponents_are_r|당신의 상대가 전투준비를 완료했습니다.
qstr_Try_to_destroy_as_ma|2분 30초 동안 가능한 많은 적을 물리치십시오.
qstr_Stay_behind_the_line|선 뒤에서 목표를 노리세요. 한발 한발을 함부로 낭비해서는 안 됩니다.
qstr___AMBUSH_BONUS:_6_| (기습 보너스: 6)
qstr___AMBUSH_BONUS:_3_| (기습 보너스: 3)
qstr___AMBUSH_MALUS:_6_| (기습 패널티: 6)
qstr___AMBUSH_MALUS:_10_| (기습 패널티: 10)
qstr___SNEAKING_BONUS:_3_| (은밀 보너스: 3)
qstr___SNEAKING_BONUS:_1_| (은밀 보너스: 1)
qstr___SNEAKING_MALUS:_3_| (은밀 패널티: 3)
qstr___SNEAKING_MALUS:_6_| (은밀 패널티: 6)
qstr_Battle_Advantage_=_{|전술적 우위 = {reg0}.
qstr_{s9}_wants_you_to_re|{s9}은(는) 다음 통지가 있을 때까지 다시 그의 군대를 따라오라고 했습니다.
qstr_pt_in_{s11}|pt in {s11}
qstr__Being_Raided_|(급습이 시작됨)
qstr__Looted_|(약탈당함)
qstr__Under_Siege_|(포위당함)
qstr_The_village_of_{s1}_|{s1}마을은 {s2}에 의해 약탈당했습니다.
qstr_{s3}_is_no_longer_un|{s3}는 더 이상 포위상태가 아닙니다.
qstr_Small_bands_of_enemi|{s1} 주변에서 소수의 적 무리가 발견됨.
qstr_Enemy_patrols_spotte|{s1} 주변에서 적 순찰대가 발견됨.
qstr_Medium_sized_group_o|{s1} 주변에서 중간 규모의 적 부대가 발견됨.
qstr_Significant_group_of|{s1} 주변에서 상당 규모의 적 부대가 발견됨.
qstr_Army_of_enemies_spot|{s1} 주변에서 대 규모의 적 부대가 발견됨.
qstr_Large_army_of_enemie|{s1} 주변에서 거대한 규모의 적 부대가 발견됨.
qstr_Great_host_of_enemie|{s1} 주변에서 엄청난 규모의 적 부대가 발견됨.
qstr__{s10}_of_{s13}_recr| {s13}의 {s10}은 다음을 고용했습니다.{s14}의 {s11} {s12}
qstr__Your_duel_with_{s1}| {s1}와의 결투는 불가항력으로 취소되었습니다.
qstr_debug:__party_is_hir|디버그:  초과된 병력 고용.
qstr_{s1}_has_been_besieg|{s1}은(는) {s3}의 {s2}에게 포위되었습니다.
qstr__{s1}__{s11}:_{s14}|({s1}) {s11}: {s14}
qstr_{s14}__{s21}_|{s14} ({s21})
qstr_{s5}_has_the_greates|{s5}는 {s4}가 다음 총사령관이 되도록 노력했으나, {s0}가 결정을 뒤엎었습니다.
qstr_{s5}_has_the_greatest|{s5}는 {s4}가 {s1}의 영지를 받도록 노력했으나,  {s0}가 결정을 두엎었습니다.
qstr_{s1}_is_the_new_mars|{s1}은(는) {s2}의 새로운 총사령관이 되었습니다.
qstr_You_gained_{reg12}_r|당신은 {reg12}의 명성을 얻었습니다.
qstr_You_lose_{reg12}_ren|당신은 {reg12}의 명성을 잃었습니다.
qstr_Your_relation_with_{|당신과 {s1}의 관계가 향상 되었습니다.
qstr_Your_relation_with_{s|당신과 {s1}의 관계가 악화 되었습니다.
qstr_Your_relations_with_|당신과 모든 국가의 관계가 변화하였습니다.
qstr_You_gain_Reputation.|평판을 얻었습니다.
qstr_You_lose_Reputation.|평판을 잃었습니다.
qstr_Now_player_reputatio|이제 당신의 평판은 {reg1} 입니다.
qstr_{s1}_has_declared_wa|{s1}이 {s2}에게 선전포고 했습니다!
qstr_{s15}_complies_with_|{s15} 는 방위조약에 따라 {s17} 를 공격한 {s16}에 맞서기로 했습니다.
qstr_{s15}_complies_with_i|{s15} 는 연합조약에 따라 {s17} 를 공격한 {s16}에 맞서기로 했습니다..
qstr_{s1}_and_{s2}_have_m|{s1}과 {s2}가 평화조약을 맺었습니다.
qstr_{s2}_{reg3?was:is_cu|{s2}{reg3?:은(는) 현재} {s3}에 있을 것이오.
qstr_{s2}_{reg3?was:is}_t|{s2}{reg3?:은(는) 현재} {s3}로 여행을 떠났고, {reg4?그녀:그}는 아마도 {s4}{reg3?: 근방}에 있을 것이오.
qstr_{s2}_{reg3?was:is}_i|{s2} {reg3?은:는} 지금쯤 {reg4?그녀:그} {reg3?아마도:분명} {s3}{reg3?: 근방}에 있을 것이오
qstr_{s2}_{reg3?was:is}_b|{s2}{reg3?:은(는) 현재} {s3}에 붙잡혀 있소.
qstr_{s2}_{reg3?was:has_b|{s2} {reg3?는:는} {reg4?에:에}게 잡혀있소.
qstr_{reg3?{s2}_s_locatio|{reg3?{s2}의 위치를 알 수 없습니다:나는 {s2}가 어디에 있는지 모른다}.
qstr_{s6}_has_joined_your|부대에 합류: {s6}
qstr_You_now_owe_{reg2}_s|당신은 {s1}에게 {reg2}실버를 빚지고 있다.
qstr_Renown_value_for_thi|이 전투에서 얻을 수 있는 명성은 {reg8}입니다. U = 재기의 함성. B = 위협의 함성.
qstr_You_have_run_into_a_|함정에 빠졌습니다.
qstr_You_are_attacked_by_|산적 무리에게 공격당했습니다!
qstr_Holding|위치고수
qstr_Following|나를 따르라
qstr_Charging|돌격
qstr_Advancing|전진
qstr_Falling_Back|후퇴
qstr_Standing_Closer|밀집
qstr_Spreading_Out|산개
qstr_Standing|정지
qstr_Free|자유
qstr_Any_Weapon|임의의 무기
qstr_Blunt_Weapons|둔기
qstr_Your_soldiers_patroll|{s6}를 순찰하던 당신의 병력은 세력이탈로 인해 해산되었습니다.!
qstr_{s1}_Rebels|{s1}반란군
qstr_Given_by:_{s62}|지시자: {s62}
qstr_Given_on:_{s60}|일  시: {s60}
qstr_You_have_{reg0}_days|당신은 {reg0}일 이내에 임무를 완료해야 합니다.
qstr_This_quest_has_been_|이 임무는 종료되었습니다. 임무 완료를 위해 {s59}와 대화하십시오.
qstr_This_quest_has_been_s|T이 임무는 성공적으로 완료되었습니다. 사례금을 받기 위해 {s59}와 대화하십시오.
qstr_This_quest_has_faile|이 임무는 실패 했습니다. {s59}와 대화하세요.
qstr_At_the_time_quest_wa|퀘스트를 부여 받았습니다.:^{s1}
qstr_{s5}_has_a_strength_|{s5}의 {reg1} 통합.
qstr_The_last_time_you_sa|마지막으로 {reg1?그녀:그}를 본 것으로는 아마도, {s1}
qstr_The_last_time_you_he|마지막으로 {reg1?그녀:그}에 관해 접한 소식으로는, {s1}
qstr_{s6}_{s7}|{s6} {s7},
qstr_The_following_lords_|이끌려 다니는 포로: {s6}
qstr_There_are_no_lords_h|포로가 없습니다.
qstr_Current_garrison_con|현재 수비대는 {reg5}명이고, 총 {reg6}일 분량의 식량이 비축되어 있습니다.
qstr_Very_Poor|매우 가난
qstr_Poor|가난
qstr_Average|보통
qstr_Rich|풍족
qstr_Very_Rich|매우 풍족
qstr_Manor|장원
qstr_A_manor_lets_you_res|장원을 건설하면 해당 마을에서 부대를 재정비할 수 있습니다. 그리고 머무르는 동안은 부대 유지비용이 절반으로 줄어듭니다.
qstr_Mill|방앗간
qstr_A_mill_increases_vil|방앗간은 마을의 번영율을 5% 향상 시킵니다.
qstr_Watch_Tower|감시탑
qstr_A_watch_tower_lets_t|감시탑은 마을사람들이 빠르게 위협을 감지할 수 있도록 해줍니다. 마을을 약탈하는데 걸리는 시간을 25% 증가 시킵니다.
qstr_School|학교
qstr_A_school_increases_t|학교는 당신에 대한 마을의 충성도를 매달 1 올려줍니다.
qstr_Messenger_Post|봉화
qstr_A_messenger_post_let|봉화는 당신이 멀리 떨어져 있더라도 적이 마을에 접근하면 당신에게 메시지를 보내줍니다.
qstr_Prison_Tower|간수탑
qstr_A_prison_tower_reduc|간수탑은 수감된 포로들의 탈옥 성공 확률을 감소시킵니다.
qstr_Celtic_Christian_Mon|유일신교 교회
qstr_Build_it_and_put_it_|유일신을 위한 건축물입니다. (인구 결정 요소)
qstr_Forest_of_the_Old_Ce|고대신을 기리는 숲
qstr_Build_it_in_memory_o|고대신을 위한 장소입니다. (인구 결정 요소)
qstr_Temple_of_god_Woden|토착 종교 성지
qstr_Build_it_to_spread_t|토착 종교의 행사와 조상님들을 기리기 위한 장소입니다. (인구 결정 요소)
qstr_Christian_Monastery|유일신교 수도원
qstr_Christian_Church|유일신 교회
qstr_Build_it_for_the_glo|유일신을 위한 건물입니다. (인구 결정 요소)
qstr_Celtic_Christian_Chu|유일신 교회
qstr_Temple_of_the_Old_Ce|고대신 신전
qstr_Build_it_and_put_it_t|고대신을 위한 장소입니다. (인구 결정 요소)
qstr_Shrine_of_Germanic_G|토착 종교 성소
qstr_Build_it_to_practice|토착 종교의 행사와 조상님들을 기리기 위한 장소입니다. (인구 결정 요소)
qstr_Blacksmith|대장간
qstr_Build_it_to_facilita|연장과 무기를 만드는 장소입니다. (장비추가)
qstr_Merchant_Guild_House|상인 길드
qstr_Build_it_to_please_t|상인들의 교류를 활성화 시키는 건물입니다. (상품증가)
qstr_Library|도서관
qstr_Erect_it_to_increase|도서관을 건립하면 당신의 이름이 널리 알려집니다.. (명성 상승)
qstr_Prosperity_of_{s2}_h|{s2}의 경제수준이 {s3}에서 {s4}가 되었습니다.
qstr_{s4}_looks_upset.|{s4}은(는) 흥분한 것 같습니다.
qstr_your_party|당신의 부대
qstr_{reg0?One_of_your_pr|{reg0?당신의 포로 중, :}{s3}의 {s1}이(가) 탈옥했습니다. 
qstr_You_brought_{reg3}_h|당신은 {reg3}마리의 소를 {s1}에게 가져왔습니다.
qstr_I_heard_that_there_w|제가 듣기로는 {s62}에서 곧 토너먼트가 열릴 거라더군요.
qstr_I_heard_that_one_can|{s63}에서 {s62}을(를) 아주 싸게 살 수 있다고 들었습니다.
qstr_I_heard_that_they_pa|소문에 {s63}에서 {s62}를 높은 가격에 사고 있다고 들었습니다.
qstr_I_heard_Brytenwalda_|살라흐 앗 딘에 대한 소문을 들었지, 그는 십자군을 격퇴하고 예루살렘을 되찾았다더군.
qstr_A_few_years_ago_King|수년전 페르시아는 그리스를 침공했네. 그리스인들은 호시탐탐 복수를 꿈꾸고 있다는구만. 엄청난 대전쟁이 될걸세.
qstr_I_have_heard_the_Pop|유일신교놈들은 빌어먹을 전도밖에 몰라!! 지겨운 놈들!!
qstr_Penda_son_of_Pybba_i|사자심왕이라 불리는 멍청이 리차드. 그가 원정을 마치고 왕국으로 복귀한다는군. 그 전쟁에 미친놈이 무슨 짓을 벌일지 걱정이 앞서는구만.
qstr_Cadwallon_ap_Cadfan_|카르타고는 로마의 침공에 얼마나 버틸수 있을까.
qstr_I_hate_bandits_someb|나는 씨발 도둑놈들이 싫어, 누가 다 죽여줬으면 좋겠어.
qstr_I_would_like_to_know|로마에 대한 소문을 들은 적이 있나?.
qstr_Many_of_the_nobles_o|많은 귀족들이 오나라의 두 자매에 대한 이야기를 하고 있지.
qstr_A_traveller_told_me_|해적놈들을 죽이려고 군대가 모이고 있다더만.
qstr_The_Frisians_have_br|왜나라 놈들은 서로 죽일 궁리를 하느라 하루종일 바쁘다더군.
qstr_Conquest_of_Hwicce_K|중국은 세개로 분열해서 서로 대치중이네. 전란이 끝을 보이지 않는다더군.
qstr_I_wish_the_world_was|세상이 좀 안정됐으면 하네. 너무 많은 젊은이가 죽었어.
qstr_I_ve_been_told_the_U|나는 몽골군대에 대해 들은 적이 있지, 만일 그들이 초원을 통합하고 초원 바깥세상으로 눈을 돌린다면 참극이 벌어질걸세!
qstr_two_days_ago|2일 전
qstr_The_marshal_is_levyi|지휘관은 {reg0}의 병사를 {s10}에서 징발했다.
qstr_{s12}_of_{s1}|{s12} of {s1}
qstr_{s12}_of_{s2}|{s12} of {s2}
qstr_Best_threat_of_{s4}_|가장 적대적인 {s4}은(는) {reg1} 정도의 가치를 가졌다.
qstr_No_center_found_to_d|방어할 중심을 찾지 못했습니다.
qstr_You_gain_right_to_ru|당신은 정통성을 얻었습니다.
qstr_You_lose_right_to_ru|당신은 정통성을 잃었습니다.
qstr_You_have_been_enlist|당신은 명단에 올랐습니다!
qstr_Current_rank:_{s5}|현재 보직: {s5}
qstr_You_have_left_your_c|당신은 사령관을 버리고 떠났습니다!
qstr_You_have_been_grante|당신은 떠났습니다!
qstr_You_have_rejoined_yo|당신은 사령관과 합류했습니다!
qstr_{s3}_{s2}|{s3}, {s2}
qstr_The_equipment_of_a_{|{s1}의 장비: {s2}을 장비하였다.
qstr_The_equipment_of_a_{s|{s1}의 장비: {s2}를 회수해갔다.
qstr_Your_reputation_has_|당신의 평판이 {reg12} 증가하여 {reg13}이 되었습니다.
qstr_Your_reputation_has_d|당신의 평판이 {reg12} 감소하여 {reg13}이 되었습니다.
qstr_People_think_neither|People think neither better or worse of you.
qstr_You_gained_{reg12}_re|You gained {reg12} renown, and it is {reg13} now.
qstr_You_lost_{reg12}_ren|You lost {reg12} renown, and it is {reg13} now.
qstr_No_one_listens_to_yo|No one listens to you.
qstr_You_gained_{reg12}_ri|You gained {reg12} right to rule, and you have {reg13} now.
qstr_You_lost_{reg12}_rig|You lost {reg12} right to rule, and you have {reg13} now.
qstr_Your_claims_to_rule_|Your claims to rule fall on deaf ears.
qstr_You_gained_{reg12}_b|You gained {reg12} bardic reputation, and it is {reg13} now. Also {reg12} renown.
qstr_You_lost_{reg12}_bar|You lost {reg12} bardic reputation, and it is {reg13} now.
qstr_You_got_{reg12}_scil|You got {reg12} scillingas, and you have {reg13} now.
qstr_You_lost_{reg12}_sci|You lost {reg12} scillingas, and you have {reg13} now.
qstr_lack_of_room|룸 부족
qstr_A_{s1}_dies|{s1} 죽었습니다
qstr_A_{s1}_is_wounded|{s1} 은 부상입었습니다.
qstr_You_globaly_don_t_un|당신은 왜 실패했는지 완전히 이해하지 못하고 있습니다. (추가 경험치 없음)
qstr_You_globaly_understa|당신은 왜 실패했는지 알고 있습니다, 그리하여 {reg6} 의 추가 경험치를 얻었습니다.
qstr_You_have_a_slight_di|당신은 약간의 불명예를 부과받았습니다.
qstr_You_have_a_mild_dish|당신은 상당한 불명예를 부과받았습니다.
qstr_You_have_a_slight_te|약한 패널티 (현재 평원지형)
qstr_You_have_a_slight_ter|약한 보너스 (현재 산악지형)
qstr_You_have_a_strong_te|강한 패널티 (현재 초원지형)
qstr_You_have_a_slight_terr|약한 패널티 (현재 설원지형)
qstr_You_have_a_slight_terra|약한 패널티 (현재 사막지형)
qstr_You_have_a_slight_terrai|약한 패널티 (현재 다리지형)
qstr_You_have_a_very_stro|매우 강한 보너스 (현재 산악 숲지형
qstr_You_have_a_strong_ter|강한 보너스 (현재 초원 숲지형)
qstr_You_have_a_strong_terr|강한 보너스 (현재 숲지형)
qstr_You_have_a_strong_terra|강한 보너스 (현재 설원 숲지형)
qstr_You_have_a_strong_terrai|강한 보너스 (현재 사막 나무지형)
qstr_Your_big_party_impos|당신의 부대는 은밀기동을 하기엔 너무 규모가 큽니다.
qstr_You_take_{reg0}_dama|당신은 출혈로 {reg0} 데미지를 입었습니다.
