str_yes|是 
str_surname_34|勇 敢 的 {s50}
str_surname_35|小 心 的 {s50}
str_surname_36|胆 小 的 {s50}
str_surname_37|发 亮 的 {s50}
str_surname_38|性 急 的 {s50}
str_surname_39|机 智 的 {s50}
str_surname_40|冒 失 的 {s50}
str_surname_41|冲 动 的 {s50}
str_surnames_end|surnames end
str_number_of_troops_killed_reg1|杀 敌 数 ： {reg1}
str_number_of_troops_wounded_reg1|伤 敌 数 ： {reg1}
str_number_of_own_troops_killed_reg1|我 方 阵 亡 ： {reg1}
str_number_of_own_troops_wounded_reg1|我 方 受 伤 ： {reg1}
str_retreat|撤 退 ！ 
str_siege_continues|继 续 战 斗 ……
str_casualty_display|我 方 伤 亡 ： {s10}^ 敌 方 伤 亡 ： {s11}^{s12}
str_casualty_display_hp|你 受 到 {reg1}点 伤 害 。 
str_quest_log_updated|任 务 日 志 更 新 ……
str_banner_selection_text|你 被 授 予 携 带 旗 帜 的 权 利 。 旗 帜 是 身 份 与 荣 耀 的 象 征 。 你 想 选 择 哪 种 旗 帜 ？ 
str_retirement_text_1|当 你 意 识 到 你 将 入 不 敷 出 的 时 候 已 经 晚 了 。 即 使 精 打 细 算 你 也 很 快 花 光 了 身 上 所 有 的 钱 ， 而 你 在 窘 困 中 进 行 了 几 次 令 人 绝 望 的 努 力 企 图 重 新 开 始 自 己 的 冒 险 。 最 后 你 在 {s9}城 里 当 了 个 乞 丐 ， 靠 接 济 和 教 堂 的 施 舍 过 活 。 
str_retirement_text_2|当 你 意 识 到 你 将 入 不 敷 出 的 时 候 已 经 晚 了 。 即 使 精 打 细 算 你 也 很 快 花 光 了 身 上 所 有 的 钱 。 当 你 的 钱 很 快 地 在 你 的 手 中 消 失 你 被 迫 开 始 了 在 {s9}城 的 后 街 小 巷 里 的 犯 罪 生 涯 ， 用 你 的 那 点 能 耐 靠 打 劫 妇 女 以 及 贫 穷 的 市 民 勉 强 维 持 生 活 。 
str_retirement_text_3|当 你 意 识 到 你 将 入 不 敷 出 的 时 候 已 经 晚 了 。 即 使 精 打 细 算 你 也 很 快 花 光 了 身 上 所 有 的 钱 ， 最 后 作 为 一 个 身 无 分 文 的 流 浪 者 ， 从 一 个 酒 馆 漂 流 到 另 一 个 酒 馆 ， 靠 讲 些 没 人 相 信 的 战 争 故 事 来 讨 口 酒 喝 。 
str_retirement_text_4|你 存 下 来 的 钱 并 不 能 维 持 多 久 ， 但 是 你 想 办 法 凑 了 足 够 的 钱 在 {s7}村 庄 的 附 近 买 了 一 小 片 地 。 当 上 了 自 由 农 。 很 快 你 就 吸 引 了 未 来 的 {reg59?丈 夫 :妻 子 } 。 现 在 你 就 成 了 当 地 的 英 雄 。 你 时 常 在 宴 会 上 得 到 人 们 的 尊 重 ， 而 你 的 冒 险 经 历 在 酒 馆 和 客 栈 一 遍 又 一 遍 地 被 人 们 口 口 相 传 ， 所 以 孩 子 们 将 永 远 记 得 你 的 事 迹 。 
str_retirement_text_5|你 存 下 来 的 钱 并 不 能 维 持 多 久 ， 不 过 还 是 够 用 来 在 {s9}城 买 个 小 酒 馆 。 尽 管 当 地 人 一 开 始 对 你 有 所 提 防 ， 他 们 很 快 就 接 受 容 纳 了 你 。 现 在 你 让 酒 馆 成 了 一 个 受 欢 迎 的 宴 会 和 见 面 场 所 。 人 们 从 数 英 里 以 外 赶 来 吃 饭 和 留 宿 ， 因 为 他 们 都 被 你 绝 对 的 声 望 和 你 所 说 的 那 些 冒 险 岁 月 里 眼 花 缭 乱 的 故 事 迷 住 了 。 
str_retirement_text_6|你 在 你 的 冒 险 生 涯 中 精 明 地 存 下 钱 来 ， 而 现 在 你 的 银 子 和 你 的 聪 明 才 智 让 你 进 行 了 一 些 极 好 的 投 资 来 巩 固 你 的 未 来 。 收 购 了 {s9}城 的 几 个 铺 子 和 仓 库 之 后 ， 你 的 机 智 让 你 成 为 城 里 最 为 卓 越 的 商 人 之 一 ， 并 且 你 很 快 成 为 一 个 富 有 的 人 ， 你 的 贸 易 帝 国 就 像 你 的 战 争 事 迹 一 样 闻 名 。 
str_retirement_text_7|作 为 一 个 有 封 地 的 贵 族 ， 不 管 封 地 有 多 小 ， 你 的 未 来 也 差 不 多 可 以 确 定 了 。 你 迁 入 了 你 的 领 地 {s7} ， 主 宰 着 村 庄 和 农 田 ， 支 配 着 地 方 法 院 并 且 向 你 的 君 主 履 行 着 你 的 义 务 。 有 时 候 你 的 君 主 召 集 你 并 且 在 他 的 战 役 中 听 命 ， 但 是 这 些 日 常 工 作 还 是 简 单 的 ， 而 你 再 也 没 有 真 正 回 到 你 年 轻 时 候 的 冒 险 经 历 。 你 已 经 置 下 大 笔 财 富 。 因 为 拥 有 自 己 的 领 主 大 厅 和 领 地 ， 除 了 你 健 康 的 体 魄 和 自 己 的 领 地 所 能 给 予 给 你 的 以 外 ， 你 也 没 有 别 的 奢 求 了 。 
str_retirement_text_8|毫 无 疑 问 ， 你 为 你 自 己 做 的 非 常 好 。 你 广 阔 的 领 地 和 积 累 的 财 富 足 够 保 证 你 在 余 下 的 日 子 里 过 着 富 足 而 省 心 的 生 活 。 退 休 在 你 的 封 地 {s8} ， 你 改 变 你 的 冒 险 生 涯 而 转 向 政 治 ， 很 快 你 就 在 你 君 主 的 王 国 里 面 建 立 了 自 己 相 当 可 观 的 权 威 。 随 着 自 己 的 兴 趣 爱 好 忙 碌 ， 在 自 己 的 林 地 里 打 猎 ， 在 领 主 大 厅 里 大 摆 宴 席 ， 以 及 吹 嘘 着 上 百 个 耐 听 的 战 争 事 迹 ， 你 无 忧 无 虑 地 让 剩 余 的 每 一 年 都 过 的 有 滋 有 味 。 
str_retirement_text_9|作 为 你 得 力 和 忠 心 服 务 的 回 报 ， 你 的 君 主 宣 布 你 被 授 予 一 个 世 袭 的 头 衔 ， 加 入 了 士 族 最 显 赫 的 贵 族 圈 。 很 快 你 完 成 了 作 为 {s7}男 爵 的 授 勋 仪 式 ， 并 且 你 成 为 了 你 君 主 的 近 臣 和 副 手 之 一 。 你 蕴 藏 的 声 望 给 予 了 你 很 多 无 形 的 影 响 力 进 而 成 为 你 公 开 的 政 治 能 力 。 现 在 你 在 权 力 游 戏 之 中 消 磨 时 光 ， 管 理 着 你 巨 大 的 封 地 ， 并 且 叙 述 着 当 年 的 冒 险 与 光 荣 。 
str_retirement_text_10|尽 管 你 出 身 卑 微 ， 你 的 君 主 却 对 你 尊 重 有 加 ， 当 他 赐 予 你 {s9}城 的 {reg59?女 伯 爵 :伯 爵 } 世 袭 头 衔 的 时 候 在 当 地 士 族 中 引 起 了 轩 然 大 波 。 巨 大 的 封 地 和 财 富 现 在 供 你 支 配 。 你 很 快 成 为 了 你 的 君 主 最 信 任 的 谋 臣 ， 几 乎 和 他 平 起 平 坐 并 且 处 理 他 领 土 的 大 部 分 事 务 ， 而 且 作 为 不 列 颠 及 爱 尔 兰 大 陆 最 有 权 势 的 角 色 你 在 你 那 光 彩 夺 目 的 宫 殿 里 安 放 了 一 个 与 之 相 配 的 王 座 。 
str_loot_village|攻 击 无 辜 的 人 们 
str_steal_from_villagers|从 贫 民 那 偷 窃 财 物 。 
str_rob_caravan|抢 夺 商 队 
str_sell_slavery|买 卖 人 口 
str_men_hungry|部 队 缺 少 食 物 
str_men_unpaid|不 够 支 付 薪 水 给 部 队 
str_excessive_casualties|让 每 场 战 斗 在 我 方 来 说 只 是 用 敌 人 鲜 血 洗 澡 
str_surrender|投 降 
str_flee_battle|逃 跑 
str_pay_bandits|缴 过 路 费 
str_fail_quest|一 个 以 荣 誉 担 保 的 任 务 失 败 了 
str_treason_one|荣 誉 
str_missed_npc|失 败 
str_squander_money|托 管 的 钱 被 浪 费 了 
str_murder_merchant|我 们 将 自 己 陷 于 冷 血 的 谋 杀 
str_round_up_serfs|代 表 贵 族 围 捕 奴 隶 
str_battle_fate_1|战 斗 最 激 烈 的 时 刻 我 们 分 散 了 
str_battle_fate_2|我 受 了 重 伤 ， 躺 着 等 死 
str_battle_fate_3|我 被 击 昏 了 
str_battle_fate_4|我 被 俘 虏 并 悬 出 赎 金 
str_battle_fate_5|我 被 俘 虏 ， 不 久 找 了 个 机 会 逃 跑 了 
str_npc_morale_report|我 {s6} 你 选 择 的 同 伴 ， {s7} 你 的 领 导 风 格 ， 和 {s8} 整 体 情 况 。 
str_happy|喜 欢 
str_content|满 足 于 
str_concerned|关 心 
str_not_happy|一 点 都 不 喜 欢 
str_miserable|特 别 害 怕 
str_morale_reg1|士 气 ： {reg1}
str_bar_enthusiastic|热 情 
str_bar_content|满 足 
str_bar_weary|厌 倦 
str_bar_disgruntled|不 满 
str_bar_miserable|害 怕 
str_here_plus_space|这 里 
str_npc1_intro|日 安 ， 阁 下 。 我 叫 卡 约 ， 我 父 亲 送 我 出 外 。 
str_npc2_intro|嗨 ！ 我 的 名 字 是 埃 吉 尔 。 
str_npc3_intro|{reg59?谁 派 你 来 的 ？ 我 不 会 再 回 去 的 ！ :不 要 跟 着 我 ， 我 受 够 了 在 我 过 去 的 日 子 一 直 压 榨 我 的 人 。}
str_npc4_intro|是 的 ？ 
str_npc5_intro|你 好 ， 朋 友 。 愿 意 跟 我 喝 杯 酒 吗 ？ 
str_npc6_intro|我 有 些 事 情 要 和 你 说 ， 认 真 听 好 。 
str_npc7_intro|嗯 ， 怎 么 了 ？ 顺 便 说 下 ， 离 我 远 点 。 
str_npc8_intro|你 想 要 什 么 ？ 
str_npc9_intro|你 在 这 儿 ， 好 心 的 {reg59?小 姐 :先 生 } 。 能 好 心 的 请 我 喝 杯 酒 么 ？ 
str_npc10_intro|愿 神 给 予 您 仁 慈 ， {reg59?夫 人 :先 生 } ！ 我 是 厄 运 缠 身 的 威 尔 士 人 。 
str_npc11_intro|嗨 ， {reg59?美 女 :帅 哥 } 。 我 已 经 看 你 好 一 会 了 。 
str_npc12_intro|嗨 ， {reg59?女 士 :先 生 } 。 很 高 兴 认 识 你 。 
str_npc13_intro|是 的 ， 你 想 要 什 么 ？ 
str_npc14_intro|你 好 ， 旅 行 者 。 我 是 艾 尔 楚 ， 一 个 戈 伊 德 尔 族 战 士 。 毫 无 疑 问 你 肯 定 听 过 我 。 
str_npc15_intro|（ 欢 呼 声） ！ 嗨 ， {reg59?夫 人 :先 生 } 。 我 是 阿 格 霍 斯 。 你 碰 巧 很 快 离 开 这 个 地 方 吗 ？ 
str_npc16_intro|嗯 … 你 … 我 … 
str_npc1_intro_response_1|是 的 ， 我 知 道 ， 你 说 吧 。 
str_npc2_intro_response_1|说 吧 ， 埃 吉 尔 。 
str_npc3_intro_response_1|冷 静 下 来 ， 我 不 会 伤 害 你 ， 为 什 么 你 这 么 害 怕 。 
str_npc4_intro_response_1|你 不 是 很 健 谈 ， 是 么 ？ 
str_npc5_intro_response_1|这 是 当 然 。 跟 谁 一 起 喝 酒 更 有 感 觉 ？ 
str_npc6_intro_response_1|继 续 ， 朋 友 ？ 
str_npc7_intro_response_1|我 很 抱 歉 ， 我 只 是 想 说 你 只 是 运 气 差 了 点 。 
str_npc8_intro_response_1|仅 仅 一 会 的 时 间 ， 外 国 人 ， 如 果 你 不 急 的 话 。 
str_npc9_intro_response_1|你 让 我 不 得 不 拒 绝 另 一 个 人 。 
str_npc10_intro_response_1|你 为 什 么 这 么 说 ， 嗯 ？ 
str_npc11_intro_response_1|你 是 谁 ， 为 啥 盯 着 我 ？ 
str_npc12_intro_response_1|很 高 兴 认 识 你 ！ 
str_npc13_intro_response_1|如 果 你 愿 意 ， 我 乐 意 再 多 个 旅 伴 。 
str_npc14_intro_response_1|嗯 。 。 。 我 不 这 样 认 为 。 
str_npc15_intro_response_1|我 是 ， 你 在 担 忧 什 么 ， 不 介 意 告 诉 我 吧 ？ 
str_npc16_intro_response_1|你 是 结 巴 么 ？ 
str_npc1_intro_response_2|是 的 ， 我 知 道 他 想 要 你 和 我 一 起 ， 但 我 不 需 要 你 。 再 见 。 
str_npc2_intro_response_2|我 有 更 重 要 的 事 情 要 做 。 
str_npc3_intro_response_2|走 开 ， 小 姑 娘 ， 我 还 有 活 要 干 ， 我 不 想 做 一 些 让 你 害 怕 的 事 情 。 
str_npc4_intro_response_2|不 。 
str_npc5_intro_response_2|我 没 时 间 干 那 个 。 
str_npc6_intro_response_2|我 还 有 更 好 的 事 情 去 干 。 
str_npc7_intro_response_2|好 吧 ， 我 再 也 不 会 麻 烦 你 了 。 
str_npc8_intro_response_2|没 事 ， 我 只 是 没 心 情 开 玩 笑 。 祝 你 好 运 ！ 
str_npc9_intro_response_2|你 自 己 喝 去 吧 。 
str_npc10_intro_response_2|真 是 一 堆 傲 慢 的 话 ， 我 不 想 听 ， 还 是 祝 你 好 运 吧 。 
str_npc11_intro_response_2|不 ， 我 没 时 间 听 你 废 话 。 
str_npc12_intro_response_2|对 不 起 ， 我 还 有 些 要 紧 事 得 先 处 理 。 
str_npc13_intro_response_2|没 什 么 ， 我 道 歉 。 
str_npc14_intro_response_2|不 ， 我 不 想 说 我 愿 意 认 识 你 。 
str_npc15_intro_response_2|如 果 你 少 管 闲 事 ， 我 会 感 激 不 尽 的 ， 先 生 。 
str_npc16_intro_response_2|我 要 走 了 ， 等 你 学 会 说 话 的 时 候 ， 我 们 再 谈 吧 。 
str_npc1_backstory_a|阁 下 ， 我 是 老 罗 马 人 的 儿 子 ， 你 知 道 我 的 家 族 在 这 里 是 个 传 奇 。 我 们 保 留 了 我 们 祖 先 的 传 统 — — 守 卫 哈 德 良 长 城 。 
str_npc2_backstory_a|只 要 一 会 ， {reg59?夫 人 :先 生 } 。 请 听 我 的 故 事 。 我 对 你 很 重 要 。 
str_npc3_backstory_a|我 … 对 不 起 。 但 是 ， 求 你 了 ， 原 谅 我 ， 自 从 我 成 为 肯 尼 莫 的 雅 尔 家 族 中 的 女 仆 ， 我 一 直 生 活 在 地 狱 中 。 
str_npc4_backstory_a|我 是 一 个 行 动 派 的 人 。 如 果 你 想 要 一 个 多 话 的 男 人 ， 去 找 一 个 牧 师 。 
str_npc5_backstory_a|我 是 来 自 博 斯 维 的 摩 根 。 我 现 在 被 从 家 乡 流 放 出 来 了 … 
str_npc6_backstory_a|{reg59?女 士 :先 生 } ， 我 本 该 死 的 ， 但 是 现 在 我 还 活 着 ， 那 些 本 应 活 着 的 人 却 死 了 。 回 想 起 那 艘 把 我 带 到 北 方 的 船 ， 沃 登 里 克 号 ， 那 是 我 的 家 ， 我 的 家 人 也 在 船 上 。 所 以 当 维 京 人 攻 来 时 ， 我 拿 起 了 我 的 剑 ， 我 的 盾 ， 誓 死 保 卫 我 的 家 人 。 ^^坎 塔 布 里 亚 人 都 是 基 督 徒 ， 但 是 我 们 中 的 一 些 人 仍 然 记 得 那 些 古 老 的 众 神 。 特 别 是 艾 露 丁 ， 在 战 斗 中 指 引 我 们 ， 而 每 当 我 挥 起 手 中 剑 时 ， 我 也 会 呐 喊 他 的 名 字 。 
str_npc7_backstory_a|我 幸 运 ？ 你 可 以 那 样 说 。 
str_npc8_backstory_a|啊 。 好 的 ， 如 果 你 一 定 要 知 道 ， 我 会 告 诉 你 的 。 周 围 没 有 多 少 人 会 听 雷 因 哈 德 的 。
str_npc9_backstory_a|致 上 我 最 卑 微 的 歉 意 。 有 时 要 在 这 昏 暗 又 充 满 烟 尘 的 地 方 认 出 一 个 人 还 真 不 容 易 。 我 到 现 在 都 不 能 相 信 自 己 竟 然 在 这 样 一 个 地 方 安 家 落 户 。 
str_npc10_backstory_a|这 是 个 很 长 的 故 事 ， 但 是 你 能 喝 一 杯 的 话 ， 我 将 很 愿 意 谈 谈 它 。 
str_npc11_backstory_a|冷 静 ， {reg59?我 的 美 人 :帅 哥 } 。 心 怀 感 激 是 明 智 的 ， 请 允 许 我 自 我 介 绍 。 我 的 名 字 是 苏 维 格· 奥 拉 夫 杜 缇 。 我 不 只 是 一 个 女 人 ， 我 也 是 一 个 吟 游 诗 人 。 
str_npc12_backstory_a|既 然 我 们 的 道 路 交 叉 在 一 起 了 ， 我 想 现 在 是 时 候 正 式 的 自 我 介 绍 了 。 我 是 来 自 奥 丁 斯 弗 的 阿 斯 比 恩 ， 我 是 一 个 大 夫 ， 一 个 在 法 兰 克 浪 费 了 些 许 时 日 的 单 纯 医 生 ， 几 个 月 前 才 回 到 丹 麦 。 
str_npc13_backstory_a|很 好 ， 我 不 介 意 ， 我 叫 海 尔 吉 ， 丹 麦 人 和 奴 隶 的 杀 手 。 
str_npc14_backstory_a|你 不 知 道 ？ 那 么 或 许 你 听 说 过 我 的 战 马 ， 像 一 束 月 光 一 样 横 穿 原 野 ？ 或 者 我 的 剑 ， 染 过 高 贵 的 海 伯 利 亚 王 子 之 血 的 宝 剑 ？ 
str_npc15_backstory_a|让 我 介 绍 下 自 己 。 我 是 一 个 工 程 师 ， 专 门 研 究 防 御 工 事 的 精 髓 。 如 果 你 需 要 推 倒 一 堵 城 墙 ， 你 会 需 要 我 。 如 果 你 需 要 原 地 重 建 一 堵 城 墙 ， 你 也 会 需 要 我 — — 但 是 那 会 花 费 多 一 点 点 时 间 和 钱 。 
str_npc16_backstory_a|对 不 起 ， {reg59?女 士 :先 生 }… 我 是 神 的 仆 人 ， 基 督 的 牧 师 。 你 是 {playername}… 
str_npc1_backstory_b|我 本 人 是 一 个 很 厉 害 的 追 踪 者 。 实 际 上 ， 我 是 这 里 最 好 的 追 踪 者 ， 当 我 们 离 开 洞 穴 时 ， 我 的 特 长 总 能 保 护 我 的 家 人 。 让 我 加 入 你 们 吧 ， 我 父 亲 非 常 感 激 你 。 
str_npc2_backstory_b|我 是 霍 里 克 国 王 的 儿 子 ， 但 不 是 合 法 的 的 儿 子 。 国 王 喜 欢 漂 亮 的 女 人 ， 而 且 ， 好 吧 ， 他 在 他 妻 子 的 侍 女 中 遇 到 了 我 的 母 亲 。 我 想 ， 这 才 有 了 我 吧 。 我 在 里 伯 度 过 了 幸 福 的 童 年 ， 但 是 不 久 后 ， 国 王 把 我 送 去 和 他 的 一 个 侍 卫 一 起 住 。 这 人 强 硬 又 暴 力 。 他 坚 持 教 我 如 何 使 用 矛 ， 剑 和 盾 。 他 不 允 许 我 喝 蜂 蜜 酒 ， 也 不 许 我 常 和 女 孩 们 在 一 起 。 你 能 相 信 有 谁 会 遭 受 如 此 痛 苦 吗 ？ 
str_npc3_backstory_b|我 曾 住 在 道 琴 嘉 这 个 小 村 子 里 。 我 那 时 很 幸 福 。 我 的 父 亲 索 里 克 ， 在 我 母 亲 死 后 非 常 关 心 我 。 但 是 ， 有 一 天 ， 肯 尼 莫 的 雅 尔 来 到 了 我 们 的 村 子 ， 看 到 了 我 。 他 ， 该 死 的 他 ， 强 迫 我 父 亲 把 我 送 到 他 家 ， 给 他 妻 子 做 女 仆 。 他 承 诺 会 尊 重 我 ， 但 是 他 撒 谎 了 。 我 不 想 说 起 这 些 … 好 吧 ， 自 从 那 之 后 ， 我 变 成 了 一 个 真 正 的 奴 隶 。 我 不 得 不 把 身 子 给 了 他 和 他 的 手 下 。 
str_npc4_backstory_b|重 点 是 ， 你 应 该 知 道 我 的 名 字 是 达 里 安 塔 的 的 唐 察 德 ， 我 是 一 个 苏 格 兰 人 。 
str_npc5_backstory_b|人 们 都 记 得 ， 很 久 以 来 我 的 家 族 跟 附 近 的 另 一 个 家 族 是 世 仇 。 双 方 都 有 许 多 人 在 战 斗 中 死 去 ， 包 括 我 的 两 个 兄 弟 。 科 努 比 亚 的 国 王 命 令 我 们 停 止 争 端 。 但 是 我 知 道 我 的 权 利 ， 而 且 我 兄 弟 们 的 血 债 迫 切 需 要 报 复 。 我 在 群 山 中 的 一 条 小 路 上 伏 杀 了 一 个 敌 人 ， 当 晚 我 就 从 家 里 逃 走 了 ， 走 之 前 甚 至 没 跟 我 父 亲 告 一 声 别 。 后 来 别 人 告 诉 我 ， 国 王 驱 逐 了 我 ， 并 剥 夺 了 我 的 贵 族 权 利 。 我 现 在 是 一 个 在 世 间 游 荡 的 罪 人 ， 永 远 从 我 的 家 乡 和 亲 戚 中 被 驱 逐 了 。 
str_npc6_backstory_b|我 不 是 个 傻 瓜 ， 我 知 道 我 们 输 掉 了 战 斗 ， 我 们 寡 不 敌 众 ， 他 们 装 备 精 良 ， 但 是 我 请 求 艾 露 丁 让 我 在 去 天 堂 前 尽 可 能 的 多 杀 些 敌 人 。 而 且 或 许 我 的 牺 牲 能 使 得 其 他 人 逃 走 或 者 让 维 京 人 害 怕 。 但 是 这 些 维 京 人 久 经 沙 场 ， 毫 不 动 摇 。 当 他 们 六 个 人 围 攻 我 时 ， 他 们 的 其 他 同 伴 们 攻 陷 了 沃 登 里 克 号 ， 并 杀 死 了 每 一 个 阻 挡 他 们 的 人 … 
str_npc7_backstory_b|我 衰 透 了 ， 一 个 愚 蠢 的 皮 克 特 军 阀 命 令 我 在 晚 上 侦 查 一 个 树 林 。 我 衰 到 敌 人 正 好 设 了 埋 伏 ， 兵 力 远 大 于 我 们 那 几 个 烂 人 。 衰 到 正 好 只 有 我 一 个 在 死 人 堆 里 跑 了 ， 衰 到 军 事 法 庭 认 为 我 犯 了 叛 国 罪 ， 害 得 我 在 当 晚 逃 出 营 地 。 衰 到 让 我 不 得 不 在 这 儿 跟 你 说 这 些 。 
str_npc8_backstory_b|在 这 儿 没 有 几 个 人 愿 意 听 老 雷 因 哈 德 的 话 。 我 来 自 杜 里 斯 特 ， 虽 然 生 活 不 是 那 么 如 意 ， 但 是 我 仍 然 感 到 幸 福 直 到 两 年 前 我 的 妻 子 和 两 个 孩 子 死 于 一 场 不 知 名 的 瘟 疫。你 知 道 么 ， 我 拥 有 一 块 地 ， 但 是 我 把 它 卖 了 ， 因 为 它 时 时 刻 刻 让 我 想 起 他 们 ， 现 在 我 是 个 醉 鬼 和 蠢 蛋 ， 没 有 人 愿 意 接 近 我 … 嗯 ， 直 到 你 径 直 向 我 走 来 。
