str_yes|Evet.
str_retirement_text_8|Kendinizi çok iyi idare ettiğiniz su götürmez bir gerçek. Geniş topraklarınız ve maceracılıktan gelen servetiniz, hayatınızın sonuna kadar zengin ve rahat bir yaşamı garantilemeniz için yeterli. {s8}ndaki soylu makamınızdan emekli olmanızla, macera yerine politika geçiyor ve kısa zamanda hükümdarınızın krallığında dikkate alınıyor ve  güce sahip oluyorsunuz. Kendinizi oyalayacak entrikalar, avlanacak ormanlarınız, ziyafet verecek salonlarınız ve anlatacak onlarca güzel savaş hikayenizle, sonraki yılların tadını çıkarmanız hiç de zor olmuyor.
str_retirement_text_9|Lordunuz, etkin ve sadık hizmetlerinizin karşılığı olarak size bir soyluluk unvanı verilmesine karar verdi. Bundan sonra eylemlerinize {s7} Baronu olarak devam edeceksiniz ve efendinizin en yakın danışmanlarından biri olacaksınız. Şimdi günlerinizi güç oyunlarıyla, mülklerinizi yöneterek ve eski günlerdeki ihtişamı yad ederek geçireceksiniz.
str_retirement_text_10|Mütevazi bir noktadan başlamış olsanız da, lordunuzun gözünde büyük itibara sahipsiniz ve size {s9} {kontu/kontesi} gibi soylu bir unvan verdiğinde bu, ülkede bir şok dalgası oluşturdu. Geniş topraklar ve servet artık sizin ellerinizde. Hızlıca lordunuzun en güvenilir müşaviri oluyorsunuz, neredeyse dengi ve toprak yönetimi adına çoğu işi yapıyorsunuz ve bu toprakların en güçlü figürlerinden birisi olarak ihtişamlı sarayınızdaki tahtınıza oturuyorsunuz.
str_loot_village|masum köylülere saldırmamız
str_steal_from_villagers|fakir köylülerden çalmamız
str_rob_caravan|bir tüccar kervanını soymamız
str_sell_slavery|insanları kölecilere satmamız
str_men_hungry|yiyeceksiz kalmamız
str_men_unpaid|adamlarınıza ücretlerini ödeyememen
str_excessive_casualties|her savaşı kendi tarafınızda bir kan banyosuna çevirmemiz
str_surrender|düşmana teslim olmamız
str_flee_battle|savaştan kaçmamız
str_pay_bandits|sıradan haydutlara para akıtmamız
str_fail_quest|Şeref sözüyle kabul ettiğimiz bir görevde başarısız olmamız
str_trechery|ateşkesle tanıştıklarımızı kandırıp şeref sözünün itibarını kaybetmesi
str_missed_duel_npc|düelloda ortalarda görünmeme
str_squander_money|Bize güvenilip verilen parayı saçıp savurmamız
str_murder_merchant|Soğukkanlı bir cinayet işlememiz
str_round_up_serfs|Bir soylu namına köle toplamamız
str_battle_fate_1|Savaş hengamesi içinde birbirimizi kaybetmemiz
str_battle_fate_2|Yaralandım ve ölüme terk edildim
str_battle_fate_3|Düşmanlar tarafından bayıltıldım
str_battle_fate_4|Yakalandım ve fidye için tutuldum.
str_battle_fate_5|Yakalandım, ama kaçmayı başardım
str_npc_morale_report|Yandaş seçiminiz konusunda {s6}, liderlik tarzınız konusunda {s7} ve genel olarak bakarsak {s8} haldeyim.
str_happy|mutlu
str_content|idare eder
str_concerned|kaygılı
str_not_happy|memnuniyetsiz
str_miserable|dehşete düşmüş
str_morale_reg1| Moral: {reg1}
str_bar_enthusiastic|                   Hevesli
str_bar_content|              İdare eder
str_bar_weary|          Argın
str_bar_disgruntled|     Sıkkın
str_bar_miserable|  Bedbaht
str_here_plus_space|burada 
str_npc1_intro|Salve, beyim. Adım Caio, ve beni babam gönderdi.
str_npc2_intro|Heill! Benim adım Egil.
str_npc3_intro|{reg59?Who sent you? I'll never go back!:Do not come close to me. I am tired of being abused by every person that crosses my path!}
str_npc4_intro|Evet?
str_npc5_intro|Merhaba, yolcu. İçkimde bana eşlik etmek ister misin?
str_npc6_intro|Sana söyleyeceklerim var, dikkatlice dinle.
str_npc7_intro|Evet? Mesefeyi koruyun bu arada.
str_npc8_intro|Ne istiyorsun?
str_npc9_intro|Demek buradasın iyi insan. Bana kibarlık edip bir içki daha alacak mısın?
str_npc10_intro|God pe mid sie, {Beyim/Hanımım}! İşte Galler'in çöküşü ve sonu!
str_npc11_intro|Heill, {Beyim/Hanımım}. Bir süredir seni izliyordum.
str_npc12_intro|Heill, {Beyim/Hanımım}. Tanıştığıma memnun oldum.
str_npc13_intro|Evet? Neye ihtiyacın var?
str_npc14_intro|Merhaba yolcu. Adım Ailchu, bir İskoç savaşcısıyım. Adımı duymuş olmalısın.
str_npc15_intro|Yeia sou! Yeia sou! Merhaba, {Beyim/Hanımım}. Bu Aghatinos. Yakın zamanda şehir dışına çıkmayı düşünüyor olabilir misiniz?
str_npc16_intro|Şey... sen... ben...
str_npc1_intro_response_1|Evet biliyorum. Bana biraz kendinden bahset.
str_npc2_intro_response_1|Konuş, Egil
str_npc3_intro_response_1|Sakin ol. Sana zarar verme niyetinde değilim. Neden bu kadar korktun?
str_npc4_intro_response_1|Pek konuşkan sayılmazsın değil mi?
str_npc5_intro_response_1|Kesinlikle.  Kiminle içme şerefine erişiyorum?
str_npc6_intro_response_1|Devam edin dostum?
str_npc7_intro_response_1|Affedersiniz. Sadece şansınızın pek yaver gitmemiş gibi göründüğünü söyleyecektim.
str_npc8_intro_response_1|Sadece biraz zaman öldürmeyi, hanımefendi, eğer başka işiniz yoksa.
str_npc9_intro_response_1|Beni hancıyla karıştırmış olmalısınız, efendim.
str_npc10_intro_response_1|Niçin böyle diyorsunuz, efendim?
str_npc11_intro_response_1|Kimsiniz ve neden beni izliyorsunuz?
str_npc12_intro_response_1|Sizinle tanışmak ne güzel.
str_npc13_intro_response_1|Sadece dost bir yolcuyla vakit geçirmek istiyordum, hepsi bu.
str_npc14_intro_response_1|Hımm.. Sanmıyorum.
str_npc15_intro_response_1|Olabilir, niçin merak ettiğinizi sorabilir miyim?
str_npc16_intro_response_1|Dilin mi tutuldu?
str_npc1_intro_response_2|Evet, bana katılmanı istediğini biliyorum fakat buna gerek yok. Hoşçakalın. 
str_npc2_intro_response_2|Yapacak daha iyi şeylerim var.
str_npc3_intro_response_2|Bas git. Yapacak işlerim var ve yapmamdan korkacağın şeyler yapmaya hiç niyetim yok.
str_npc4_intro_response_2|Hayır.
str_npc5_intro_response_2|Bunun için zamanım yok.
str_npc6_intro_response_2|Yapacak daha iyi şeylerim var.
str_npc7_intro_response_2|Doğru. O zaman sizi daha fazla meşgul etmeyeyim. 
str_npc8_intro_response_2|Nezaket kurallarından bu kadar uzak birinden.. hiçbir şey istemiyorum. İyi günler.
str_npc9_intro_response_2|Git kendin al!
str_npc10_intro_response_2|Kibirli muhabbetine giriyorsun, hiç işim olmaz. İyi günler.
str_npc11_intro_response_2|Ah, bunun için zamanım yok.!
str_npc12_intro_response_2|Üzgünüm, ama korkarım ki şimdilik meşgulüm
str_npc13_intro_response_2|Hiç, affedersiniz.
str_npc14_intro_response_2|Hayır, ve üzgünüm ama tanışmayı istediğimi de sanmıyorum.
str_npc15_intro_response_2|Kendi işinize bakma lütfunu gösterirseniz sevinirim, efendim.
str_npc16_intro_response_2|Ben gidiyorum. Konuşmayı öğrenirsen bilgim olsun.
str_npc1_backstory_a|Beyim, savaş kralı diye bilinen adamın en küçük oğluyum ben. Bildiğiniz üzere ailem bu topraklarda efsanevidir. Hadrian duvarını yağmalayan atalarımızın tarihini koruyoruz.
str_npc2_backstory_a|Çok kısa bir zaman, {reg59?madame:sir}. Hikayemi dinleyin. Sizin için önemliyim.
str_npc3_backstory_a|Ben... Özür dilerim. Ama lütfen anlayın, Kennemer beyinin evinde hizmetli olduğumdan bu yana hayatım cehenneme döndü.
str_npc4_backstory_a|Ben işe bakarım. Eğer söze bakacak birini arıyorsanız bir rahip bulun.
str_npc5_backstory_a|Ben Bosvenegh'ten Morgant. Fakat şimdilik anavatanımdan sürüldüm...
str_npc6_backstory_a|Ölmüş olmalıydım ama hayatta olması gerekenler ölmüşken ben hala yaşıyorum. Beni kuzeye, götüren evim gibi ve mürettebatını ailem gibi benimsediğim Woden Ric adlı gemiyi değerlendirmek için geldim. Bu yüzden Vikingler saldırdığında kılıcımı ve kalkanımı kavrayıp  ailemi ölesiye savunmaya hazırlandım. ^^Cantabrianlar hristiyandır ama birkaçımız hala eski güzel günleri hatırlarız. Özellikle biri, Erudino, bizi savaşta yönetiyordu ve ben kılıcımı savuruken onun adını bağırıyordum.
str_npc7_backstory_a|Şansım mı? Öyle de denebilir.
str_npc8_backstory_a|Haa. Eh, bilmeniz gerekiyorsa, anlatayım.
str_npc9_backstory_a|Naçizane özürlerimi kabul edin. Bazen buradaki kasvet ve dumandan insanları tanımak zor olabiliyor. Hala böyle bir yerde yaşamam gerekeceğine inanamıyorum.
str_npc10_backstory_a|Uzun hikaye, ama kendinize bir içki alırsanız seve seve anlatırım.
str_npc11_backstory_a|Sakin olun {Beyim/Hanımım}. Minnetkar olmak akıllıcadır ama izin verin kendimi tanıtayım. Adım Solveig Olafsdottir. Sıradan bir kadın değilim. Bir Skaldmoyum.
str_npc12_backstory_a|Madem yollarımız kesişti sanırım kendimi resmi olarak tanıtmak için iyi bir zaman. Adım Asbjorn, Odinsveliyim ve birkaç ay önce Danimarka'ya dönmeden biraz zaman harcadığım Frankia'da doktorluk yaptım.
str_npc13_backstory_a|Neyse, çok da önemli değil. Adım Helgi, Danimarkalıların ve Slavların katili.
str_npc14_backstory_a|Duymadınız mı? Belki de ovalarını bir ay ışığı gibi kesen aygırımın namını işitmişsinizdir? Ya da yüce Hybernia prenslerinin kana doyurduğu işinin erbabı kılıcımı.
str_npc15_backstory_a|Kendimi tanıtmama izin verin. Ben bir mühendisim ve tahkimat inşaasında uzmanlaştım. Eğer bir duvarı yerle bir etmek istiyorsanız ben tam aradığınız adamım. Eğer bir duvarı yeniden inşa etmek istiyorsanız yine tam benlik-- tabii bu biraz daha uzun sürer ve size biraz daha pahalıya patlar.
str_npc16_backstory_a|Afedersiniz {Beyim/Hanımım}... Ben tanrı insanıyım, bir hristiyan rahibiyim. Siz {playername}...
str_npc1_backstory_b|Ben iyi bir izciyimdir. Aslında mağaralardan ayrıldığımızda benim görevim her zaman ailemi korumak olduğundan buralardaki en iyi izci benim. Babam beni sizin hizmetinize sunarak aslında size büyük bir iyilik yaptı.
str_npc2_backstory_b|Kral Horek'in oğluyum ancak gayrimeşru. Kral güzel kadınları sever ve eşinin yardımcıları arasındaki annemle tanışmış. Böylece ben buraya gelmişim. Ribe'deki çocukluğum boyunca mutluydum ancak yakın zamanda kral beni Huskarl'larından biri ile yaşamam için gönderdi. Adam kaba ve saldırgan. Bana kılıç, mızrak ve kalkan kullanmayı öğretmekte ısrarlı. Likör içmeme ya da arada kızlarla çıkmama izin vermiyor. İnanabiliyor musunuz?
str_npc3_backstory_b|Doccinga adında küçük bir köyde yaşardım. Mutluydum. Annem öldüğünden babam Thonkrik benimle çok ilgilenirdi. Fakat bir gün Kennemer yarlı köyümüzde durdu ve beni gördü. Babamı, beni evlerine, eşine yardım etmem için yardımcı olarak göndermeye zorladı. Bana saygı göstereceğine söz verdi fakat yalan söyledi. Bu konuda konuşmak istemiyorum... Neyse, o günden sonra resmi olarak bir köle oldum. Kendimi ona ve adamlarına adadım.
str_npc4_backstory_b|Önemli olan benim Dal Riatalı Donnchadh adında bir İskoç olduğumu bilmen.
str_npc5_backstory_b|Hekesin hatırladığı gibi ailem yakınlardaki bir kabileden bir aile ile kavgalı. Bu kavgada iki taraftan da iki kardeşim de dahil olmak üzere bir çok adam öldü. Kral Cornubiahas buna son vermemizi emretti. Fakat ben görevlerimi biliyorum, kardeşlerimin kanı intikam istiyor. Dağların ardında bir düşmanı pusuya düşürüp öldürdüm ve babama son kez veda edemeden ayrıldım. Sonradan kralın beni sürgün ettiğini ve tüm asil haklarımı kaldırdığını öğrendim. Sonsuza kadar ana vatanımdan ve akrabalarımdan yasaklanmış halde dünyayı dolaşmaya mahkumum. 
str_npc6_backstory_b|Tam bir aptalım. Savaşın kaybedildiğini biliyordum. Sayıca üstün olsak da düşman daha iyi silahlanmıştı. Erudino'dan cennete yolculuğum başlamadan önce mümkün olduğunca çok adam öldürmeme izin vermesini istedim. Belki bu fedakarlığım diğerlerini kaçmasına ya da Vikingleri korkutmaya sebep olurdu. Fakat bu Vikingler işlerini nasıl yapacağını bilen adamlardı. Altı yedi tanesi beni çevreledi ve diğerleri Woden Ric'i yağmalayıp önlerine çıkanı öldürürken bunlar beni dövüyorlardı...
str_npc7_backstory_b|Gece boyunca aptal bir Pikt kumandanı tarafından ormanda iz sürmek için görevlendirilmem benim şanssızlığım. Yine düşmanın dikkatlice pusu kurarak bizim küçük savaş birliğimize karşı kalabalık gelmesi benim şanssızlığım. O kan gölünden kurtulan tek kişi olmam yine benim şanssızlığım. Savaş mahkemesinin beni bir hain ilan etmesi, gece birliğimden kaçmam ve tüm bunları sana anlatmam hep kötü şansımdan.
str_npc8_backstory_b|Buralarda yaşlı ve iyi Reginhard'ı çok fazla insan dinleyemeyecek. Dorestad'ta doğdum, hayatım çok kolay geçmedi ama karım ve iki çocuğum iki yıl önce bilinmeyen bir salgından ölene kadar mutluydum. Bir çiftliğim vardı ve bana onları hatırlattığı için her şeyi sattım. Şimdi ayyaş bir aptalım ve kimse yanımda durmak istemiyor... tabii sen gelene kadar.
str_npc9_backstory_b|Bir Frank'im ve babamın ilk oğlu, varisi ve en cesur savaşçısıyım. Fakat annem ölünce babam yeniden evlendi ve yeni eşi kendi oğlunun varis olmasını istiyor. Bana açıkça karşı çıkamadı ama başka bir gün bana yemek için verilmek üzere bir kase iç yağ bırakıldı. Üvey annemi suçladım fakat onun büyülerinden sersemlemiş babam bana inanmadı ve gözünün önünde dolanmamamı emretti. 
str_npc10_backstory_b|Sakson bir savaşçıyım ve hayatım boyunca Galler ve Anglolara karşı savaştım. Batı Seaxe'in kaderi Englaland'ı yönetmek. Bu toprakları tek bir kralın yönetimi altında toplayamamanın nedeni onların kibiri ve nefreti. Benim gördüğüm kadarıyla bir Sakson ya da en azından bu insanların kibirini kabul etmeyen biri bu topraklara barış getirebilir.
str_npc11_backstory_b|Yüzünden ne konuştuğum hakkında hiçbir fikrin olmadığı anlaşılıyor. Danimarka'da benim gibilerden memleketim Northvegr'den daha da az olduğunu biliyorum. Ama bir Skaldmo'nun silahlar konusunda ve savaşla aynı kandan olan şiirde usta olduğunu anlayabilirsin.
str_npc12_backstory_b|Odinsve'ye dönerken Ribe'de durdum ve burada bir kaç ay yerli zenginlere hizmet ettim ve bu hizmet bana yeterli prestij sağladı.
str_npc13_backstory_b|Bir varisin ikinci oğluyum. Bir Svia Vikingiyim. Englaland'da kaderimi aramaya geldim, ben batı üzerinden geldim fakat bir çok kişi doğuyu tercih eder. erkekleri savaş sanatı üzerine eğitmeye ve kılıcımla hayatımı kazanmaya geldim. Maalesef ki yarl, ayak takımını gerçek askerlere dönüştürecek olan bu uzmanlık eğitimini tam olarak kavrayamadı. Ona, eğer şimdi köteği basmazsak daha sonra cenazelerini kaldıracağımızı söyledim. Fakat sözümü daha fazla dinlenmedi ve gitmemi söyledi.
str_npc14_backstory_b|Tüm hayatım boyunca savaşçıydım, ne bir bir çiftçi ne de başka bir şey, sadece savaşçı. Adalar için en mütevazı ilgi benimki, son bir kaç yıldır köylerini, kalelerini ve kasabalarını gezdim.
str_npc15_backstory_b|Oh, şanssız biriyim. Buralara uzaklardan, Konstantinoupolis'ten geliyorum... Belki duymuşsunuzdur Varangianlar ona Mikligard der. Bir kaç sene önce onlardan bir grup beni kaçırıp buralara getirdi. Beni bir köle yapıp Hordaland Yarlına sattı. Bir kaç gün öncesine kadar onun için çalışıyordum ve sonra özgürlüğüm için gerekli paraya ulaştım.
str_npc16_backstory_b|Özür dilerim... Tam bir aptalım. İzin verin kendimi tanıtayım. Adım Beda. Küçükken kiliseye katıldım ve rahip oldum. En katı savaşçının bile kalbinde Hz. İsa için yer olduğuna ve tanrının bana verdiği görevi kutsal bir odadansa kalkan duvarında daha iyi yerine getireceğime inanıyorum.
str_npc1_backstory_c|Kendi adıma ben seyehat edip dünyayı görmeyi istediğimi söyleyebilirim. Bana bu şansı verdin. Babam kardeşlerime ve bana borçlarını hangimizin ödeyebileceğini sorduğunda gönüllü olabildim ve bunun için çok mutluyum.
str_npc2_backstory_c|Şimdilerde Kral Horek'e hizmet ediyorum. Sadece kralın oğlu olarak kendi çabalarıyla görevini almış birinin gölgesinde olduğum için özellikle mutlu değilim. 
str_npc3_backstory_c|Umutsuzca kaçmayı istedim. Keşke yeni özgür bir hayata başlayabilseydim... Beni yanınızda götürebilirsiniz! Savaşçılarınızın yaralarını sarmaya yardım edebilirim. Hatta beni yeniden özgür biri yapacaksa savaşmayı bile öğrenebilirim. Beni yanınıza alır mısınız {reg59?madame:sir}?
str_npc4_backstory_c|Bir diğer önemli şey de Piktleri izlemeyi sevmemem. Evet, halkımı tanıyorum, Alban kralları tarafından yönetiliyorlar fakat bu onları tek bir millet yapmaz. Biz İrlandalıyız, o farelerden değiliz. 
str_npc5_backstory_c|Mirası çalınmış biri olarak kılıcımla herhangi bir gelir kazanma şansına açığım. 
str_npc6_backstory_c|Herkesin ölümünü gördüm: kaptanın, denizcilerin ve gemiyi koruyan okçuların... ve bir Viking gemisinde elleri ve ayakları bağlı uyanana kadar kendimi de ölmüş olarak düşündüm. Bir esirdim fakat tanrıya şükür kurtuldum. Erudino'dan önce sefil biriydim. Diğerleri yerine ben ölmeliydim. Artık sadece kefaret için yaşıyorum.
str_npc7_backstory_c|Ama kendimi şanssız görmüyorum yabancı, bu topraklardaki herhangi bir kadından daha şanssız değilim.
str_npc8_backstory_c|Bana burada bazıları 'Reginhard the Fool,' der. Burada olmamalıydım.
str_npc9_backstory_c|Kılıcım, ona layık olan bir kaptanın emrinde olacak. Çünkü bu, toprak sahipliğinden sonra bir adamın sahip olabileceği en değerli uzmanlıktır. Öte yandan bu iş yüzünden yollarda her türlü serseri, hırsız, suçlu ve muhtelif ayak takımıyla vakit geçirmek zorunda kalıyorum.
str_npc10_backstory_c|Şimdi öyle birini bulsam, seve seve onun için savaşırım.
str_npc11_backstory_c|Birkaç gündür sizi izleyerek size katılmaya karar verdim. Şimdilik size katılacağım. Önünüzde mükemmel bir gelecek var ve önsezilerim beni yanıltmazsa bu şansı sizle paylaşmak isterim. 
str_npc12_backstory_c|Gerçek şu ki, hala genç olduğum ve yeni yerler görüp yeni şeyler öğrenmek için hala şansım olduğundan, Odinsve'ye bu kadar erken dönmeyi planlamıyordum. Bu yüzden Nornlar bizim kaderimize katıldı. Savaşçılarının yaralarını saracak birine ihtiyacın var ve benim de senin gibi şansı olan birine ihtiyacım var.
