qstr_{reg1}.0|{reg1}.0
qstr_Orders:_Meet_and_Fol|Emirler: Tanış ve Takip ettir.
qstr_Orders:_Go_to_a_Plac|Emirler: Bir yere git.
qstr_Orders:_Patrol_an_Ar|Emirler: Bir alanı kolaçan et. 
qstr_Orders:_Besiege_a_Pl|Emirler: Bir alanı kuşat. 
qstr_>>_Relations:^This_l|>> İlişkiler:^Bu lord senin krallığına ait.
qstr_Relations:_None.|İlişkiler: Yok.
qstr_Relations:_Insult_an|İlişkiler: Aşağıla ve Kışkırt. 
qstr_Relations:_Send_a_Gi|İlişkiler: Bir hediye gönder.
qstr_>>_^^Diplomacy:^It_i|>> ^^Diplomasi:^Eğer tek başınaysan yalnızca kale liderleri ile görüşebilirsin^.
qstr_Diplomacy:_None.|Diplomasi: Yok.
qstr_Diplomacy:_Suggest_a|Diplomasi: Bir müttefik belirle.
qstr_Diplomacy:_Suggest_P|Diplomasi: Barışı sağla.
qstr_Diplomacy:_Declare_W|Diplomasi: Savaş ilan et.
qstr_You_want_to_order_{s|{s9}'u yönetmek istersen, tanış ve kendini izlet.
qstr_You_want_to_order_{s9|{s9} 'u yönetmek istersen gideceğin yer...
qstr_You_want_to_order_{s9}|{s9}'u yönetmek istersen, etrafı kolaçan et....
qstr_You_want_to_order_{s9}_|{s9}'u yönetmek istersen kuşatacağın yer...
qstr_You_want_to_send_a_m|{s9}'u aşağılamak ve kışkırtmak istersen bir mesaj yolla. Muhtemelen bu onun sana saldırmasını sağlayacaktır.
qstr_You_want_to_send_a_g|İlişkinizi düzeltmek için 2000 pening değerinde yüzük, bilezik ve diğer mücevherleri {s9}'a göndermek istiyorsun.
qstr_You_want_to_invite_{|Müttefiğin yapmak için {s9}{.i} davet etmek istiyorsun. 
qstr_You_want_to_make_pea|{s9} ile barışı sağlamak istiyorsun.
qstr_You_want_to_declare_|{s9}{.e} savaş ilan etmek istiyorsun. Özellikle başka krallıklardan müttefiklerin varsa, ilişkilerinin kötü olmadığı birine savaş açmak diğer krallıkları rahatsız edebilir ve sana güvenleri kalmaz.
qstr_No_message_chosen.|Seçilmiş bir mesaj yok.
qstr_>_You_are_sending_a_|> {s9}{.e} bir mesaj yolluyorsun^^> Mesafe: {reg2} km.^^> Ulağın ücreti {reg3} pening.^^^> {s10}
qstr_You_have_not_chosen_|Gönderecek bir mesaj seçmedin. 
qstr_This_place_is_alread|Bu yer başka bir krallık tarafından kuşatılmış. 
qstr_You_have_good_relati|Bu krallık ile ilişkilerin iyi. Lordun onlara saldırmayacak. 
qstr_You_re_already_at_pe|Bu krallık ile barışı sağladın. Bir ulak göndermene gerek yok. 
qstr_You_need_to_improve_|İttifak önermeden önce bu krallık ile ilişkilerini iyileştirmen gerek.
qstr_You_already_have_an_|Bu krallık ile bir ittifağın var. Mevcut mütefiğinin bitirmesini bekle.
qstr_You_are_already_at_w|Bu krallıkla zaten savaş halindesin. 
qstr_You_do_not_have_the_n|Ulağa ödemek için gerekli paran yok. 
qstr_This_is_a_hardcore_m|Bu çok şiddetli bir istila. ^^Yeniden canlanma ancak turun başında mümkün.
qstr_Please_wait.^Player_|Lütfen bekle.^Oyuncu dirilmesi acnak {{reg10} round sonra:sıradaki round} mümkün olacak.
qstr_Send_message_to_othe|Diğer ADMİN'lere mesaj gönder:
qstr_Broadcast_message_to|Tüm oyuncular için mesaj yayınla:
qstr_*ADMIN*:_{s0}|*ADMIN*: {s0}
qstr_*ADMIN*:|*ADMIN*:
qstr_Reset_map|Haritayı yeniden başlat
qstr_Slay_all_bots|Tüm botları katlet
qstr_Slay_player|Oyuncuyu katlet
qstr_Heal_player|Oyuncuyu iyleştir
qstr_Swap_player_team|Oyuncu takımını takas et
qstr_Swap_player_to_spect|Oyuncuyu izleyici ile değiştir
qstr_Give_player_Thor_s_H|Oyuncuya Thor'un Çekicini ver
qstr_Beacon_a_player|Bir oyuncuya yol göster
qstr_You_are_the_Thor_s_C|Thor'un Şampiyonusun
qstr_Kill_as_many_opponen|Öldürebildiğin kadar rakip öldür.
qstr_Kill|Öldür
qstr_You_are_the_captain_|Bu geminin kaptanısın
qstr_Ship_Captain|Gemi Kaptanı
qstr_{s0}^>_{s1}_{s2}_{s3|{s0}^> {s1}, {s2}, {s3}, {s4}
qstr_ERROR_in_script_calc|Senaryoda zaman ışıklarını hesaplama hatası
qstr_Manage_this_village.|Bu köyü yönet.
qstr_Recruit_volunteers.|Gönüllü topla. 
qstr_Go_to_the_village_ce|Köy merkezine git. 
qstr_Buy_supplies.|Erzak satın al.
qstr_Attack_the_bandits.|Haydutlara saldır.
qstr_Wait_here_for_some_t|Burada biraz bekle.
qstr_{reg5?Continue_colle|{reg5?vergi toplamaya devam et:Vergi topla}.
qstr_Train_the_peasants.|Köylülere talim ver.
qstr_Take_an_action.|Eyleme geç.
qstr_Leave...|Ayrıl...
qstr_You_need_to_obtain_p| Buradaki kişileri orduna katmak için köyün liderinden izin almalısın. 
qstr___Symbel_| (Symbel)
qstr_Join_the_competition|Yarışmalara katıl.
qstr_Stroll_through_town.|Şehre gezintiye git. 
qstr_Mead_hall__Hire_men_|Taverna (Asker kiralama).
qstr_Visit_the_mead_hall.|Tavernayı ziyaret et.
qstr_Speak_with_the_merch|Tüccarla konuş.
qstr_Visit_the_training_g|Talim alanlarını ziyaret et.
qstr_Never:_Enter_the_pri|Asla: Hapishaneye girme.
qstr_Stroll_the_grounds.|Alanlarda gezin.
qstr_Visit_your_Farmstead|Çiftliğini ziyaret et. 
qstr_Attempt_to_visit_a_l|Bir hanımı ziyaret etmeye çalış. 
qstr_Trade_with_locals.|Yerel tüccarlarla alışveriş yap.
qstr_Travel_to_another_Po|Başka bir limana seyehat et. 
qstr_Manage_this_{reg0?to|{reg0?town:castle} 'ı yönet.
qstr_Move_your_court_here|Saray halkını buraya ilerlet.
qstr_Manage_the_garrison.|Garnizonu yönet.
qstr___{reg1}_penings_per| ({reg1} pening /gecelik)
qstr_Ask_for_potential_re|Sana katılmak isteyecek asker olup olmadığını sor.
qstr_See_the_ships.|Gemileri gör
qstr_Symbel_for_your_men.|Adamların için Symbel.
qstr_Sail_from_port.|Limandan ayrıl.
qstr_You_have_lost_the_tr|Bütün tüccarları onlarsız karaya çıktığın için kaybettin.
qstr_You_have_lost_the_tra|Bütün tüccarları onlarsız demir aldığın için kaybettin.
qstr_Error:_get_next_wate|Hata: bir sonraki su pozisyonuna geç
qstr_get_next_land_positi|yarı çap ile hata, bir sonraki toprak pozisyonuna geç: {reg1}
qstr_Wank_ERROR!|HATA!
qstr_Error_1_in_calculate|Hata 1 yanaşma noktası hesaplayamama
qstr_ERROR:_I_dont_have_t|HATA: Bu tip gemim yok
qstr_TEST:_CRITICAL_COLLI|TEST: KRİTİK ÇARPIŞMA!
qstr_SHIP_{reg8}_ERROR:_g|GEMİ {reg8} HATA: gtbws aynı değil!
qstr_TEST:_I_m_playing_sn|TEST: Oynuyordum ve çarptım
qstr_Port_of_{s1}|{s1} limanı
qstr_Refill_Supplies|Yenilenebilir Kaynaklar
qstr_{s1}_of_the_{s3}_was|{s3}{.nin} {s1}{.i} savaşta yenildi ancak kaçmayı başardı.
qstr_{s49}{s12}|{s49}{s12}
qstr_Trying_to_improve_yo|{s44} ile ilişkini ilerletmeye çalışıyorsun
qstr_Is_imprisoned_in_the|{s44} zindanlarında esir durumda
qstr_{s54}_is_a_claimant_|{s54}, {s56} tahtının varisi.
qstr_nowhere|hiçbir yer
qstr_{s57}_and_{s58}|{s57} ve {s58}
qstr_{reg3?She:He}|{reg3?o}
qstr_The_town_of_{s50}|{s50} Şehri
qstr_The_village_of_{s50}|{s52} yakınlarında {s50} köyü
qstr_{s51}_belongs_to_{s1|{s51}, {s2}{.nin} {s1}{.ine} ait.^
qstr_{s7}_and_{s8}|{s7} ve {s8}
qstr_{s2}It_has_no_villag|{s2}{.nin} hiç köyü yok.^
qstr_{s2}{reg0?Its_villag|{s2}{Köyleri/ Köyü} {s8}.^
qstr_{s2}Its_prosperity_i|{s2}Sahip oldukları: {s50}
qstr_{s9}_and_{s10}|{s9} ve {s10}
qstr_{s21}._The_{s8}_decl|{s21}. İttifak sağlamak için {s8} savaş ilan etti. 
qstr_The_{s5}_has_been_de|{s5} yenildi!
qstr_{s7}_opened_the_gate|{s7} kapıları açtı.
qstr_{s7}_closed_the_gate|{s7} kapyı kapattı.
qstr_You_have_received_{r|{reg5} kritik zararına uğratıldın!
qstr_You_have_dealt_{reg5|{reg5} kritik zararla mücadele ettin!
qstr_You_have_received_{re|Başına {reg5} kritik darbesi aldın ve bir süreliğine görme yetin kayboldu!
qstr_You_unleash_your_bat|Savaşma öfkeni serbest bıraktın!!!
qstr_You_feel_exhausted_a|Öfkenden sonra yorgun hissediyorsun!!!
qstr_Your_strength_is_bac|Gücün geri geldi.
qstr_You_are_too_exhauste|Savaşa grmek için fazla yorgunsun.
qstr_The_sound_of_your_si|Tarafının boru sesi seni güçlü hissettiriyor!
qstr_The_sound_of_the_ene|Düşman borusunun sesi seni tedirgin ediyor.
qstr_You_are_no_longer_af|Boru sesi sende herhangi bir etki yaratmıyor.
qstr_{reg1}_ally_troops_w|{reg1} tüm birlikler senin savaş borunun sesinden etkileniyor!
qstr_No_ally_troops_were_|Hiçbir müttefik birlik senin savaş borunun sesinden wtkilenmiyor.
qstr_You_need_to_catch_yo|Savaş boruna tekrar üflemeden önce nefesini toplamalısın.
qstr_Your_supplies_are_re|Erzakların yeniden dolduruldu.
qstr_AI_warriors_were_sla|AI savaşçıları bir admin tarafından katledildi.
qstr_All_players_were_sla|Tüm oyuncular bir admin tarafından katledildi.
qstr_Player__{s1}__was_sl|Oyuncu '{s1}' bir admin tarafından katledildi. 
qstr_All_players_were_hea|Tüm oyuncular bir şifacı tarafından iyileştirildi. 
qstr_Player__{s1}__was_he|Oyuncu '{s1}' bir admin tarafından iyileştirildi. 
qstr_Teams_have_been_swap|Takımlar bir admin tarafından takas edildi.
qstr_Player__{s1}__was_sw|Oyuncu '{s1}' bir admin tarafından başka bir takıma takas edildi. 
qstr_All_players_were_swa|Tüm oyuncular bir admin tarafından seyircilerle takas edildi. 
qstr_Player__{s1}__was_swa|Oyuncu '{s1}' bir admin tarafından seyirci ile değiştirildi.
qstr_{s1}_recieved_a_Thor|{s1} bir adminden Thor'un çekicini aldı.
qstr_*ADMIN_CHAT*_[{s1}]:|*ADMIN CHAT* [{s1}]: {s0}
qstr_Grants_+{reg1}_to_pa|Taraf moraline +{reg1} yardımları 
qstr_Increases_morale_dur|Savaş sırasında morali yükseltir 
qstr_Heavy_Armour:_you_su|Ağır Zırh: belli yetenekler için ağır cezalar ödersin. 
qstr_Medium_Armour:_you_s|Orta Zırh: belli yetenekler için cezalar ödersin. 
qstr_Heavy_Equipment:_you|Ağır Ekipman: Belli yetenekler için cezalar ödersin. 
qstr_Ritual_Equipment:_Ad|Tören Ekipmanları: belirli yeteneklerde avantajlar
qstr_Improves_leadership_|Liderlik ve ikna özelliğini geliştirir. 
qstr_Requires_{reg1}_inte|Okumak için {reg1} yeteneği gereklidir 
qstr_Reading_Progress:_{r|Okuma süreci: {reg1}%
qstr_wound_treatment|Yara tedavisi
qstr_trainer|talimci
qstr_surgery|cerrah
qstr_persuasion|ikna
qstr_Gives_+1_to_{s1}_whi|Keşifteyken {s1}{.e} +1 verir
qstr_Move_here|Buradan hareket et
qstr_View_notes|Notları göster
qstr_Accompany|Eşlik et
qstr_Find_landing_point|Karaya çıkış noktasını bul
qstr_killed|Öldürüldü
qstr_wounded|Yaralı
qstr_{s0}^TOTAL:_{reg3}__|{s0}^TOPLAM: {reg3} ({s2})
qstr_^{s0}|^{s0}
qstr_nothing|hiçbir şey
qstr_{reg0}_village{reg1?|{reg0} köy{reg1?s:}
qstr_{reg0}_castle{reg1?s|{reg0} kale{reg1?s:}
qstr_{reg0}_castle{reg1?s:|{reg0} kale{reg1?s:} ve {s0}
qstr_{reg0}_town{reg1?s:}|{reg0} şehir{reg1?s:}
qstr_{reg0}_town{reg1?s:}_|{reg0} şehir{reg1?s:} ve {s0}
qstr_{reg0}_town{reg1?s:}_{|{reg0} şehir{reg1?s:}, {s0}
qstr_Your_opponents_are_r|Rakiplerin dövüş için hazırlar.
qstr_Try_to_destroy_as_ma|Yapabildiğin kadar çok hedefi yok et. Yolu temizlemen için iki buçuk dakikan var.  
qstr_Stay_behind_the_line|Yerde sıranın arkasında kal ve hedefleri vur. Hiç bir atışı harcamamaya çalış. 
qstr_Battle_Advantage_=_{|Savaş avantajı = {reg0}.
qstr_{s9}_wants_you_to_re|{s9} daha sonraki bildirime kadar ordusunu takibe devam etmek istiyor.  
qstr__Being_Raided_|(Baskına uğramış)
qstr__Looted_|(Yağmalanmış)
qstr__Under_Siege_|(Kuşatma altında)
qstr_The_village_of_{s1}_|{s1} köyü {s2} tarafından yağmalandı.
qstr_{s3}_is_no_longer_un|{s3} kuşatma altında değil.
qstr_Small_bands_of_enemi|Küçük bir düşman grubu {s1} yakınlarında görüldü.
qstr_Enemy_patrols_have_b|{s1} yakınlarında düşman devriyesi görüldü.
qstr_A_medium_sized_group|{s1} yakınlarında orta büyüklükte bir düşman grubu görüldü.
qstr_A_significant_group_|{s1} yakınlarında ciddi büyüklükte bir düşman grubu görüldü.
qstr_An_army_of_enemies_h|{s1} yakınlarında bir düşman ordusu görüldü.
qstr_A_large_army_of_enem|{s1} yakınlarında büyük bir düşman ordusu görüldü.
qstr_A_great_host_of_enem| {s1} yakınlarında geniş bir düşman grubu görüldü.
qstr_{s1}_has_been_besieg|{s1} , {s3}{.nin} {s2}{.i} tarafından kuşatma altına alındı.
qstr__{s1}__{s11}:_{s14}|({s1}) {s11}: {s14}
qstr_{s14}__{s21}_|{s14} ({s21})
qstr_{s1}_is_the_new_mars|{s1}, {s2}{.nin} yeni mareşali.
qstr_You_gain_{reg12}_ren|{reg12} nam kazandın.
qstr_You_lose_{reg12}_ren|{reg12} nam kaybettin.
qstr_Your_relation_with_{|{s1} ile olan ilişkin iyileşti. 
qstr_Your_relation_with_{s|{s1}ile olan ilişkin kötüleşti.
qstr_You_gain_reputation.|Ün kazandın.
qstr_You_lose_reputation.|Ün kaybettin.
qstr_Now_your_reputation_|Şuan ünün {reg1}
qstr_The_{s1}_has_declare|{s1} {s2}{.e} savaş açtı.
qstr_The_{s15}_complies_w|{s15} müttefiği {s17} ile iş birliği yaparak {s16}{.e} saldırdı.
qstr_The_{s1}_and_the_{s2|{s1} ve {s2} birbirleriyle barış sağladı. 
qstr_{s2}_{reg3?was:is_cu|{s2} {reg3?en son} {s3}{.de}.
qstr_{s2}_{reg3?was:is}_t|{s2} {reg3?was:is} {s3}{.e} yol alıyor ve {reg4?she:he} {reg3?was:should be} {s4}'e{reg3?: şu sıralar} yakın.
qstr_{s2}_{reg3?was:is}_i|{s2} {reg3?was:is} alanda ve {reg4?she:he} {reg3?was:should be} {s3}{reg3?: at the moment}'e yakın.
qstr_{s2}_{reg3?was:is}_b|{s2} {reg3?was:is} {s3}{.de} esir tutuluyor.
qstr_{s2}_{reg3?was:has_b|{s2} {reg3?was:has been} düşmanları {reg4?her:his} tarafından esir alındı.
qstr_I_don_t_know_where_{|{s2} {reg3?was:is}{.nin} nerede olduğunu bilmiyorum.
qstr_{s2}_is_attacking_th|{s2} Saksonlara saldırıyor.
qstr_{s2}_is_defending_th|{s2} Ragnar'ın çocuklarının krallığını savunuyor.
qstr_{s6}_has_joined_your|{s6} tarafına katıldı.
qstr_TEST:_A_ally_agent_j|TEST: Bir müttefik gemisi kaçmaya başladı!
qstr_TEST:_A_enemy_agent_|TEST: Bir müttefik gemisi kaçmaya başladı!
qstr_You_now_owe_{reg2}_p|Şuan {s1}'e {reg2} pening borçlusun.
qstr_You_stand_to_gain_{r|Eğer bu savaşı kazanırsan {reg8} nam kazanırsın.
qstr_You_have_run_into_a_|Tuzağa düşürüldün!
qstr_You_are_attacked_by_|Bir haydut grubu tarafından saldırıya uğradın!
qstr_Holding|Bekliyor
qstr_Following|Following
qstr_Charging|İşliyor
qstr_Advancing|İlerliyor
qstr_Falling_Back|Geri düşüyor
qstr_Standing_Closer|Yakın duruyor
qstr_Spreading_Out|Yayılıyor
qstr_Standing|Duruyor
qstr_N/A|N/A
qstr_Free|Bedava
qstr_Any_Weapon|Herhangi bir silah
qstr_Blunt_Weapons|Körleşmiş Silahlar
qstr_{s1}_Rebels|{s1} Ayaklanmaları
qstr_Given_by:_{s62}|Tarafından: {s62}
qstr_Given_on:_{s60}|Bırakılan: {s60}
qstr_You_have_{reg0}_days|Bu görevi tamamlamak için {reg0} günün var.
qstr_This_quest_has_been_|Bu görev tamamlandı. {s59}{.e} haberleri ver.
qstr_This_quest_has_been_c|Bu görev sonuçlandı.
qstr_This_quest_has_been_s|Bu görev başarıyla tamamlandı. {s59} ile konuş.
qstr_This_quest_has_been_su|Bu görev başarıyla tamamlandı.
qstr_This_quest_has_faile|Bu görev başarısızlıkla sonuçlandı. {s59} ile durumu açıklamak üzere konuş. 
qstr_This_quest_has_failed|Bu görev başarısızlıkla sonuçlandı.
qstr_At_the_time_quest_wa|Görev verildiği sırada:^{s1}
qstr_The_{s5}_has_a_stren|{s5} toplamda {reg1} adamın gücüne sahip.
qstr_According_to_the_las|Onu gördüğün son sefere göre, {s1}
qstr_According_to_the_last|Onun hakkında işittiğin son şeye göre, {s1}
qstr_The_current_garrison|Mevcut garnizonda {reg5} adam var.^ {reg6} gün yetecek yemek stokları mevcut.
qstr_Very_Poor|Çok fakir
qstr_Poor|Fakir
qstr_Average|Ortalama
qstr_Rich|Zengin
qstr_Very_Rich|Çok Zengin
qstr_Manor|Malikane
qstr_A_manor_lets_you_res|Köyde dinlenmene izin veriyor ve sen dinlenirken birliğinin yarı ücretlerini ödüyor.  
qstr_Mill|Değirmen
qstr_A_mill_increases_vil|Değirmen köyün değerini %5 artırır.
qstr_Watch_Tower|Saat Kulesi
qstr_A_watch_tower_lets_t|Saat Kulesi köylülerin daha erken alarm vermelerini sağlar. Düşmanlar köyü yağmaladığı zaman %50 artırır.
qstr_School|Okul
qstr_A_shool_increases_th|Bir okul köylülerin size bağlılıklarını her ay +1 artırır. 
qstr_Messenger_Post|Ulak Postası
qstr_A_messenger_post_let|Ulak postası eğer sen bir yerleşim yerine uzaktaysan düşmanların yaklaştığı heran o yerin sakinlerinin sana haber vermelerini sağlar. 
qstr_Prison_Tower|Hapis Kalesi
qstr_A_prison_tower_reduc|Hapis Kalesi esirlerin buradan başarılı bir şekilde kaçma şanslarını azaltır. 
qstr_Christian_Monastery|Hristiyan Manastırı
qstr_A_monastery_promotes|Manastır Hristiyanlığın yayılmasını destekler. 
qstr_Temple_of_god_Odin|Odin Tapınağı 
qstr_A_temple_promotes_pa|Tapınak pagan öğretilerini destekler. 
qstr_Christian_Church|Hristiyan Kilisesi
qstr_A_church_promotes_de|Kilise Hristiyanlığın yayılmasını destekler.
qstr_Shrine_of_Norse_Gods|Nors Tanrılarının Mabedi.
qstr_A_shrine_promotes_pa|Mabet pagan öğretilerini destekler.
qstr_Blacksmith|Demirci
qstr_A_blacksmith_manufac|Demirci el aletleri ve silahlar üretir ve satar. 
qstr_Merchants__Rest_Hall|Tüccarların Dinlenme Yeri
qstr_A_rest_hall_encourag|Dinlenme yeri tüccar topluluğunu teşvik eder ve zenginlik katar. 
qstr_Scriptorium|Manastır Yazıhanesi
qstr_A_scriptorium_increa|Yazıhane sizin ününüzü bilgelik efendisi olarak gösterip artırır. 
qstr_Slave_Market|Köle Marketi
qstr_A_slave_market_incre|Köle marketi, liman şehrinizin refah seviyesini ve vergi gelirini yükseltir fakat halkın size olan itibarının düşmesine sebep olur.
qstr_Brewery|Bira Fabrikası
qstr_A_brewery_increases_|Bira fabrikası kalenizin refah seviyesini ve size olan bağlılığını artırır.
qstr_The_prosperity_of_{s|{s2}{.nin} zenginliği {s3}{.ten} {s4}{.e} değişti.
qstr_{s4}_looks_upset.|{s4} üzgün görünüyor.
qstr_your_party|Senin tarafın
qstr_{reg0?One_of_your_pr|{reg0?One of your prisoners, :} {s3}{.nin} {s1}{.i} esaretten kurtuldu!
qstr_You_have_delivered_{|{s1}{.e} {reg3} baş sığır getirdin. 
qstr_I_heard_that_there_w|Çok yakında {s62}{.de} turnuva olduğunu duydum. 
qstr_I_heard_that_one_can|{s62}{.nin} {s63}{.de}çok ucuza alınabileceğini duydum.
qstr_I_heard_that_they_pa|{s63}{.de} {s62} için çok yüksek ücret ödediklerini duydum. 
qstr_I_heard_that_the_Dan|Danimarkalıların Batı Seaks'ı gelecek bahardan önce fethedeceklerini duydum.
qstr_Currently_the_most_r|Son zamanlarda ozanlardan en çok istenen şarkı Gwynedd kralı Cadwallon'un şarkısı ve Northhymbre'yı fethedip eski Deira Krallığı'nın kalbine giren Mierce kralı Penda'nın şarkısı. Kral Eadwine savaşçılarını toplamış ve onlarla savaşta buluşmak için güneye gitmiştir. İki ordu Haedfeldland'da karşılaşmış ve tüm zamanların en kanlı ve en acımasız savaşına katılmışlardır. Belki de bu popülerliği son zamanlardaki fetihlerden gelmektedir.
qstr_I_heard_the_Pope_in_|Papa'nın Roma'dan Danimarkalıları çevirmek için misyonerler gönderdiğini duydum!
qstr_Ragnar_s_sons_are_th|Ragnar'ın oğulları dünyadaki en tehlikeli insanlar. Onlar ne kadar acımasız olduklarını ve bu yüzden kimsenin onlarla karşılaşmak istemediğini duydum. 
qstr_I_think_the_wife_of_|Bir arkadaşımın eşinin kendisini bir ozanla aldattığını düşünüyorum. 
qstr_I_hate_bandits!_Some|Haydutlardan nefret ediyorum! Birileri onların hepsini öldürmeli.
qstr_I_would_like_to_know|Romalılar dönemini öğrenmek istiyorum.
qstr_Many_of_the_nobles_o|Englaland'ın neredeyse tüm gençleri genç prenses Hild'den etkilenmişler. O kadar güzel ki. Dine eğilimli olması büyük şanssızlık!
qstr_A_traveller_told_me_|Bir gezgin bana Franklerin Frisianlara saldırmak için adam topladıklarını söyledi.
qstr_The_Danish_have_brou|Danimarkalılar tüm yabancıları beraberlerinde getirdi. Adeta tüm dünya eski Englaland'a gelmiş gibi.
qstr_West_Seaxe_was_never|Batı Seakse hiç bu kadar güçlü olmamıştı. Krallarının Brytenwalda olarak anılması çok normal.
qstr_I_wish_the_world_was|Keşke dünya daha az tehlikeli olsaydı. Yalnızca bir kaç kişi yaşlanabiliyor.
qstr_I_ve_been_told_the_a|Ui Neill ordusunun sıkı disiplin ve talimini sürdürdüğünü duydum. Bu yüzden Hibernia'da en güçlü onlar!
qstr_two_days_ago|iki gün önce
qstr_The_marshal_is_levyi|Mareşal senin {s10} merkezinden {reg0} birlik topladı. 
qstr_DEBUG_:_attack_of_{s|DEBUG : attack of {s8} is {reg0}({reg11}), prs:{reg7}, pow:{reg8}, dis:{reg9}, lst:{reg10}{***}
qstr_{s35}_of_the_{s34}|{s34}'{.in} {s35}'{.i}
qstr_{s37}_of_the_{s36}|{s36}'{.in} {s37}'{.i}
qstr_The_brewery_in_{s1}_|{s1} bira fabrikası buranın refah seviyesini artırıyor. 
qstr_You_gain_right_to_ru|Yönetme hakkı kazandın.
qstr_You_lose_right_to_ru|Yönetme hakkını kaybettin.
qstr_You_are_an_elder._Yo|Sen yaşlı birisin. Hayat tecrübelerin saymakla bitmez. Belki eskisi kadar güçlü ve çevik olmayabilirsin ancak kesinlikle bir bilgesin. 
qstr_You_are_an_adult._Yo|Sen bir yetişkinsin. Tecrübenin sağlıkla buluştuğu bir yaştasın. 
qstr_You_are_a_youth._You|Sen bir gençsin. Enerji dolusun ve etrafındaki dünyayı değiştirmeye isteklisin.
qstr_According_to_Galen_s|Galen'in eski mizaçlarına göre senin kişiliğin:
qstr_Phlegmatic._Its_elem|Soğukkanlı. Elementi su ve Hipokrat salgısı balgam. Sakin, merhametli, güvenilir, utangaç, itaatli ve tutarlı kişilerle bağdaştırılır. Bu kişiler ayrıca değişime kapalı, mesafeli, dingin ve içine kapanık olurlar. 
qstr_Melancholic._Its_ele|Melankolik. Elementi topraktır ve Hipokrat salgısı kara safradır. İçe dönük, hassas, sezgili, yaratıcı mükemmelliyetçi, sabırlı, ilgili ve anlayışlı kişilerle bağdaştırılır. Bu kişiler ayrıca sakar, saplantılı, depresif ve memnuniyetsizdir. 
qstr_Choleric._Its_elemen|Asabi. Elementi ateştir ve Hipokrat salgısı sarı safradır. İkna edici, benmerkezci, dışadönük, bağımsız, karizmatik ve hırslı kişilerle bağdaştırılır. Bu kişiler ayrıca ısrarcı, emirci, asabi, acımasız ve alıngandır.
qstr_Sanguine._Its_elemen|Neşeli. Elementi havadır ve Hipokrat salgısı kandır. İyimser, yartıcı, artistik, neşeli, sosyal, mantıklı ve keyif düşkünü kişilerle bağdaştırılır. Bu kişiler ayrıca unutkan, düşüncesiz ve tahmin edilemez kişilerdir.
qstr_{s1}^^{s2}_{s3}|{s1}^^{s2} {s3}
