str_no_string|NO STRING!
str_battle_fate_2|부상을 당했고 죽기위해 내버려짐
str_battle_fate_3|적에 의해 정신을 잃고 쓰러짐
str_battle_fate_4|몸값을 받아서 가지고 있음
str_battle_fate_5|붙잡혔지만 나중에 도망침
str_npc_morale_report|저는 당신이 동료를 선택하는 것은 {s6}이고, 당신의 지도력 스타일은 보통 {s7}이며, 일반적인 사건의 상태는 대부분 {s8}입니다.
str_happy|행복함 
str_content|만족함
str_concerned|걱정됨
str_not_happy|모두 행복하지 않음
str_miserable|완전히 끔직함
str_morale_reg1| 사기: {reg1}
str_bar_enthusiastic|                   열광적인
str_bar_content|              만족한
str_bar_weary|          지루한
str_bar_disgruntled|     불만인
str_bar_miserable|  비참한
str_here_plus_space|여기 
str_npc1_intro|하! 빌어먹을 치마꼴이 이게 뭐람! 
str_npc2_intro|안녕하세요. 저와 함께 한잔 하시겠어요?
str_npc3_intro|안녕하세요. 그런데 왜 그렇게 쳐다보시죠?
str_npc4_intro|안녕하시오. 그런데 뭘 그리 쳐다보시죠?
str_npc5_intro|반갑습니다, 여행자여. 나와 함께 한잔 하시겠습니까?
str_npc6_intro|저는 잃어버렸어요...잃어버렸어요...
str_npc7_intro|안녕! 그런데 뭐하는 사람?
str_npc8_intro|원하는게 뭐죠?
str_npc9_intro|이봐요, 착해보이는 {남자/여자}군요, 제게 술한잔 사시겠어요?
str_npc10_intro|반가워요. 가능하다면 한가지 도움을 요청하고 싶군요.
str_npc11_intro|무슨 일이죠?
str_npc12_intro|반갑습니다. 아마 당신이 절 도울 수 있을 것 같네요.
str_npc13_intro|다가오지 마라.
str_npc14_intro|반갑소. 혹시 죽일 사람이 있소?
str_npc15_intro|어서! 말해봐요, 당신 혹시 기술자가 필요하진 않은가요?
str_npc16_intro|넌 또 뭐 하는 놈이야?
str_npc_basher_intro|쉿! 조용히 해요! 물건은?
str_npc_sange_intro|(갑옷을 걸친 여자가 술잔을 든채 멍하니 있다.)
str_npc_paintrain_intro|망할. 이 빌어먹을 전쟁광놈들을 어떻게 해야 혼쭐 내줄 수 있을까.
str_npc_hammertime_intro|여행자님! 도와주세요.
str_npc_tank_intro|내게 1000000전 빌려주시게.
str_npc_backwoodsharry_intro|안녕하세요. 여행자님.
str_npc_deadeye_intro|(슬픈 표정의 남자가 술을 마시고 있다.)
str_npc_probulator_intro|반갑습니다. 술 상대가 없는데 같이 한잔 하시겠습니까?
str_npc_grim_intro|(비통한 표정의 남자가 술을 마시고 있다.)
str_npc_enchantress_intro|(남자가 조용히 술을 마시고 있다.)
str_npc1_intro_response_1|보기 좋은데요. 뭐가 문제죠.
str_npc2_intro_response_1|나쁠 것 없죠. 한잔 합시다.
str_npc3_intro_response_1|흔히 볼 수 없는 복색이라 놀랐습니다. 대체 무얼 하는 분이시죠?
str_npc4_intro_response_1|그 칼은 도대체 뭡니까? 그렇게 큰 검은 본적이 없소.
str_npc5_intro_response_1|그럼요. 같이 마셔도 될까요?
str_npc6_intro_response_1|뭘 잃어버렸다는 거죠?
str_npc7_intro_response_1|에...저는 군대를 운영하고 있습니다. 용병일 때도 있고 아닐 때도 있죠.
str_npc8_intro_response_1|그저 인사를 하려던 거였어요, 아가씨. 무슨 안 좋은 일이라도 있나요?
str_npc9_intro_response_1|붙임성이 좋군요. 한잔 사도록 하죠.
str_npc10_intro_response_1|도움이라, 무슨 일이시죠?
str_npc11_intro_response_1|그저 인사를 하려던 것 뿐입니다.
str_npc12_intro_response_1|왜 그러죠?
str_npc13_intro_response_1|왜 그렇게 경계하는 겁니까?
str_npc14_intro_response_1|무슨 말을 하는 거죠?
str_npc15_intro_response_1|뭐 있으면 좋죠.
str_npc16_intro_response_1|악의는 없습니다. 단지 한잔하러 들어왔을 뿐이라고요.
str_npc_basher_intro_response_1|무슨 물건? 사람을 잘못 본 것 같은데.
str_npc_sange_intro_response_1|(말을 건다.) 같이 한잔 해도 되겠소?
str_npc_paintrain_intro_response_1|무슨 일입니까.
str_npc_hammertime_intro_response_1|무슨 일입니까?
str_npc_tank_intro_response_1|무슨 소리요. 내게 그런 돈이 어디있다고.
str_npc_backwoodsharry_intro_response_1|안녕하세요. 숙녀분께서 무슨일로?
str_npc_deadeye_intro_response_1|(말을 건다.) 마침 술상대가 없군. 합석해도 되겠소?
str_npc_probulator_intro_response_1|그럽시다.
str_npc_grim_intro_response_1|(말을 건다) 합석해도 되겠소?
str_npc_enchantress_intro_response_1|(말을 건다) 같이 한잔 해도 되겠소?
str_npc1_intro_response_2|야한 옷을 입은 여자랑은 대화하고 싶지 않네요.
str_npc2_intro_response_2|처음 만난 사람과 술잔을 기울이고 싶은 마음은 없소.
str_npc3_intro_response_2|옷 좀 똑바로 입고 다녀! 이 정신 나간 여자야!
str_npc4_intro_response_2|콧수염과 할 얘기는 없소.
str_npc5_intro_response_2|제가 바빠서 시간이 없네요.
str_npc6_intro_response_2|험악한 사람과 말 섞고 싶지 않아요.
str_npc7_intro_response_2|당신 알 바 아니에요.
str_npc8_intro_response_2|아무것도 아닙니다. 농담할 상황이 아닌 것 같군요. 좋은 하루되세요.
str_npc9_intro_response_2|직접 사드시지!
str_npc10_intro_response_2|도움은 다른 사람에게 구하시지.
str_npc11_intro_response_2|아닙니다.
str_npc12_intro_response_2|미안해요, 지금 다른 해야할 일이 있어요.
str_npc13_intro_response_2|저는 당신을 상대할 생각 없습니다.
str_npc14_intro_response_2|아무것도 아니에요. 미안합니다.
str_npc15_intro_response_2|아니요. 필요없습니다, 아가씨.
str_npc16_intro_response_2|당신알바 아니지. 난폭한 아가씨.
str_npc_basher_intro_response_2|옷이나 똑바로 입고다녀 이 미친여자야!
str_npc_sange_intro_response_2|(여자를 내버려 둔다.)
str_npc_paintrain_intro_response_2|(남자를 내버려 둔다)
str_npc_hammertime_intro_response_2|미안하지만 당신과 이야기하고 있을 여유가 없소.
str_npc_tank_intro_response_2|훠이 훠이 저리 꺼져라.
str_npc_backwoodsharry_intro_response_2|미안하지만 나중에 이야기 하도록 하세.
str_npc_deadeye_intro_response_2|(남자를 내버려 둔다)
str_npc_probulator_intro_response_2|술은 끊었소.
str_npc_grim_intro_response_2|(남자를 내버려 둔다)
str_npc_enchantress_intro_response_2|(남자를 내버려 둔다)
str_npc1_backstory_a|그러면, {나으리/부인}, 긴 얘기가 될 겁니다...
str_npc2_backstory_a|당신이 마음에 드는군요. 보통 이러면 경계하기 마련인데 당신은 다르군요. 사실 전 꽤 위험한 사람이랍니다.
str_npc3_backstory_a|저는 노르드의 신들을 섬기는 사제랍니다.
str_npc4_backstory_a|이런! 또 진부한 질문자로군. 하지만 친절하게 말해드리죠. 일단 제 소개부터 하자면 저는 햄턴의 기사 벨비스라고 합니다. 이 검은 어떤 숲속을 거닐다 만난 녹슨 갑옷을 입은 거인에게 받은 것이지요.
str_npc5_backstory_a|전 레이븐이라고 합니다. 당신은 말해도 모를 먼 곳에서 온 용병이죠. 지금은 휴업 중이지만.
str_npc6_backstory_a|모든 것을 잃었습니다. 모든 것을요.
str_npc7_backstory_a|용병이라. 잘 됐네. 마침 선원을 구하는 중인데.
str_npc8_backstory_a|안 좋은 일이라. 정 궁금하시다면 말해드리죠.
str_npc9_backstory_a|감사. 이곳 술 맛은 마치 개 오줌 같군요. 제가 살던 곳은 이렇지 않았는데.
str_npc10_backstory_a|부탁을 하려면 제 소개를 해야겠군요. 저는 한 왕실의 사도, 왕윤의 수양 딸 초선이라 합니다.
str_npc11_backstory_a|제가 지나치게 경계했나요. 그건 그럴만한 사정이 있습니다.
str_npc12_backstory_a|제 소개를 하자면 저는 명의 화타의 제자입니다. 의원이라 불러도 좋구요. 네 좋습니다.
str_npc13_backstory_a|나는 내 주변에 누가 다가오는 것을 좋아하지 않네. 아니 좋아하지 않는다기보다는 다가오는 사람이 위험하지. 몸이 마음대로 반응해서 베어버리니까.
str_npc14_backstory_a|이런 좀더 돌려서 말할것을. 이왕 이렇게 된 것, 숨길 필요는 없겠지. 나는 암살자요. 지금은 일이 없어서 곤란을 겪고 있지.
str_npc15_backstory_a|저는 기술자에요, 성을 공격하는 공성탑, 각종 건물을 효율적으로 지을 수 있죠. 거기다 총포술에도 일가견이 있고요.
str_npc16_backstory_a|그래 그렇다면 말상대가 필요하겠군. 술은 네가 사.
str_npc_basher_backstory_a|(그녀가 갑자기 당신의 사타구니를 휘어 잡았으며 말했다.) 무슨 소리죠? 물건이 이렇게 잘 도착했는데.히히.
str_npc_sange_backstory_a|(여자는 어이가 없다는 듯한 표정을 지었다.) 제가 누군지 알면 그런 말 못할텐데... 하긴 이제 다 소용없나. (여자는 다시 생각에 잠겼다.) 마음대로 하세요.
str_npc_paintrain_backstory_a|오지랖 넓은 젊은이가 있구만. 그래 내 얘길 한번 들어보시게. 나는 아르키메데스라하네. 시라쿠사에서 숫자와 도형 이를테면 구에 외접하는 원기둥의 부피는 그 구 부피의 1.5배... 음 말해도 알아들어먹을 것 같지가 않군. 한마디로 할일 없는 늙은이지. 그래 자넨 그 정도만 알면 돼. 그런데 이 망할 로마놈들이 내가 사는 시라쿠사에 시비를 걸고 전쟁놀이를 하지 뭔가.
str_npc_hammertime_backstory_a|저는 고이백륵진곽알합둔이라고 합니다. 줄여서 고이백륵이라 불러주세요. 저는 서하의 왕에게 아내가 되라는 명을 받아 이렇게 도망쳤답니다.
str_npc_tank_backstory_a|흥. 네놈은 사람을 죽여 재물을 갈취하는 일이 일상인 자인데 1000000전도 없더냐? 그 정도 재화도 구하지 못했다면 대체 무엇하러 사람을 죽인 것이냐?
str_npc_backwoodsharry_backstory_a|당신이 군대를 이끌고 있는 것을 봤어요. 그리고 당신을 오래 관찰했죠. 이런 제 소개부터하죠. 제 이름은 카흐라마나. 얼마전까지 알리바바라는 유명한 주인을 둔 시종이었답니다.
str_npc_deadeye_backstory_a|(남자는 대답이 없다) (잠시 뒤.) 아. 이런 제가 정신을 놓고 있었군요. 죄송합니다. 합석이라 하신거죠? 그리하시죠.
str_npc_probulator_backstory_a|하하. (술을 몇잔 걸친 뒤.) 저는 토르핀 카를세프니. 노르웨이 사람입니다. 하지만 아이슬란드에서 태어났죠. 
str_npc_grim_backstory_a|(남자는 당신을 노려봤다. 이내 고개를 떨군다) 그러시든지. (당신은 남자와 술을 함께 마시며 그의 이야기를 공유했다.) 나는 쟈무카. 초원사람이지. 한때 초원의 패권을 두고 싸웠던 부족장이기도 하다. 
str_npc_enchantress_backstory_a|마음대로 하시오.
str_npc1_backstory_b|저는 본래 원씨 가문 원희의 아내였답니다. 하지만 가문이 간웅 조조에게 멸망하면서 그이는 절 두고 멀리 가버렸어요.
str_npc2_backstory_b|저는 본래 영국 사람입니다. 도적이었죠. 아 너무 나쁘게 보지 말아요. 나름 의적이라 불리기도 했으니까. 본래 영국의 왕 리처드 1세가 싸움병이 도져서 십자군원정을 떠난 사이 존이라는 빌어먹을 동생 놈이 그 자릴 차지하고 폭정을 일삼아 부정부패가 만연했죠. 제가 한일은 귀족들이 백성들로부터 착취한 세금을 강제로 ‘환급’ 시킨 것 뿐이 랍니다.
str_npc3_backstory_b|저는 본래 북유럽의 사원에서 몇 남지 않은 사제들과 함께 노르드신을 위한 의식을 치르며그 명맥을 이어가고 있었습니다. 그곳 사람들은 더 이상 노르드신을 섬기지 않기에 몰락은 예정된 일이었어요. 결국 교황으로부터 이단으로 지목되어 사원은 해체되고 사제들은 추방당하고 말았죠.
str_npc4_backstory_b|안믿는군? 그렇죠? 거인? 못믿겠다 이거죠? 다들 그러더라고! 자 그럼 이제 행동을 보여줄 차례군요. 하도 여러번 하다보니 이게다 레퍼토리가 생겨버렸지 뭡니까. 자 보세요. (그는 거대한 검을 가볍게 들어올려 보였다.) 봤죠? 제가 힘이 쎈 사람으로 보입니까? 이런 거짓말 같은 쇳덩어리를 들어올릴 정도로?
str_npc5_backstory_b|내가 살던 곳은 문명이 그리 발달되지 않은 곳이었죠. 사냥하고 먹고 자고. 노래 부르고. 이게 내 일상의 전부였습니다. 하지만 내 인생에서 가장 행복한 때를 말하라면 난 주저 없이 그 시절이라 할테죠. 예상했겠지만 난 그곳을 떠나고 싶어 떠난 것이 아닙니다. 우리 부족이 다른 부족과의 전쟁에서 패배한 후, 그들이 우리 부족의 남자들을 노예로 팔아버렸어요. 이것은 극히 이례적인 일이었습니다.
str_npc6_backstory_b|저는 본래 여포라는 분을 섬기고 있었습니다. 그가 동탁을 죽인 이후 상황이 좋지 않았죠. 학맹, 장패, 유비, 하후돈 등 쟁쟁한 적들을 어렵사리 격퇴했지만 결국 조조의 연합군에 밀려 포박당하고 말았습니다. 저는 주군을 따라 죽을 생각이었으나 주군은 조조에게 목숨을 구걸하였죠. 결국 주군 여포는 처형직전까지갔지만 목숨을 겨우 부지하고 참모였던 진궁은 처형, 제 부장이었던 장료는 조조의 장수가 되고 말았습니다.
str_npc7_backstory_b|난 해적이야. 지중해에서 알아주는 해적이라구.  지금은 배도 없고 선원도 없지만 한때 잘나갔지. 하지만 하이레딘 레이스라는 놈에게 탈탈 털리고 말았어. 언젠가 그 미친 빨간 수염을 모조리 뽑아버릴 테다. 그러고 나서 다시 선원을 모으고 배를 탈취했지. 하지만 이번에는 망할 빨간 머리. 카탈리나 에란초가 나타나서는… 지금 이 꼴이라고.
str_npc8_backstory_b|전 원래 검술교관입니다. 찌르기가 주인 검술을 아버지로부터 이어받은 사람이죠. 하지만 이젠 아닙니다. 훈련 중에 사고가 발생했고 전 자격을 박탈 당했어요. 사람이 죽었으니까요. 제자들 간 연습 중 사고 아닌 사고가 나버렸습니다. 원한을 가진 상대가 귀족 도련님의 심장을 꿰뚫어 버렸어요.
