dlga_event_triggered:upgrade_talk|네? {s65}?
dlga_pj_talk71:pj_dilema|음, 제 전사들은 제게 죽음을 맹세한 자들입니다. 때문에 그들은 제게 매우 중요합니다, 그치만 전 제 군대에게 먹일 식량이 없습니다. 전 그들을 먹여야 하죠. 만약 당신이 원하신다면 당신께 여섯명의 전사를 내어주도록 하겠습니다. 캐브리아인들은 정예군단입니다, 전쟁으로 강해지며 우린 대장간 불에서 창조되었습니다. 그들은 결코 보통내기가 아닙니다., 하지만 당신이 그들을 잘 돌봐주시길 바랍니다. 그리고 제게 군량을 위해 12,000 실버를 지불하셔야 합니다. 받아들이시겠습니까? 
dlga_pj_dilema:close_window|미안하지만 단순한 호기심이였네 잘가게.
dlga_pj_dilema:pj_dilema2|물론이지 이 돈을 받게. 난 그들이 전장에서 싸우는 모습을 정말 보고 싶네.
dlga_pj_dilema2:cado_bye2|기억하세요 이것은 매우 중요합니다. 이 남자들은 당신께 충성서약을 할것이고 목숨을 바쳐 당신을 지켜줄겁니다.  캔터브리아인에게 가장 최고의 영광은 적군 시체에 둘러 쌓여 장렬히 싸우다 죽는것입니다. 당신이 그들을 전장에서 정렬시킬때, 당신은 그들이 몸을 추스릴때까지 기다려야합니다.. 우리는 크리스트교도고 우린 죽은 후 화장하는 것을 원치 않습니다. 우리는 매장합니다. 당신은 까마귀들이 몰려들어 그들의 가슴을 쪼아먹도록 두어야합니다. 그래야 그들의 영혼이 해방되어 전사로써 천국으로 올라갈 수 있기때문입니다. 
dlga_cado_bye2:close_window|좋아요.제 지휘하에 당신의 용맹한 갖게 되어 영광입니다.
dlga_cado_bye:close_window|내가 자넬 막을것이야.
dlga_start:close_window.4|시간은 정오..이제와서 빌어도 소용없어!
dlga_start:geoffrey_duelling|자넨 이제 파멸을 맞게 될거야...
dlga_geoffrey_duelling:close_window|그럼 이제 이것들을 마무리 짓도록 하지...
dlga_start:close_window.5|내가 질줄이야. 당신이 이겼소. 다신 이곳에 얼씬거리지 않을꺼요..
dlga_start:geoffrey_talk|뭐요? 무얼 원하는 거요? 당신 구걸이나 받아 줄 시간 없소.
dlga_geoffrey_talk:close_window|아무것도 아니네 신경쓰지 마시오.
dlga_geoffrey_talk:geoffrey_hostile|당신 얼굴을 돼지우리 사이에서 본적이 있는 것 같은데...
dlga_geoffrey_talk:geoffrey_talk_2|당신은 누구시길래 이렇게 으름장을 놓는거요?
dlga_geoffrey_talk_2:geoffrey_talk_3|난 하이레딘 레이스. 붉은 수염이라고들 부르지.
dlga_geoffrey_talk_3:geoffrey_talk_4|오, 알겠어요. 그럼 당신이 얼마나 많은 상단을 잡아 족친건지 말해주세요.
dlga_geoffrey_talk_4:geoffrey_talk_5|직접 니 눈으로 봐라! 내가 죽인 놈들 머리가죽을 다 벗겼으니까. 그것들은 나의 전쟁 트로피나 마찬가지야.
dlga_geoffrey_talk_5:close_window|그것 참 멋지군요. 그럼 이만 가보도록 하지요.
dlga_geoffrey_talk_5:geoffrey_hostile|정말로요? 수상쩍군요. 제 눈엔 이 머릿가죽들이 왜 말꼬랑지처럼 보일까요?
dlga_geoffrey_hostile:geoffrey_hostile_2|뭐라?! 내가 니 놈을 모욕의 댓가로 죽여주마 농부자식아. 넌 내가 누군지 알고도 덤비느냐? 
dlga_geoffrey_hostile_2:geoffrey_hostile_3|아뇨 . . .제가 꼭 알아야 하는겁니까?
dlga_geoffrey_hostile_3:geoffrey_hostile_4|그럼 당연하지, 내가 붉은 수염 하이레딘 레이스다 그리고 넌 내게 모욕감을 줬어. 네놈의 머릿가죽이 탐나는구나! 하하.. 정오에 도시 밖에서 보자, 만약 오지 않는다면 넌 겁쟁이로써 모든이에게 낙인될것이다. 그럼 가면서 신께 기도나 올리거라.
dlga_geoffrey_hostile_4:geoffrey_flee1|(힘으로 제압한다.)
dlga_geoffrey_hostile_4:close_window|아주 매력적인 시골촌뜨기구나. 정오란 말이지.. 놓치면 안되겠는데..
dlga_geoffrey_flee1:close_window|아 이 빌어먹을 도시에서 재미보긴 틀렸군. 저 알 베자스란 놈에게 내가 꺼져준다고 전해주시지.
dlga_start:hareck_talk|뭐죠? 제가 뭐 도울 일이라도?
dlga_hareck_talk:hareck_troublemakers|당신이야 말로 어두워 보이는군요 무슨 문제라도? 
dlga_hareck_talk:close_window|아무것도 아닙니다. 안녕히 계시오.
dlga_hareck_troublemakers:hareck_troublemakers_2|아... 아무것도 아닙니다.. 단지..
dlga_hareck_troublemakers_2:hareck_troublemakers_3|말해주셔도 됩니다. 
dlga_hareck_troublemakers_3:hareck_troublemakers_4|폐가 되지 않으셨으면 합니다. 그럼 말씀드리겠습니다. 문제가 있습니다. 어떤 해적들에 관한 문제죠. 당신도 알다시피 이 근방은 해적 소굴입니다. 그 중에서도 레이스 형제가 최악이죠. 그들은 보이는 상단을 닥치는 대로 약탈하고 사람을 죽여버립니다. 저 또한 상단을 이끌고 있는데 저들이 두려워 도저히 출항을 나갈 수가 없군요. 며칠째 도시 밖으로 나가질 못하고 있습니다. 
dlga_hareck_troublemakers_4:hareck_troublemakers_5|흠 . . . 제가 이 문제를 해결하면 보상을 해주실 수 있나요?
dlga_hareck_troublemakers_5:hareck_troublemakers_6|뭐라구요? 방금 뭐라고 말씀하셨죠?
dlga_hareck_troublemakers_6:hareck_troublemakers_7|아무것도 아니에요 그렇지만, 제가 보기엔 당신에게 저의 도움이 필요할 것 같군요. 제가 당신을 도와줄 수 있어요.
dlga_hareck_troublemakers_7:hareck_troublemakers_8|흠. 그럼, 그래주시겠습니까? 당신이 만약 어떻게 해서든 이 일을 좋게 해결해주시면, 제게 없는 돈이라도 만들어 드리겠습니다. 해적들의 지도자 이름은 하이레딘 레이스 입니다, 그는 그의 시간 대부분을 술과 창녀로 보내요. 당신이 그를 찾아 가보세요.
dlga_hareck_troublemakers_8:close_window|알겠습니다, sir. 돌아오도록 하지요.
dlga_hareck_talk:hareck_troublemakers_10|Sir, 제가 그 소동꾼들을 처리했습니다. 그들은 이제 더 이상 문제가 되지 않을 겁니다.
dlga_hareck_troublemakers_10:hareck_troublemakers_11|그 말이 사실인가요? 정말 감사드립니다! 몇일만 더 지났어도 제 상단은 적자로 해산 당했을 겁니다. 감사합니다. 이걸 받아주세요. 적지만 이거라도 쥐어 드리고 싶습니다.
dlga_hareck_troublemakers_11:close_window|도움이 될 수 있어 기쁩니다, sir. 만약 당신이 제게 필요하시면 언제든 돕겠습니다. 그럼 이만..
dlga_hareck_talk:hareck_troublemakers_15|제가 실패했습니다, Sir. 죄송합니다.
dlga_hareck_troublemakers_15:close_window|Oh . . . Oh well. I suppose you tried your best. Thanks anyway, friend. Perhaps some otherjob will suit you better. I shall let you know when I have any. Wes gesund (farewell).
dlga_start:bye2|환영합니다 {playername}.
dlga_bye2:close_window|반갑습니다. 울카너스.
dlga_start:relic_find_question|성물을 찾았습니까?
dlga_relic_find_question:relic_znaleziona|그렇습니다! 정말 힘들었죠.
dlga_relic_find_question:close_window|아뇨 아직.
dlga_relic_znaleziona:close_window|그게 사실이요? 축하합니다! 어떻게 보상을 드려야할지 고민이군요. 음..보상으로 이 고서를 받아주시오. 아마 상인에게 비싼값에 팔 수 있을 겁니다, 물론 가지고 있는 것만으로도 큰 가치가 있지요.
dlga_start:god1|안녕하시오, 뭔가 할만한 일거리를 찾고있진 않소?
dlga_god1:god2|사실 그렇습니다.
dlga_god1:close_window|아뇨 그렇지 않습니다.
dlga_god2:god3|잘됐군. 아리안족에 대해 들어본적있소? 그 염병할 새끼들! 그놈들은 우리의 유일신을 신이 아니라며 모독하고 있소. 놈들은 애당초 신에대해 이해하지도 못할 머저리 들이오. 그들의 수는 상당하오, 코리가스라는 자가 이끌고 있지. 그가 얼마전 내게서 성물을 빼앗아간 자라오. 듣자하니 놈들이 리펄허스 마을 근처에 자리잡고 있다는군. 당분간은 이동하지 않겠지만 영원히 있진 않을테니 잡으려면 서둘러야 할거요. 당신이 해줄일은 아주 간단하지. 놈들을 찾아서 코리가스만 빼고 전부 죽이시오. 그러고 나서 놈을 두들겨패 훔쳐간 성물의 행방을 불게 하시오. 이 일을 성공하면 30000실버를 보상하리다.
dlga_god3:godyes|아주 좋은 조건이군요. 당장가서 당신의 성물을 찾아오겠소!
dlga_god3:close_window|아니, 지금은 시간이 없군!
dlga_godyes:close_window|좋았어!
dlga_start:relikwia|제발! 날 죽이지마! 성물을 돌려줄게!!
dlga_relikwia:relikwia2|좋아. 성물을 당장넘겨주면 널 보내주지.
dlga_relikwia2:relikwia3|여기있다. 제발 날 죽이지만마! 난 아이들이 있다고.
dlga_relikwia3:close_window|내 알바 아니지! 당장 튀어가는게 좋을거다! 저기 저 언덕이 보이나? 뛰어, 1분안에 닿지 못하면 추격대를 보내겠다!
dlga_start:order2|거기 개새꺄 뭘 꼬라봐?
dlga_order2:order3|성물을 뱉어라! 아니면 콧구멍을 하나 더 뚫어주지!
dlga_order3:order4|어이쿠야! 뭐 20000실버만 내놓는다면 내줄수도 있지. 거절하지마. 거절하면 똥구멍을 하나 더 뚫어줄 생각이니까!
dlga_order4:close_window|괜찮은 농담이군. 자 이제 세번째 콧구멍을 가질 준비나 하시지!
dlga_order2:close_window.1|...관두는게 좋겠군.
dlga_oim_intro_zamoshie_elder:oim_intro_zamoshie_elder_1|그렇군. 난 촌장 퓌르라고 하네. 최근 엄청난 군대들이 마을 주변에 몰려다녀서 심란하던 참이라네.
dlga_oim_intro_zamoshie_elder_1:oim_intro_zamoshie_elder_4|역시 사건이 있는 모양이군. 내게 일을 맡겨도 좋소. 그러려고 온것이니. 
dlga_oim_intro_zamoshie_elder_4:oim_intro_zamoshie_elder_5|그렇소 여러가지 일이 있지. 어떤 망할 도둑놈 새끼들이 마을을 털어갔소. 거기다 망할 영주새끼때문에 세금이 갑자기 폭등했지. 심지어 마을에 물자도 부족한 판국이오.
dlga_oim_intro_zamoshie_elder_5:oim_intro_kill_bandits_start|도둑무리를 찾아 제거.
dlga_oim_intro_zamoshie_elder_5:oim_intro_taxes_lower|영주를 설득하여 세금 낮추기.
dlga_oim_intro_zamoshie_elder_5:oim_bring_goods_in_zamoshie_intro|물자를 구해오기.
dlga_oim_intro_zamoshie_elder_5:close_window|[떠난다]
dlga_oim_intro_kill_bandits_start:oim_intro_kill_bandits_dialog|싸움을 통 모르는 우리 마을 순둥이들은 항상 도적떼에게 괴롭힘 당해왔지. 이제 끝낼때가 온것같소.
dlga_oim_intro_kill_bandits_dialog:oim_intro_kill_bandits_dialog_start_quest|수락.
dlga_oim_intro_kill_bandits_dialog_start_quest:oim_intro_kill_bandits_dialog_start_quest_1|도적들? 그 정도는 처리할 수 있소. 장소만 알려주면 당장 처리하겠소.
dlga_oim_intro_kill_bandits_dialog_start_quest_1:close_window|그 망할놈들은 분명 마을 근처를 어슬렁 거리고 있을거요. 꼭 처리해주시오.
dlga_oim_intro_kill_bandits_dialog:oim_intro_kill_bandits_dialog_refuge|거절.
dlga_oim_intro_kill_bandits_dialog_refuge:oim_intro_kill_bandits_dialog_refuge_1|당장은 전투 준비가 허술해서 그 일을 하기엔 무리같군요.
dlga_oim_intro_kill_bandits_dialog_refuge_1:oim_intro_zamoshie_elder_5|그렇다면 할수없지... 우릴 보호해줄 다른 사람들을 찾아봐야겠군.
dlga_zamoshien_badits_dialog_prebattle_1:zamoshien_badits_dialog_prebattle_2|반갑수다! 날씨 한번 좋지 않수? 그런데 무슨일로 오신거요?
dlga_zamoshien_badits_dialog_prebattle_2:zamoshien_badits_dialog_prebattle_3|아 대화를 좀 해봐야겠군... 실은 이 근처에 어떤 무리가 있다고 하던데? 듣자하니 그들은 도적떼라는군. - 혹시 당신이 아닌지?
dlga_zamoshien_badits_dialog_prebattle_3:zamoshien_badits_dialog_prebattle_4|우린 도적떼가 아니요! 우린 선량한 숲속의 형제단이지. 우린 부자들을 털어서 가난한 사람들에게 나눠주는 의적이라오 - 물론 약간의 수수료는 챙기고는 있지.
dlga_zamoshien_badits_dialog_prebattle_4:zamoshien_badits_dialog_prebattle_5|그것참 이상하군... 내가 본 마을 주민들은 부자들이랑은 거리가 있어보였는데 말이지... 더 따질것도 없이 이 지랄맞은 상황을 끝내는게 어떨까?
dlga_zamoshien_badits_dialog_prebattle_5:close_window|오늘은 참 이상한 날이군. 듣도 보도 못한 놈이 우릴 어쩌겠다고? 얘들아 놈을 잡아라!
dlga_oim_zamoshie_killed_bandits:oim_zamoshie_killed_bandits_1|멀쩡하게 다시 보니 반갑소. 도적떼를 처리하고 오는길인데...
dlga_oim_zamoshie_killed_bandits_1:oim_zamoshie_killed_bandits_2|오셨군! 이런 경사스런일이! 물론 보상을 해드리겠소.
dlga_oim_zamoshie_killed_bandits_2:oim_choose_quests|달리 더 할 일이라도?
dlga_oim_choose_quests:oim_choose_quests_answer|음...
dlga_oim_choose_quests_answer:oim_intro_kill_bandits_start|도둑무리를 찾아 제거.
dlga_oim_choose_quests_answer:oim_intro_taxes_lower|영주를 설득하여 세금 낮추기.
dlga_oim_choose_quests_answer:oim_bring_goods_in_zamoshie_intro|물자를 구해오기.
dlga_oim_choose_quests_answer:village_elder_pretalk|돌아간다...
dlga_oim_help_to_find_icon:village_elder_pretalk|감사하오. 이제 더 해줄일이 없소. 오늘부터 당신은 마을의 귀빈이라오.
dlga_oim_intro_taxes_lower:oim_intro_taxes_lower_1|한가지 더 있소... 우리의 영주, 그는 아마 그단스크에 있을 거요, 세금! 세금을 너무 높였단 말이지! 이러다 우린 다 굶어죽을 판이오...아무리 말해도 듣지를 않더군. 마지막으로 당신을 보내겠소. 부디 세금을 낮춰달라고 설득해주시오.
dlga_oim_intro_taxes_lower_1:oim_intro_taxes_lower_agree|수락.
dlga_oim_intro_taxes_lower_agree:close_window|말로하는 일이라면 자신있소. 영주를 설득하고 돌아오지...
dlga_oim_intro_taxes_lower_1:oim_choose_quests_disagree|거절.
dlga_oim_choose_quests_disagree:oim_choose_quests_disagree_1|말로하는 일은 자신 없군요. 다른 사람을 찾아보시오.
dlga_oim_choose_quests_disagree_1:close_window|할 수 없군. 하지만 명심하시오. 모든 일을 검으로만 해결할 수는 없소이다. 당신도 생각이 있다면 말로 해결하는 법을 배워야 할것이오.
dlga_lord_talk:oim_fedor_obuhovich_lower_taxes_2_a|해우무노 마을의 사람들이 세금으로 고통받고 있습니다.
dlga_oim_fedor_obuhovich_lower_taxes_2_a:oim_fedor_obuhovich_lower_taxes_2_b|해우무노 마을의 사람들이 세금으로 고통받고 있습니다. 당신과 이야기를 해보라고 하더군요.
dlga_oim_fedor_obuhovich_lower_taxes_2_b:oim_convince_options|그게 당신이랑 무슨 상관인가? 뭐 좋아. 우린 지금 전쟁중이다. 적이 코앞에 있는데 마을의 방비를 허술하게 할 수는 없지않나. 그를 위한 세금이다.
dlga_oim_convince_options:oim_convince_bribe|마을의 방어 비용을 지불한다. ({reg8} 실버).
dlga_oim_convince_options:oim_convince_persuade_begin|설득을 시도한다...
dlga_oim_convince_options:lord_pretalk|떠난다...
dlga_oim_convince_bribe:oim_convince_bribe_verify|그래 자네가 돈을 낸다면 마을사람들의 부담은 줄어둘겠지. 어떤가 해결사 양반. 자네가 내게 그 비용을 지불하겠나?
